course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
EN.660.105.07.SP24,Foundations of American Enterprise,"Izenberg, Illysa","Izenberg, Illysa",2024 Spring,Entrepreneurship & Management,3.39,4.47,4.18
EN.660.105.01.FA24,Foundations of American Enterprise,"Izenberg, Illysa","Izenberg, Illysa",2024 Fall,Entrepreneurship & Management,2.87,4.09,4.00
EN.660.105.01.SP25,Foundations of American Enterprise,"Izenberg, Illysa","Izenberg, Illysa",2025 Spring,Entrepreneurship & Management,2.90,4.48,3.94
EN.660.105.02.SP25,Foundations of American Enterprise,"Izenberg, Illysa","Izenberg, Illysa",2025 Spring,Entrepreneurship & Management,3.27,4.61,4.16
EN.660.105.01.FA25,Foundations of American Enterprise,"Izenberg, Illysa","Izenberg, Illysa",2025 Fall,Entrepreneurship & Management,3.15,4.44,4.03
EN.660.106.01.SP24,Clark Scholars Leadership Challenge,"Russell, Mia","Russell, Mia",2024 Spring,Entrepreneurship & Management,2.11,4.56,3.56
EN.660.122.01.FA25,Clark Scholars Engineering Design I,"Abu-mulaweh, Nusaybah","Abu-mulaweh, Nusaybah",2025 Fall,Entrepreneurship & Management,3.56,3.80,3.30
EN.660.122.02.FA25,Clark Scholars Engineering Design I,"Burkholder Murphy, Alissa","Burkholder Murphy, Alissa",2025 Fall,Entrepreneurship & Management,3.00,4.40,3.80
EN.660.203.04.SP24,Financial Accounting,"Leps, Annette","Leps, Annette",2024 Spring,Entrepreneurship & Management,3.00,4.57,4.17
EN.660.203.03.SP24,Financial Accounting,"Hansen, Casey","Hansen, Casey",2024 Spring,Entrepreneurship & Management,3.06,4.70,4.25
EN.660.203.01.SP24,Financial Accounting,"Schlegel, Jane","Schlegel, Jane",2024 Spring,Entrepreneurship & Management,2.47,4.80,4.67
EN.660.203.02.SP24,Financial Accounting,"Leps, Annette","Leps, Annette",2024 Spring,Entrepreneurship & Management,2.88,4.59,4.32
EN.660.203.04.FA24,Financial Accounting,"Hansen, Casey","Hansen, Casey",2024 Fall,Entrepreneurship & Management,2.59,4.86,4.32
EN.660.203.01.FA24,Financial Accounting,"Hansen, Casey","Hansen, Casey",2024 Fall,Entrepreneurship & Management,2.89,4.81,4.14
EN.660.203.02.FA24,Financial Accounting,"Schlegel, Jane","Schlegel, Jane",2024 Fall,Entrepreneurship & Management,2.48,4.91,4.59
EN.660.203.01.SP25,Financial Accounting,"Leps, Annette","Leps, Annette",2025 Spring,Entrepreneurship & Management,3.13,4.44,4.29
EN.660.203.02.SP25,Financial Accounting,"Hansen, Casey","Hansen, Casey",2025 Spring,Entrepreneurship & Management,2.72,4.81,4.19
EN.660.203.03.SP25,Financial Accounting,"Hansen, Casey","Hansen, Casey",2025 Spring,Entrepreneurship & Management,2.71,4.73,4.22
EN.660.203.03.FA25,Financial Accounting,"Leps, Annette","Leps, Annette",2025 Fall,Entrepreneurship & Management,2.71,4.04,3.75
EN.660.203.04.FA25,Financial Accounting,"Hansen, Casey","Hansen, Casey",2025 Fall,Entrepreneurship & Management,2.69,4.77,4.23
EN.660.203.01.FA25,Financial Accounting,"Leps, Annette","Leps, Annette",2025 Fall,Entrepreneurship & Management,2.87,4.60,4.33
EN.660.203.02.FA25,Financial Accounting,"Schlegel, Jane","Schlegel, Jane",2025 Fall,Entrepreneurship & Management,2.37,4.81,4.19
EN.660.207.01.FA25,Reasoning with Data,"Esnaashari, Shadi","Esnaashari, Shadi",2025 Fall,Entrepreneurship & Management,2.53,3.94,3.76
EN.660.250.01.SP24,Identifying and Capturing Markets,"Kendrick, Leslie","Kendrick, Leslie",2024 Spring,Entrepreneurship & Management,3.10,4.20,4.00
EN.660.250.01.FA24,Identifying and Capturing Markets,"Kendrick, Leslie","Kendrick, Leslie",2024 Fall,Entrepreneurship & Management,2.73,4.38,3.61
EN.660.250.01.SP25,Identifying and Capturing Markets,"Kendrick, Leslie","Kendrick, Leslie",2025 Spring,Entrepreneurship & Management,2.89,4.29,3.91
EN.660.250.01.FA25,Identifying and Capturing Markets,"Kendrick, Leslie","Kendrick, Leslie",2025 Fall,Entrepreneurship & Management,3.09,3.91,3.78
EN.660.303.01.SP24,Managerial Accounting,"Hansen, Casey","Hansen, Casey",2024 Spring,Entrepreneurship & Management,3.29,4.71,4.43
EN.660.303.01.SP25,Managerial Accounting,"Hansen, Casey","Hansen, Casey",2025 Spring,Entrepreneurship & Management,3.11,4.74,4.54
EN.660.308.01.SP24,Business Law I,"Morton, Charles","Morton, Charles",2024 Spring,Entrepreneurship & Management,3.00,4.92,4.85
EN.660.308.01.FA24,Business Law I,"Mendelsohn, Daniel","Mendelsohn, Daniel",2024 Fall,Entrepreneurship & Management,2.83,4.38,4.33
EN.660.308.01.SP25,Business Law I,"Aurelien, Gueter","Aurelien, Gueter",2025 Spring,Entrepreneurship & Management,2.14,4.57,4.57
EN.660.322.01.FA25,Decision Analytics,"Esnaashari, Shadi","Esnaashari, Shadi",2025 Fall,Entrepreneurship & Management,3.05,4.09,3.95
EN.660.329.01.SP24,Social Entrepreneurship Theory and Practice. Community Based Learning,"Smedick, Bill","Smedick, Bill",2024 Spring,Entrepreneurship & Management,2.87,4.58,4.29
EN.660.329.02.FA24,Social Entrepreneurship Theory and Practice. Community Based Learning,"Sanchez VanValkenburg, Tiffany","Sanchez VanValkenburg, Tiffany",2024 Fall,Entrepreneurship & Management,2.82,4.64,4.19
EN.660.329.01.FA24,Social Entrepreneurship Theory and Practice. Community Based Learning,"Smedick, Bill","Smedick, Bill",2024 Fall,Entrepreneurship & Management,2.74,4.70,4.26
EN.660.329.01.SP25,Social Entrepreneurship Theory and Practice. Community Based Learning,"Smedick, Bill","Smedick, Bill",2025 Spring,Entrepreneurship & Management,3.05,4.65,4.35
EN.660.329.02.SP25,Social Entrepreneurship Theory and Practice. Community Based Learning,"Sanchez VanValkenburg, Tiffany","Sanchez VanValkenburg, Tiffany",2025 Spring,Entrepreneurship & Management,2.70,4.21,3.65
EN.660.329.01.FA25,Social Entrepreneurship Theory and Practice. Community Based Learning,"Smedick, Bill","Smedick, Bill",2025 Fall,Entrepreneurship & Management,3.05,4.71,4.43
EN.660.329.02.FA25,Social Entrepreneurship Theory and Practice. Community Based Learning,"Sanchez, Tiffany","Sanchez, Tiffany",2025 Fall,Entrepreneurship & Management,2.71,4.71,4.29
EN.660.331.02.SP24,Leading Teams,"Russell, Mia","Russell, Mia",2024 Spring,Entrepreneurship & Management,2.53,4.67,4.00
EN.660.331.01.SP24,Leading Teams,"Sanchez VanValkenburg, Tiffany","Sanchez VanValkenburg, Tiffany",2024 Spring,Entrepreneurship & Management,2.25,4.67,4.00
EN.660.331.01.FA24,Leading Teams,"Sanchez VanValkenburg, Tiffany","Sanchez VanValkenburg, Tiffany",2024 Fall,Entrepreneurship & Management,3.15,4.55,3.75
EN.660.331.02.FA24,Leading Teams,"Coghlan, MC","Coghlan, MC",2024 Fall,Entrepreneurship & Management,3.75,4.33,3.58
EN.660.331.02.SP25,Leading Teams,"Coghlan, MC","Coghlan, MC",2025 Spring,Entrepreneurship & Management,4.06,4.38,3.81
EN.660.331.01.SP25,Leading Teams,"Sanchez VanValkenburg, Tiffany","Sanchez VanValkenburg, Tiffany",2025 Spring,Entrepreneurship & Management,2.56,4.82,4.18
EN.660.331.01.FA25,Leading Teams,"Sanchez, Tiffany","Sanchez, Tiffany",2025 Fall,Entrepreneurship & Management,2.68,4.68,4.00
EN.660.332.03.SP24,Leadership Theory,"Sanchez VanValkenburg, Tiffany","Sanchez VanValkenburg, Tiffany",2024 Spring,Entrepreneurship & Management,3.26,4.42,4.26
EN.660.332.02.SP24,Leadership Theory,"Coghlan, MC","Coghlan, MC",2024 Spring,Entrepreneurship & Management,3.67,4.26,3.89
EN.660.332.01.SP24,Leadership Theory,"Coghlan, MC","Coghlan, MC",2024 Spring,Entrepreneurship & Management,3.64,3.96,3.74
EN.660.332.02.FA24,Leadership Theory,"Coghlan, MC","Coghlan, MC",2024 Fall,Entrepreneurship & Management,4.13,4.44,3.73
EN.660.332.01.FA24,Leadership Theory,"Sanchez VanValkenburg, Tiffany","Sanchez VanValkenburg, Tiffany",2024 Fall,Entrepreneurship & Management,3.40,4.62,4.29
EN.660.332.01.SP25,Leadership Theory,"Coghlan, MC","Coghlan, MC",2025 Spring,Entrepreneurship & Management,3.71,4.62,4.48
EN.660.332.02.SP25,Leadership Theory,"Sanchez VanValkenburg, Tiffany","Sanchez VanValkenburg, Tiffany",2025 Spring,Entrepreneurship & Management,3.33,4.63,4.16
EN.660.332.03.FA25,Leadership Theory,"Coghlan, Mary Clare","Coghlan, Mary Clare",2025 Fall,Entrepreneurship & Management,3.37,4.56,3.89
EN.660.332.01.FA25,Leadership Theory,"Coghlan, Mary Clare","Coghlan, Mary Clare",2025 Fall,Entrepreneurship & Management,3.58,4.60,4.15
EN.660.332.02.FA25,Leadership Theory,"Sanchez, Tiffany","Sanchez, Tiffany",2025 Fall,Entrepreneurship & Management,3.00,4.33,3.83
EN.660.333.01.SP24,Leading Change,"Russell, Mia","Russell, Mia",2024 Spring,Entrepreneurship & Management,2.65,4.63,4.21
EN.660.333.01.FA24,Leading Change,"Russell, Mia","Russell, Mia",2024 Fall,Entrepreneurship & Management,2.82,4.88,4.35
EN.660.333.01.SP25,Leading Change,"Russell, Mia","Russell, Mia",2025 Spring,Entrepreneurship & Management,2.37,4.68,3.95
EN.660.333.01.FA25,Leading Change,"Russell, Mia","Russell, Mia",2025 Fall,Entrepreneurship & Management,2.88,4.82,4.35
EN.660.340.01.SP24,Management Theory and Practice,"Izenberg, Illysa","Izenberg, Illysa",2024 Spring,Entrepreneurship & Management,3.93,4.73,4.07
EN.660.340.01.SP25,Management Theory and Practice,"Russell, Mia","Russell, Mia",2025 Spring,Entrepreneurship & Management,2.94,4.65,4.29
EN.660.345.01.FA24,Multidisciplinary Engineering Design 1,"Abu-mulaweh,  Nusaybah","Abu-mulaweh,  Nusaybah",2024 Fall,Entrepreneurship & Management,3.33,4.00,3.67
EN.660.345.01.FA24,Multidisciplinary Engineering Design 1,"Burkholder Murphy, Alissa","Burkholder Murphy, Alissa",2024 Fall,Entrepreneurship & Management,3.33,4.33,3.67
EN.660.345.01.FA25,Multidisciplinary Engineering Design 1,"Abu-mulaweh, Nusaybah","Abu-mulaweh, Nusaybah",2025 Fall,Entrepreneurship & Management,3.63,4.19,4.38
EN.660.345.01.FA25,Multidisciplinary Engineering Design 1,"Burkholder Murphy, Alissa","Burkholder Murphy, Alissa",2025 Fall,Entrepreneurship & Management,3.63,4.69,4.38
EN.660.346.01.SP24,Multidisciplinary Engineering Design 2,"Abu-mulaweh, Nusaybah","Abu-mulaweh, Nusaybah",2024 Spring,Entrepreneurship & Management,4.17,4.73,4.41
EN.660.346.01.SP24,Multidisciplinary Engineering Design 2,"Murphy, Alissa","Murphy, Alissa",2024 Spring,Entrepreneurship & Management,4.17,4.65,4.41
EN.660.346.01.SP24,Multidisciplinary Engineering Design 2,"Frye, Jenna","Frye, Jenna",2024 Spring,Entrepreneurship & Management,4.17,4.47,4.41
EN.660.346.01.SP25,Multidisciplinary Engineering Design 2,"Abu-mulaweh, Nusaybah","Abu-mulaweh, Nusaybah",2025 Spring,Entrepreneurship & Management,4.03,4.14,4.10
EN.660.346.01.SP25,Multidisciplinary Engineering Design 2,"Burkholder Murphy, Alissa","Burkholder Murphy, Alissa",2025 Spring,Entrepreneurship & Management,4.03,4.50,4.10
EN.660.347.01.SP24,Action Lab,"Frye, Jenna","Frye, Jenna",2024 Spring,Entrepreneurship & Management,2.92,4.85,4.38
EN.660.347.01.SP25,Action Lab,"Frye, Jenna","Frye, Jenna",2025 Spring,Entrepreneurship & Management,2.86,4.60,4.50
EN.660.352.01.SP24,New Product Development,"Agronin, Michael","Agronin, Michael",2024 Spring,Entrepreneurship & Management,3.19,4.05,4.00
EN.660.352.01.SP25,New Product Development,"Agronin, Michael","Agronin, Michael",2025 Spring,Entrepreneurship & Management,2.62,4.69,4.15
EN.660.382.01.SP24,Clark Scholar Engineering Design IV,"Aronhime, Lawrence","Aronhime, Lawrence",2024 Spring,Entrepreneurship & Management,2.33,4.83,4.83
EN.660.382.01.SP25,Clark Scholar Engineering Design IV,"Burkholder Murphy, Alissa","Burkholder Murphy, Alissa",2025 Spring,Entrepreneurship & Management,3.38,4.50,4.13
EN.660.383.01.FA24,Clark Scholar Engineering Design V,"Aronhime,  Lawrence","Aronhime,  Lawrence",2024 Fall,Entrepreneurship & Management,2.80,4.80,4.80
EN.660.385.01.SP24,Clark Scholar Engineering Design VI,"Mackesey, Trevor","Mackesey, Trevor",2024 Spring,Entrepreneurship & Management,3.67,5.00,4.75
EN.660.385.01.SP25,Clark Scholar Engineering Design VI,"Aronhime, Lawrence","Aronhime, Lawrence",2025 Spring,Entrepreneurship & Management,2.75,4.00,4.20
EN.660.392.01.SP24,Social Impact Design,Abu-mulaweh + Murphy,"Abu-mulaweh, Nusaybah + Murphy, Alissa",2024 Spring,Entrepreneurship & Management,3.00,4.09,4.00
EN.660.408.01.SP24,Innovation and Entrepreneurship for Energy,"Aronhime, Lawrence","Aronhime, Lawrence",2024 Spring,Entrepreneurship & Management,2.91,4.55,4.45
EN.660.410.01.FA24,Computer Science Innovation and Entrepreneurship,"Aronhime,  Lawrence","Aronhime,  Lawrence",2024 Fall,Entrepreneurship & Management,2.65,5.00,4.82
EN.660.410.01.FA24,Computer Science Innovation and Entrepreneurship,"Dahbura,  Anton","Dahbura,  Anton",2024 Fall,Entrepreneurship & Management,2.65,4.71,4.82
