code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
EN.660.105,Foundations of American Enterprise,3,"What technical and other innovations led to the advances that drive our society, particularly in the US? How do organizations structure, manage, and fund themselves to sustain and encourage ongoing innovation? And how are the products and services that result from that innovation produced and translated into resources that ensure future development? This course will walk students through the historical and current underpinnings of the system that enables American enterprises to succeed in a global environment. Whether they become engineers or consultants, doctors or scientists, public health directors or lawyers -- no matter what career they pursue, students will be prepared to make leadership decisions.",,"Humanities, Social and Behavioral Sciences",,,,"EN.660.105.
Foundations of American Enterprise.
3 Credits.
What technical and other innovations led to the advances that drive our society, particularly in the US? How do organizations structure, manage, and fund themselves to sustain and encourage ongoing innovation? And how are the products and services that result from that innovation produced and translated into resources that ensure future development? This course will walk students through the historical and current underpinnings of the system that enables American enterprises to succeed in a global environment. Whether they become engineers or consultants, doctors or scientists, public health directors or lawyers -- no matter what career they pursue, students will be prepared to make leadership decisions.
Distribution Area: Humanities, Social and Behavioral Sciences"
EN.660.106,Clark Scholars Leadership Challenge,1,"The Clark Scholars Leadership Challenge is a one credit pass/fail seminar and is designed specifically for the Clark Scholars at JHU who are interested in developing their leadership skills and applying those skills to Hopkins life. The seminar includes both a classroom component and an experiential component. The classroom content includes leadership topics, discussions with university leaders and serves as an introduction to the history, services and involvement opportunities at Hopkins. The experiential component includes programs such as JHU history, faculty student interaction, visits to other JHU campuses and more! Clark Scholars only. S/U only.",,Social and Behavioral Sciences,,,,"EN.660.106.
Clark Scholars Leadership Challenge.
1 Credit.
The Clark Scholars Leadership Challenge is a one credit pass/fail seminar and is designed specifically for the Clark Scholars at JHU who are interested in developing their leadership skills and applying those skills to Hopkins life. The seminar includes both a classroom component and an experiential component. The classroom content includes leadership topics, discussions with university leaders and serves as an introduction to the history, services and involvement opportunities at Hopkins. The experiential component includes programs such as JHU history, faculty student interaction, visits to other JHU campuses and more! Clark Scholars only. S/U only.
Distribution Area: Social and Behavioral Sciences"
EN.660.116,Design for Innovation: Anthro-Design Crash Course,2,"The Anthro-Design Crash Course is a month-long introductory course that will empower students with tools and skills from design and applied anthropology to embrace innovation. The course uses dynamic classroom techniques developed throughout years of teaching experience, and research in engineering-design education. Students will work in teams towards a final project that will the test run for the tools learned in class. Centered in a scaffolded self-regulated design learning process, the course will look to promote autonomy, respectful engineering-design, and context assessment. Attendance is mandatory to achieve the learning outcomes.",,,,,,"EN.660.116.
Design for Innovation: Anthro-Design Crash Course.
2 Credits.
The Anthro-Design Crash Course is a month-long introductory course that will empower students with tools and skills from design and applied anthropology to embrace innovation. The course uses dynamic classroom techniques developed throughout years of teaching experience, and research in engineering-design education. Students will work in teams towards a final project that will the test run for the tools learned in class. Centered in a scaffolded self-regulated design learning process, the course will look to promote autonomy, respectful engineering-design, and context assessment. Attendance is mandatory to achieve the learning outcomes."
EN.660.122,Clark Scholars Engineering Design I,1,"In this course, Clark Scholar students will learn and practice mindsets and skills applied in human-centered engineering design. On teams, they will tackle a design challenge that addresses a real world need. Students will conduct research, ideate a breadth of solutions, and prototype and test their ideas.",,Engineering,,,,"EN.660.122.
Clark Scholars Engineering Design I.
1 Credit.
In this course, Clark Scholar students will learn and practice mindsets and skills applied in human-centered engineering design. On teams, they will tackle a design challenge that addresses a real world need. Students will conduct research, ideate a breadth of solutions, and prototype and test their ideas.
Distribution Area: Engineering"
EN.660.203,Financial Accounting,3,"The course in Financial Accounting is designed for anyone who could be called upon to analyze and/or communicate financial results and/or make effective financial decisions.  As accounting is described as a language, this course focuses on the vocabulary and processes by which all financial transactions are captured and communicated with an emphasis on using quantitative data to interpret financial performance.",FA2,"Quantitative and Mathematical Sciences, Social and Behavioral Sciences",,,,"EN.660.203.
Financial Accounting.
3 Credits.
The course in Financial Accounting is designed for anyone who could be called upon to analyze and/or communicate financial results and/or make effective financial decisions.  As accounting is described as a language, this course focuses on the vocabulary and processes by which all financial transactions are captured and communicated with an emphasis on using quantitative data to interpret financial performance.
Distribution Area: Quantitative and Mathematical Sciences, Social and Behavioral Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.660.207,Reasoning with Data,3,"This course introduces students to statistical decision-making and data reasoning, using Excel for data analysis in the first part of the course and Tableau in the second part to extract insights and develop strategic recommendations. Students will build critical thinking and logical reasoning skills while learning essential statistical methods and data visualization techniques. Through real-world case studies and hands-on exercises, participants will gain the ability to analyze complex datasets, draw meaningful insights, and communicate findings effectively. By the end of the course, students will be equipped with the skills to apply data-driven decision-making and visualization techniques across a variety of professional settings.","FA2, FA6","Quantitative and Mathematical Sciences, Social and Behavioral Sciences",,,,"EN.660.207.
Reasoning with Data.
3 Credits.
This course introduces students to statistical decision-making and data reasoning, using Excel for data analysis in the first part of the course and Tableau in the second part to extract insights and develop strategic recommendations. Students will build critical thinking and logical reasoning skills while learning essential statistical methods and data visualization techniques. Through real-world case studies and hands-on exercises, participants will gain the ability to analyze complex datasets, draw meaningful insights, and communicate findings effectively. By the end of the course, students will be equipped with the skills to apply data-driven decision-making and visualization techniques across a variety of professional settings.
Distribution Area: Quantitative and Mathematical Sciences, Social and Behavioral Sciences
AS Foundational Abilities: Science and Data (FA2),
Projects and Methods (FA6)"
EN.660.230,Clark Scholars Engineering Design II,1,"In this course, Clark Scholar students will continue their training in human centered design. Students will focus on the identification of needs and the role of empathy.",,Engineering,,,,"EN.660.230.
Clark Scholars Engineering Design II.
1 Credit.
In this course, Clark Scholar students will continue their training in human centered design. Students will focus on the identification of needs and the role of empathy.
Distribution Area: Engineering"
EN.660.250,Identifying and Capturing Markets,3,"In this course, students will learn how to identify individual and organizational market needs through entrepreneurial thinking. Exposure to a broad range of organizations—from startups to more established businesses, and a variety of industry sectors, including biomedical engineering, information technology, healthcare, transportation and energy—will provide students with insight into an organization’s ability to identify, capture and grow these markets.  No prerequisites.",FA2,Social and Behavioral Sciences,,,,"EN.660.250.
Identifying and Capturing Markets.
3 Credits.
In this course, students will learn how to identify individual and organizational market needs through entrepreneurial thinking. Exposure to a broad range of organizations—from startups to more established businesses, and a variety of industry sectors, including biomedical engineering, information technology, healthcare, transportation and energy—will provide students with insight into an organization’s ability to identify, capture and grow these markets.  No prerequisites.
Distribution Area: Social and Behavioral Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.660.299,Life Design Summer Experience Practicum,1,"The Life Design Summer Experience Practicum provides students with a structured opportunity to apply Life Design to a summer immersive experience. Over the course of 8-weeks, students will use the principles and processes of design thinking to reflect upon their values, identities, habits, and experiences and their relationship to the world of work; to deepen their understanding of potential professional pathways through conversations with colleagues, supervisors, and alumni; and, to test out these pathways through storytelling and the designing of new habits. By the end of the course, students will be able to articulate the ways in which their summer experience informs and supports their academic, professional, and personal ambitions.",,,,,,"EN.660.299.
Life Design Summer Experience Practicum.
1 Credit.
The Life Design Summer Experience Practicum provides students with a structured opportunity to apply Life Design to a summer immersive experience. Over the course of 8-weeks, students will use the principles and processes of design thinking to reflect upon their values, identities, habits, and experiences and their relationship to the world of work; to deepen their understanding of potential professional pathways through conversations with colleagues, supervisors, and alumni; and, to test out these pathways through storytelling and the designing of new habits. By the end of the course, students will be able to articulate the ways in which their summer experience informs and supports their academic, professional, and personal ambitions."
EN.660.300,Managerial Finance,3,"This course exposes students to the basic concepts and techniques of financial management including how to leverage spreadsheet applications like Microsoft Excel.  Analytical techniques are applied to problem solving situations that deal with project/investment evaluations, time value of money and data mining.",FA2,,EN.660.203,EN.660.203,,"EN.660.300.
Managerial Finance.
3 Credits.
This course exposes students to the basic concepts and techniques of financial management including how to leverage spreadsheet applications like Microsoft Excel.  Analytical techniques are applied to problem solving situations that deal with project/investment evaluations, time value of money and data mining.
Prerequisite(s):
EN.660.203
AS Foundational Abilities: Science and Data (FA2)"
