code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
EN.530.107,MechE Undergraduate Seminar I,0.5,"A series of weekly seminars to inform students about careers in mechanical engineering and to discuss technological, social, ethical, legal, and economic issues relevant to the profession. Part 1 of a year-long sequence.",FA2,Engineering,,,,"EN.530.107.
MechE Undergraduate Seminar I.
0.5 Credits.
A series of weekly seminars to inform students about careers in mechanical engineering and to discuss technological, social, ethical, legal, and economic issues relevant to the profession. Part 1 of a year-long sequence.
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.530.108,MechE Undergraduate Seminar II,0.5,"A series of weekly seminars to inform students about careers in mechanical engineering and to discuss technological, social, ethical, legal, and economic issues relevant to the profession. Part 2 of a year-long sequence.",FA2,Engineering,,,,"EN.530.108.
MechE Undergraduate Seminar II.
0.5 Credits.
A series of weekly seminars to inform students about careers in mechanical engineering and to discuss technological, social, ethical, legal, and economic issues relevant to the profession. Part 2 of a year-long sequence.
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.530.111,Intro to MechE Design and CAD,2,"This course introduces students to the basic engineering design process and to fundamental concepts and knowledge used in the design of mechanical devices and systems. Students will explore the range of tools utilized in design practice, beginning with the skills of hand-drawing, exploring ways to articulate visual ideas, and concluding with the standards of presentation and CAD tools typical in professional practice. Corequisite(s): EN.530.115",FA2,Engineering,,,,"EN.530.111.
Intro to MechE Design and CAD.
2 Credits.
This course introduces students to the basic engineering design process and to fundamental concepts and knowledge used in the design of mechanical devices and systems. Students will explore the range of tools utilized in design practice, beginning with the skills of hand-drawing, exploring ways to articulate visual ideas, and concluding with the standards of presentation and CAD tools typical in professional practice.
Corequisite(s):
EN.530.115
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.530.115,MechE Freshman Lab I,1,"Hands-on laboratory complementing EN.530.111 , including experiments, mechanical dissections, sketching and CAD, and a cornerstone design project. Experiments and mechanical dissections connect physical principles to practical engineering applications. Sketching and CAD work build the students’ design and communication skills. The design project allows students to synthesize a working system by combining knowledge of mechanics and design with practical engineering skills. Prerequisite(s): Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter Laboratory Safety Introductory Course in the Search Box to access the proper course. Click here to access the Laboratory Safety Introductory Course",FA2,Engineering,,"Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter Laboratory Safety Introductory Course in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course",,"EN.530.115.
MechE Freshman Lab I.
1 Credit.
Hands-on laboratory complementing
EN.530.111
, including experiments, mechanical dissections, sketching and CAD, and a cornerstone design project. Experiments and mechanical dissections connect physical principles to practical engineering applications. Sketching and CAD work build the students’ design and communication skills. The design project allows students to synthesize a working system by combining knowledge of mechanics and design with practical engineering skills.
Prerequisite(s):
Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter Laboratory Safety Introductory Course in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.530.116,MechE Freshman Lab II,1,"Hands-on laboratory in which students continue to develop their engineering design skills. Laboratory topics include engines and motors, microcontrollers, and sensors. A design project allows students to synthesize a working system by combining knowledge of mechanics and design with practical engineering skills. The ePortfolio tag(s) on this course signify that there are one or more assignments offered in the course that provide students with the opportunity to be assessed for proficiency in completion of the relevant ePortfolio requirement(s). Prerequisite(s): Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter ASEN in the Search Box to access the proper course. Click here to access the Laboratory Safety Introductory Course",FA2,Engineering,,"Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter ASEN in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course",,"EN.530.116.
MechE Freshman Lab II.
1 Credit.
Hands-on laboratory in which students continue to develop their engineering design skills. Laboratory topics include engines and motors, microcontrollers, and sensors. A design project allows students to synthesize a working system by combining knowledge of mechanics and design with practical engineering skills. The ePortfolio tag(s) on this course signify that there are one or more assignments offered in the course that provide students with the opportunity to be assessed for proficiency in completion of the relevant ePortfolio requirement(s).
Prerequisite(s):
Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter ASEN in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)
EN Foundational Abilities: Conceiving of and Realizing Projects ePortfolio (FA6eP)"
EN.530.123,Introduction to Mechanics I,3,"This course offers an in-depth study of the fundamental elements of classical mechanics, including particle and rigid body kinematics and kinetics, and work-energy and momentum principles. Part 1 of a year-long sequence.",FA2,"Engineering, Natural Sciences",,,,"EN.530.123.
Introduction to Mechanics I.
3 Credits.
This course offers an in-depth study of the fundamental elements of classical mechanics, including particle and rigid body kinematics and kinetics, and work-energy and momentum principles. Part 1 of a year-long sequence.
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.530.124,Introduction to Mechanics II,2,"This course offers an in-depth study of the fundamental elements of classical mechanics, statics, mechanics of materials, fluid mechanics, and thermodynamics. Part 2 of a year-long sequence. Restricted to Mechanical Engineering, Engineering Mechanics, Civil Engineering, Undecided Engineering Majors, or permission of instructor.",FA2,"Engineering, Natural Sciences",,,,"EN.530.124.
Introduction to Mechanics II.
2 Credits.
This course offers an in-depth study of the fundamental elements of classical mechanics, statics, mechanics of materials, fluid mechanics, and thermodynamics. Part 2 of a year-long sequence. Restricted to Mechanical Engineering, Engineering Mechanics, Civil Engineering, Undecided Engineering Majors, or permission of instructor.
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.530.202,Mechanical Engineering Dynamics,3,"Basic principles of classical mechanics applied to the motion of particles, system of particles and rigid bodies. Kinematics, analytical description of motion; rectilinear and curvilinear motions of particles; rigid body motion. Kinetics: force, mass, and acceleration; energy and momentum principles. Introduction to vibration. Prerequisite(s): Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter ASEN in the Search Box to access the proper course. Click here to access the Laboratory Safety Introductory Course ;( EN.530.201 OR EN.560.201 ) AND ( AS.171.101 OR AS.171.107 OR AS.171.105 OR ( (EN.530.103 OR EN.530.123 ) AND EN.530.104 ) ) AND ( AS.110.109 OR AS.110.107 ); grade of C- or higher required for EN.530.201 OR EN.560.201",FA2,Engineering,"EN.530.201, EN.560.201, AS.171.101, AS.171.107, AS.171.105, EN.530.103, EN.530.123, EN.530.104, AS.110.109, AS.110.107","Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter ASEN in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
;( EN.530.201 OR
EN.560.201
) AND (
AS.171.101
OR
AS.171.107
OR
AS.171.105
OR ( (EN.530.103 OR
EN.530.123
) AND EN.530.104 ) ) AND (
AS.110.109
OR
AS.110.107
); grade of C- or higher required for EN.530.201 OR
EN.560.201",,"EN.530.202.
Mechanical Engineering Dynamics.
3 Credits.
Basic principles of classical mechanics applied to the motion of particles, system of particles and rigid bodies. Kinematics, analytical description of motion; rectilinear and curvilinear motions of particles; rigid body motion. Kinetics: force, mass, and acceleration; energy and momentum principles. Introduction to vibration.
Prerequisite(s):
Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter ASEN in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
;( EN.530.201 OR
EN.560.201
) AND (
AS.171.101
OR
AS.171.107
OR
AS.171.105
OR ( (EN.530.103 OR
EN.530.123
) AND EN.530.104 ) ) AND (
AS.110.109
OR
AS.110.107
); grade of C- or higher required for EN.530.201 OR
EN.560.201
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.530.204,Manufacturing Engineering Theory,2,"An introduction to the grand spectrum of the manufacturing processes and technologies used to produce metal and nonmetal components. Topics include casting, forming and shaping, and the various processes for material removal including computer-controlled machining. Simple joining processes and surface preparation are discussed. Economic and production aspects are considered throughout. Students should have knowledge of engineering drawing software like SolidWorks, AutoCAD, or Pro-E.",FA2,Engineering,,,,"EN.530.204.
Manufacturing Engineering Theory.
2 Credits.
An introduction to the grand spectrum of the manufacturing processes and technologies used to produce metal and nonmetal components. Topics include casting, forming and shaping, and the various processes for material removal including computer-controlled machining. Simple joining processes and surface preparation are discussed. Economic and production aspects are considered throughout. Students should have knowledge of engineering drawing software like SolidWorks, AutoCAD, or Pro-E.
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.530.205,Manufacturing Engineering Laboratory,1,"This course is the laboratory that supports EN.530.204 Manufacturing Engineering Theory. While concurrent enrollment with EN.530.204 is suggested, it is not required. Prerequisite(s): Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter 458083 in the Search box to locate the appropriate module.; EN.530.204",,,EN.530.204,"Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter 458083 in the Search box to locate the appropriate module.;
EN.530.204",,"EN.530.205.
Manufacturing Engineering Laboratory.
1 Credit.
This course is the laboratory that supports
EN.530.204
Manufacturing Engineering Theory. While concurrent enrollment with
EN.530.204
is suggested, it is not required.
Prerequisite(s):
Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter 458083 in the Search box to locate the appropriate module.;
EN.530.204"
