course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
AS.100.103.01.SP24,Early Modern Europe & the Wider World,"Loiselle, Ken","Loiselle, Ken",2024 Spring,History,3.18,4.18,4.24
AS.100.103.01.SP25,Early Modern Europe & the Wider World,"Loiselle, Ken","Loiselle, Ken",2025 Spring,History,3.13,4.63,4.31
AS.100.104.02.FA24,"Modern Europe in a global context, 1789-Present","Hindmarch-Watson, Katherine","Hindmarch-Watson, Katherine",2024 Fall,History,3.15,4.62,4.15
AS.100.104.01.FA24,"Modern Europe in a global context, 1789-Present","Hindmarch-Watson, Katherine","Hindmarch-Watson, Katherine",2024 Fall,History,2.62,4.38,3.92
AS.100.104.03.FA25,"Modern Europe in a global context, 1789-Present","Hindmarch-Watson, Katherine","Hindmarch-Watson, Katherine",2025 Fall,History,2.60,4.73,4.27
AS.100.104.02.FA25,"Modern Europe in a global context, 1789-Present","Hindmarch-Watson, Katherine","Hindmarch-Watson, Katherine",2025 Fall,History,3.00,4.55,4.36
AS.100.104.01.FA25,"Modern Europe in a global context, 1789-Present","Hindmarch-Watson, Katherine","Hindmarch-Watson, Katherine",2025 Fall,History,2.67,4.08,3.75
AS.100.106.02.FA25,History of the Global Cold War,"Schrader, Stuart","Schrader, Stuart",2025 Fall,History,3.12,4.35,4.56
AS.100.106.01.FA25,History of the Global Cold War,"Schrader, Stuart","Schrader, Stuart",2025 Fall,History,3.06,4.13,4.25
AS.100.115.02.FA24,Modern Latin America,"Lurtz, Casey","Lurtz, Casey",2024 Fall,History,3.00,4.70,4.33
AS.100.115.01.FA24,Modern Latin America,"Lurtz, Casey","Lurtz, Casey",2024 Fall,History,2.79,4.43,4.43
AS.100.117.01.SP24,Introduction to Native North America,"Grindon, Blake","Grindon, Blake",2024 Spring,History,3.16,4.26,3.95
AS.100.118.03.FA25,Introduction to the Middle East,"Noor, Rao","Noor, Rao",2025 Fall,History,3.80,2.80,4.00
AS.100.118.01.FA25,Introduction to the Middle East,"Noor, Rao","Noor, Rao",2025 Fall,History,4.11,3.56,3.89
AS.100.119.01.FA24,Introduction to U.S. Immigration History and Law,"Lim, Julian","Lim, Julian",2024 Fall,History,3.15,4.77,4.62
AS.100.125.01.FA25,The History of Gender and Sexuality on the Internet,"Gill Peterson, Jules","Gill Peterson, Jules",2025 Fall,History,2.55,4.64,4.36
AS.100.129.01.SP25,Introduction to Modern Jewish History,"Loeffler, James","Loeffler, James",2025 Spring,History,2.43,5.00,4.57
AS.100.129.02.SP25,Introduction to Modern Jewish History,"Loeffler, James","Loeffler, James",2025 Spring,History,3.20,4.20,4.00
AS.100.144.01.FA25,"Shopaholics: Consumer Revolution and the Material World, 1600-1850","Katz, Anna","Katz, Anna",2025 Fall,History,3.00,4.13,3.94
AS.100.170.02.SP25,Chinese Cultural Revolution,"Meyer-Fong, Tobie","Meyer-Fong, Tobie",2025 Spring,History,3.13,4.75,4.56
AS.100.170.01.SP25,Chinese Cultural Revolution,"Meyer-Fong, Tobie","Meyer-Fong, Tobie",2025 Spring,History,3.20,4.80,4.33
AS.100.203.01.SP25,The American Revolution in History and Memory,"Grindon, Blake","Grindon, Blake",2025 Spring,History,3.43,4.57,4.29
AS.100.203.02.SP25,The American Revolution in History and Memory,"Grindon, Blake","Grindon, Blake",2025 Spring,History,3.50,3.67,3.89
AS.100.220.01.SP25,"""Bad Feminism"": Exclusion and Essentialism","Klassen, Magdalene","Klassen, Magdalene",2025 Spring,History,3.18,3.88,3.82
AS.100.226.01.FA25,Antisemitism in Historical Perspective,"Loeffler, James","Loeffler, James",2025 Fall,History,3.55,4.91,4.82
