course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
EN.520.123.01.SP24,Computational Modeling for Electrical and Computer Engineering,"Dehak, Najim","Dehak, Najim",2024 Spring,Electrical and Computer Engineering,2.89,1.81,3.12
EN.520.123.01.SP24,Computational Modeling for Electrical and Computer Engineering,"Thebaud, Thomas","Thebaud, Thomas",2024 Spring,Electrical and Computer Engineering,2.89,3.17,3.12
EN.520.123.03.SP24,Computational Modeling for Electrical and Computer Engineering,"Dehak, Najim","Dehak, Najim",2024 Spring,Electrical and Computer Engineering,3.08,2.22,2.92
EN.520.123.03.SP24,Computational Modeling for Electrical and Computer Engineering,"Thebaud, Thomas","Thebaud, Thomas",2024 Spring,Electrical and Computer Engineering,3.08,3.33,2.92
EN.520.123.02.SP24,Computational Modeling for Electrical and Computer Engineering,"Dehak, Najim","Dehak, Najim",2024 Spring,Electrical and Computer Engineering,3.16,2.18,3.16
EN.520.123.02.SP24,Computational Modeling for Electrical and Computer Engineering,"Thebaud, Thomas","Thebaud, Thomas",2024 Spring,Electrical and Computer Engineering,3.16,3.16,3.16
EN.520.137.03.SP25,First Year ECE Design,"Buccafusca, Lucas","Buccafusca, Lucas",2025 Spring,Electrical and Computer Engineering,3.83,4.21,4.04
EN.520.137.02.SP25,First Year ECE Design,"Buccafusca, Lucas","Buccafusca, Lucas",2025 Spring,Electrical and Computer Engineering,3.56,4.06,4.33
EN.520.137.01.SP25,First Year ECE Design,"Buccafusca, Lucas","Buccafusca, Lucas",2025 Spring,Electrical and Computer Engineering,3.32,4.43,4.35
EN.520.142.01.SP24,Digital Systems Fundamentals,"Buccafusca, Lucas","Buccafusca, Lucas",2024 Spring,Electrical and Computer Engineering,3.19,4.73,4.17
EN.520.142.01.SP25,Digital Systems Fundamentals,"Buccafusca, Lucas","Buccafusca, Lucas",2025 Spring,Electrical and Computer Engineering,3.51,4.45,4.24
EN.520.150.01.SP24,"Light, Image and Vision","Kang, Jin","Kang, Jin",2024 Spring,Electrical and Computer Engineering,2.00,4.80,4.20
EN.520.150.01.SP25,"Light, Image and Vision","Kang, Jin","Kang, Jin",2025 Spring,Electrical and Computer Engineering,2.10,4.30,3.60
EN.520.214.02.SP24,Signals & Systems,"Elhilali, Mounya","Elhilali, Mounya",2024 Spring,Electrical and Computer Engineering,4.00,3.53,4.62
EN.520.214.01.SP24,Signals & Systems,"Elhilali, Mounya","Elhilali, Mounya",2024 Spring,Electrical and Computer Engineering,3.73,3.71,4.35
EN.520.214.03.SP25,Signals & Systems,"Elhilali, Mounya","Elhilali, Mounya",2025 Spring,Electrical and Computer Engineering,4.00,3.85,4.30
EN.520.214.02.SP25,Signals & Systems,"Elhilali, Mounya","Elhilali, Mounya",2025 Spring,Electrical and Computer Engineering,3.43,4.36,4.43
EN.520.214.01.SP25,Signals & Systems,"Elhilali, Mounya","Elhilali, Mounya",2025 Spring,Electrical and Computer Engineering,4.00,3.50,4.05
EN.520.214.01.FA25,Signals and Systems,"Weinert, Howard","Weinert, Howard",2025 Fall,Electrical and Computer Engineering,2.76,4.41,4.65
EN.520.216.01.SP24,Introduction To VLSI,"Etienne Cummings, Ralph","Etienne Cummings, Ralph",2024 Spring,Electrical and Computer Engineering,4.14,3.20,4.47
EN.520.216.01.SP25,Introduction To VLSI,"Etienne Cummings, Ralph","Etienne Cummings, Ralph",2025 Spring,Electrical and Computer Engineering,3.73,3.48,4.09
EN.520.219.02.FA24,Introduction to Electromagnetics,"Foster, Mark","Foster, Mark",2024 Fall,Electrical and Computer Engineering,2.88,3.50,3.67
EN.520.219.01.FA24,Introduction to Electromagnetics,"Foster, Mark","Foster, Mark",2024 Fall,Electrical and Computer Engineering,2.48,4.11,3.96
EN.520.219.01.FA25,Introduction to Electromagnetics,"Foster, Amy","Foster, Amy",2025 Fall,Electrical and Computer Engineering,2.88,2.77,3.76
EN.520.220.01.SP24,Electromagnetic Waves,"Foster, Mark","Foster, Mark",2024 Spring,Electrical and Computer Engineering,2.60,4.40,4.60
EN.520.220.01.SP25,Electromagnetic Waves,"Foster, Mark","Foster, Mark",2025 Spring,Electrical and Computer Engineering,2.86,4.08,4.38
EN.520.225.01.FA24,Advanced Digital Systems,"Mendat, Daniel","Mendat, Daniel",2024 Fall,Electrical and Computer Engineering,2.67,4.00,4.09
EN.520.225.01.FA25,Advanced Digital Systems,"Mendat, Daniel","Mendat, Daniel",2025 Fall,Electrical and Computer Engineering,2.44,4.33,4.00
EN.520.230.03.FA24,Mastering Electronics,"Ramesh,  Sathappan","Ramesh,  Sathappan",2024 Fall,Electrical and Computer Engineering,3.80,3.50,3.81
EN.520.230.03.FA24,Mastering Electronics,"Buccafusca,  Lucas","Buccafusca,  Lucas",2024 Fall,Electrical and Computer Engineering,3.80,4.50,3.81
EN.520.230.02.FA24,Mastering Electronics,"Ramesh,  Sathappan","Ramesh,  Sathappan",2024 Fall,Electrical and Computer Engineering,3.56,3.46,4.20
EN.520.230.02.FA24,Mastering Electronics,"Buccafusca,  Lucas","Buccafusca,  Lucas",2024 Fall,Electrical and Computer Engineering,3.56,4.53,4.20
EN.520.230.01.FA24,Mastering Electronics,"Ramesh,  Sathappan","Ramesh,  Sathappan",2024 Fall,Electrical and Computer Engineering,4.00,3.92,4.67
EN.520.230.01.FA24,Mastering Electronics,"Buccafusca,  Lucas","Buccafusca,  Lucas",2024 Fall,Electrical and Computer Engineering,4.00,4.38,4.67
EN.520.230.04.FA24,Mastering Electronics,"Ramesh,  Sathappan","Ramesh,  Sathappan",2024 Fall,Electrical and Computer Engineering,4.33,3.70,4.25
EN.520.230.04.FA24,Mastering Electronics,"Buccafusca,  Lucas","Buccafusca,  Lucas",2024 Fall,Electrical and Computer Engineering,4.33,4.75,4.25
EN.520.230.01.FA25,Mastering Electronics,"Ramesh, Sathappan","Ramesh, Sathappan",2025 Fall,Electrical and Computer Engineering,4.08,3.23,4.34
EN.520.230.01.FA25,Mastering Electronics,"Buccafusca, Lucas","Buccafusca, Lucas",2025 Fall,Electrical and Computer Engineering,4.08,4.31,4.34
EN.520.231.03.FA24,Mastering Electronics Laboratory,"Ramesh,  Sathappan","Ramesh,  Sathappan",2024 Fall,Electrical and Computer Engineering,3.56,3.50,3.70
EN.520.231.04.FA24,Mastering Electronics Laboratory,"Ramesh,  Sathappan","Ramesh,  Sathappan",2024 Fall,Electrical and Computer Engineering,3.29,4.12,3.76
