code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
EN.510.106,Foundations of Materials Science & Engineering,3,"Basic principles of materials science and engineering and how they apply to the behavior of materials in the solid state. The relationship between electronic structure, chemical bonding, and crystal structure is developed. Attention is given to characterization of atomic and molecular arrangements in crystalline and amorphous solids: metals, ceramics, semiconductors and polymers (including proteins). The processing and synthesis of these different categories of materials. Basics about the phase diagrams of alloys and mass transport in phase transformations. Introduction to materials behavior including their mechanical, chemical, electronic, magnetic, optical and biological properties.",,"Engineering, Natural Sciences",,,,"EN.510.106.
Foundations of Materials Science & Engineering.
3 Credits.
Basic principles of materials science and engineering and how they apply to the behavior of materials in the solid state. The relationship between electronic structure, chemical bonding, and crystal structure is developed. Attention is given to characterization of atomic and molecular arrangements in crystalline and amorphous solids: metals, ceramics, semiconductors and polymers (including proteins). The processing and synthesis of these different categories of materials. Basics about the phase diagrams of alloys and mass transport in phase transformations. Introduction to materials behavior including their mechanical, chemical, electronic, magnetic, optical and biological properties.
Distribution Area: Engineering, Natural Sciences"
EN.510.121,Mitral Valve Design Team II,3,This is course is the second half of a two course sequences for students working on the Mitral Valve Design Team. The team will meet 150 minutes per week at a time designated by the instructor.,,,,,,"EN.510.121.
Mitral Valve Design Team II.
3 Credits.
This is course is the second half of a two course sequences for students working on the Mitral Valve Design Team. The team will meet 150 minutes per week at a time designated by the instructor."
EN.510.135,MSE Design Team I,3,"This course is the first half of a two-semester course sequence for freshmen majoring or double majoring in materials science and engineering (MSE). This course provides a broad exposure to various aspects of planning and conducting independent research in a team setting (3 to 6 students on each team). In this course, MSE freshmen working with a team leader and seniors on the team, apply their general knowledge in MSE to develop the solution to open-ended problems. Materials Science & Engineering Freshman Only. Recommended Course Background: EN.510.106 , EN.510.109, or equivalent courses. *The team will meet 150 minutes per week at a time to be designated by the instructor.",,"Engineering, Natural Sciences",,,,"EN.510.135.
MSE Design Team I.
3 Credits.
This course is the first half of a two-semester course sequence for freshmen majoring or double majoring in materials science and engineering (MSE). This course provides a broad exposure to various aspects of planning and conducting independent research in a team setting (3 to 6 students on each team). In this course, MSE freshmen working with a team leader and seniors on the team, apply their general knowledge in MSE to develop the solution to open-ended problems. Materials Science & Engineering Freshman Only. Recommended Course Background:
EN.510.106
, EN.510.109, or equivalent courses. *The team will meet 150 minutes per week at a time to be designated by the instructor.
Distribution Area: Engineering, Natural Sciences"
EN.510.136,MSE Design Team II,3,"This course is the second half of a two-semester course sequence for freshmen majoring or double majoring in materials science and engineering (MSE). This course provides a broad exposure to various aspects of planning and conducting independent research in a team setting (3 to 6 students on each team). In this course, MSE freshmen working with a team leader and seniors on the team, apply their general knowledge in MSE to develop the solution to open-ended problems. Materials Science & Engineering Freshman Only. Recommended Course Background: EN.510.106 , EN.510.109, or equivalent courses. *The team will meet 150 minutes per week at a time to be designated by the instructor.",,"Engineering, Natural Sciences",,,,"EN.510.136.
MSE Design Team II.
3 Credits.
This course is the second half of a two-semester course sequence for freshmen majoring or double majoring in materials science and engineering (MSE). This course provides a broad exposure to various aspects of planning and conducting independent research in a team setting (3 to 6 students on each team). In this course, MSE freshmen working with a team leader and seniors on the team, apply their general knowledge in MSE to develop the solution to open-ended problems. Materials Science & Engineering Freshman Only. Recommended Course Background:
EN.510.106
, EN.510.109, or equivalent courses. *The team will meet 150 minutes per week at a time to be designated by the instructor.
Distribution Area: Engineering, Natural Sciences"
EN.510.221,Mitral Valve Design Team II,3,This is course is the second half of a two course sequences for students working on the Mitral Valve Design Team. The team will meet 150 minutes per week at a time designated by the instructor.,,,,,,"EN.510.221.
Mitral Valve Design Team II.
3 Credits.
This is course is the second half of a two course sequences for students working on the Mitral Valve Design Team. The team will meet 150 minutes per week at a time designated by the instructor."
EN.510.235,MSE Design Team I,3,"This course is the first half of a two-semester course sequence for sophomores majoring or double majoring in materials science and engineering (MSE). This course provides a broad exposure to various aspects of planning and conducting independent research in a team setting (3 to 6 students on each team). In this course, MSE freshmen working with a team leader and seniors on the team, apply their general knowledge in MSE to develop the solution to open-ended problems. Materials Science & Engineering Sophomores Only. Recommended Course Background: EN.510.106 , EN.510.109, or equivalent courses. *The team will meet 150 minutes per week at a time to be designated by the instructor.",,,,,Materials Science & Engineering Sophomores Only.,"EN.510.235.
MSE Design Team I.
3 Credits.
This course is the first half of a two-semester course sequence for sophomores majoring or double majoring in materials science and engineering (MSE). This course provides a broad exposure to various aspects of planning and conducting independent research in a team setting (3 to 6 students on each team). In this course, MSE freshmen working with a team leader and seniors on the team, apply their general knowledge in MSE to develop the solution to open-ended problems. Materials Science & Engineering Sophomores Only. Recommended Course Background:
EN.510.106
, EN.510.109, or equivalent courses. *The team will meet 150 minutes per week at a time to be designated by the instructor."
EN.510.236,Design Team II,3,"This course is the second half of a two-semester course sequence for sophomores majoring or double majoring in materials science and engineering (MSE). This course provides a broad exposure to various aspects of planning and conducting independent research in a team setting (3 to 6 students on each team). In this course, MSE freshmen working with a team leader and seniors on the team, apply their general knowledge in MSE to develop the solution to open-ended problems. Materials Science & Engineering Sophomores Only. Recommended Course Background: EN.510.106 , EN.510.109, or equivalent courses. *The team will meet 150 minutes per week at a time to be designated by the instructor.",,"Engineering, Natural Sciences",,,Materials Science & Engineering Sophomores Only.,"EN.510.236.
Design Team II.
3 Credits.
This course is the second half of a two-semester course sequence for sophomores majoring or double majoring in materials science and engineering (MSE). This course provides a broad exposure to various aspects of planning and conducting independent research in a team setting (3 to 6 students on each team). In this course, MSE freshmen working with a team leader and seniors on the team, apply their general knowledge in MSE to develop the solution to open-ended problems. Materials Science & Engineering Sophomores Only. Recommended Course Background:
EN.510.106
, EN.510.109, or equivalent courses. *The team will meet 150 minutes per week at a time to be designated by the instructor.
Distribution Area: Engineering, Natural Sciences"
EN.510.311,Structure Of Materials,3,"First of the Introduction to Materials Science series, this course seeks to develop an understanding of the structure of materials starting at the atomic scale and building up to macroscopic structures. Topics include bonding, crystal structures, crystalline defects, symmetry and crystallography, microstructure, liquids and amorphous solids, diffraction, molecular solids and polymers, liquid crystals, amphiphilic materials, and colloids. This course contains computational modules; some prior knowledge of computer programming is needed. Prerequisite(s): (( AS.110.106 AND AS.110.107 ) OR ( AS.110.108 AND AS.110.109 ) OR ( AS.110.107 AND AS.110.108 ) OR ( AS.110.106 OR AS.110.109 )) AND ( AS.030.103 OR( AS.030.101 AND AS.030.102 )) AND (( AS.171.101 OR AS.171.103 OR AS.171.107 ) AND ( AS.171.102 OR AS.171.104 OR AS.171.108 )); EN.500.113",FA2,"Engineering, Natural Sciences","AS.110.106, AS.110.107, AS.110.108, AS.110.109, AS.030.103, AS.030.101, AS.030.102, AS.171.101, AS.171.103, AS.171.107, AS.171.102, AS.171.104, AS.171.108, EN.500.113","((
AS.110.106
AND
AS.110.107
) OR (
AS.110.108
AND
AS.110.109
) OR (
AS.110.107
AND
AS.110.108
) OR (
AS.110.106
OR
AS.110.109
)) AND (
AS.030.103
OR(
AS.030.101
AND
AS.030.102
)) AND ((
AS.171.101
OR
AS.171.103
OR
AS.171.107
) AND (
AS.171.102
OR
AS.171.104
OR
AS.171.108
));
EN.500.113",,"EN.510.311.
Structure Of Materials.
3 Credits.
First of the Introduction to Materials Science series, this course seeks to develop an understanding of the structure of materials starting at the atomic scale and building up to macroscopic structures. Topics include bonding, crystal structures, crystalline defects, symmetry and crystallography, microstructure, liquids and amorphous solids, diffraction, molecular solids and polymers, liquid crystals, amphiphilic materials, and colloids. This course contains computational modules; some prior knowledge of computer programming is needed.
Prerequisite(s):
((
AS.110.106
AND
AS.110.107
) OR (
AS.110.108
AND
AS.110.109
) OR (
AS.110.107
AND
AS.110.108
) OR (
AS.110.106
OR
AS.110.109
)) AND (
AS.030.103
OR(
AS.030.101
AND
AS.030.102
)) AND ((
AS.171.101
OR
AS.171.103
OR
AS.171.107
) AND (
AS.171.102
OR
AS.171.104
OR
AS.171.108
));
EN.500.113
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.510.312,Thermodynamics/Materials,3,"Second of the Introduction to Materials Science series, this course examines the principles of thermodynamics as they apply to materials. Topics include fundamental principles of thermodynamics, equilibrium in homogeneous and heterogeneous systems, thermodynamics of multicomponent systems, phase diagrams, thermodynamics of defects, and elementary statistical thermodynamics. This course contains computational modules; some prior knowledge of computer programming is needed. Prerequisite(s): EN.510.311 AND EN.500.113",FA2,"Engineering, Natural Sciences","EN.510.311, EN.500.113","EN.510.311
AND
EN.500.113",,"EN.510.312.
Thermodynamics/Materials.
3 Credits.
Second of the Introduction to Materials Science series, this course examines the principles of thermodynamics as they apply to materials. Topics include fundamental principles of thermodynamics, equilibrium in homogeneous and heterogeneous systems, thermodynamics of multicomponent systems, phase diagrams, thermodynamics of defects, and elementary statistical thermodynamics. This course contains computational modules; some prior knowledge of computer programming is needed.
Prerequisite(s):
EN.510.311
AND
EN.500.113
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.510.313,Mechanical Properties of Materials,3,"An introduction to the properties and behavior of materials subjected to mechanical forces and deformation. Topics include the influence of composition and microstructure on the stiffness, strength, and toughness of materials. Particular emphasis is placed on fundamental mechanisms of deformation and fracture in the basic classes of materials (metals, ceramics, and polymers) as well as more complex materials (composites and biomaterials). Prerequisite(s): EN.500.113 AND EN.510.312 ; EN.510.311 can be taken prior to enrolling in or at the same time as EN.510.313 .",FA2,"Engineering, Natural Sciences","EN.500.113, EN.510.312, EN.510.311, EN.510.313","EN.500.113
AND
EN.510.312
;
EN.510.311
can be taken prior to enrolling in or at the same time as
EN.510.313
.",,"EN.510.313.
Mechanical Properties of Materials.
3 Credits.
An introduction to the properties and behavior of materials subjected to mechanical forces and deformation. Topics include the influence of composition and microstructure on the stiffness, strength, and toughness of materials. Particular emphasis is placed on fundamental mechanisms of deformation and fracture in the basic classes of materials (metals, ceramics, and polymers) as well as more complex materials (composites and biomaterials).
Prerequisite(s):
EN.500.113
AND
EN.510.312
;
EN.510.311
can be taken prior to enrolling in or at the same time as
EN.510.313
.
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
