course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
EN.553.101.01.FA24,Freshman Experience in Applied Mathematics & Statistics,"Naiman, Dan","Naiman, Dan",2024 Fall,Applied Mathematics and Statistics,1.25,4.80,4.60
EN.553.111.01.SP24,Statistical Analysis I,"Titi, Aseel","Titi, Aseel",2024 Spring,Applied Mathematics and Statistics,3.06,4.00,3.94
EN.553.111.02.SP24,Statistical Analysis I,"Titi, Aseel","Titi, Aseel",2024 Spring,Applied Mathematics and Statistics,3.10,4.50,4.50
EN.553.111.02.FA24,Statistical Analysis I,"Vandecasteele, Hannes","Vandecasteele, Hannes",2024 Fall,Applied Mathematics and Statistics,2.94,4.47,4.12
EN.553.111.01.FA24,Statistical Analysis I,"Vandecasteele, Hannes","Vandecasteele, Hannes",2024 Fall,Applied Mathematics and Statistics,3.18,4.27,4.18
EN.553.111.02.SP25,Statistical Analysis I,"Vandecasteele, Hannes","Vandecasteele, Hannes",2025 Spring,Applied Mathematics and Statistics,2.88,4.44,4.31
EN.553.111.01.SP25,Statistical Analysis I,"Vandecasteele, Hannes","Vandecasteele, Hannes",2025 Spring,Applied Mathematics and Statistics,3.21,3.67,3.92
EN.553.111.01.FA25,Statistical Analysis I,"Acharyya, Aranyak","Acharyya, Aranyak",2025 Fall,Applied Mathematics and Statistics,2.67,3.00,2.80
EN.553.111.02.FA25,Statistical Analysis I,"Acharyya, Aranyak","Acharyya, Aranyak",2025 Fall,Applied Mathematics and Statistics,2.83,4.00,3.83
EN.553.171.03.SP24,Discrete Mathematics,"Khalife, Sammy","Khalife, Sammy",2024 Spring,Applied Mathematics and Statistics,2.92,4.17,4.31
EN.553.171.01.SP24,Discrete Mathematics,"Khalife, Sammy","Khalife, Sammy",2024 Spring,Applied Mathematics and Statistics,2.88,4.13,3.75
EN.553.171.02.SP24,Discrete Mathematics,"Khalife, Sammy","Khalife, Sammy",2024 Spring,Applied Mathematics and Statistics,3.18,4.05,4.27
EN.553.171.02.FA24,Discrete Mathematics,"Nakade, Apurva","Nakade, Apurva",2024 Fall,Applied Mathematics and Statistics,3.86,3.71,4.43
EN.553.171.01.FA24,Discrete Mathematics,"Nakade, Apurva","Nakade, Apurva",2024 Fall,Applied Mathematics and Statistics,3.42,4.42,4.25
EN.553.171.03.FA24,Discrete Mathematics,"Nakade, Apurva","Nakade, Apurva",2024 Fall,Applied Mathematics and Statistics,4.00,4.58,4.42
EN.553.171.02.SP25,Discrete Mathematics,"Nakade, Apurva","Nakade, Apurva",2025 Spring,Applied Mathematics and Statistics,3.56,4.44,4.38
EN.553.171.01.SP25,Discrete Mathematics,"Nakade, Apurva","Nakade, Apurva",2025 Spring,Applied Mathematics and Statistics,3.13,4.75,3.63
EN.553.171.02.FA25,Discrete Mathematics,"Nakade, Apurva","Nakade, Apurva",2025 Fall,Applied Mathematics and Statistics,3.76,4.48,4.38
EN.553.171.01.FA25,Discrete Mathematics,"Nakade, Apurva","Nakade, Apurva",2025 Fall,Applied Mathematics and Statistics,3.48,4.48,4.30
EN.553.172.01.FA24,Honors Discrete Mathematics,"Hong, Su Ji","Hong, Su Ji",2024 Fall,Applied Mathematics and Statistics,3.46,4.31,4.15
EN.553.172.02.FA24,Honors Discrete Mathematics,"Hong, Su Ji","Hong, Su Ji",2024 Fall,Applied Mathematics and Statistics,3.50,4.77,4.55
EN.553.172.01.SP25,Honors Discrete Mathematics,"Hong, Su Ji","Hong, Su Ji",2025 Spring,Applied Mathematics and Statistics,2.86,4.57,4.00
EN.553.172.01.FA25,Honors Discrete Mathematics,"Gnang, DrG","Gnang, DrG",2025 Fall,Applied Mathematics and Statistics,4.18,4.11,4.50
EN.553.172.02.FA25,Honors Discrete Mathematics,"Hong, Su Ji","Hong, Su Ji",2025 Fall,Applied Mathematics and Statistics,3.72,4.44,4.50
EN.553.211.05.SP24,Probability and Statistics for the Life Sciences,"O'Hare, Kaiying","O'Hare, Kaiying",2024 Spring,Applied Mathematics and Statistics,3.13,3.13,3.86
EN.553.211.02.SP24,Probability and Statistics for the Life Sciences,"Jones, Taylor","Jones, Taylor",2024 Spring,Applied Mathematics and Statistics,3.71,3.64,3.64
EN.553.211.03.SP24,Probability and Statistics for the Life Sciences,"Zheng, Runbing","Zheng, Runbing",2024 Spring,Applied Mathematics and Statistics,3.63,3.30,4.00
EN.553.211.08.SP24,Probability and Statistics for the Life Sciences,"Jones, Taylor","Jones, Taylor",2024 Spring,Applied Mathematics and Statistics,3.61,4.00,4.26
EN.553.211.07.SP24,Probability and Statistics for the Life Sciences,"Jones, Taylor","Jones, Taylor",2024 Spring,Applied Mathematics and Statistics,3.84,4.35,4.50
EN.553.211.01.SP24,Probability and Statistics for the Life Sciences,"Jones, Taylor","Jones, Taylor",2024 Spring,Applied Mathematics and Statistics,3.28,3.76,3.80
EN.553.211.06.SP24,Probability and Statistics for the Life Sciences,"O'Hare, Kaiying","O'Hare, Kaiying",2024 Spring,Applied Mathematics and Statistics,3.56,3.37,4.10
EN.553.211.04.SP24,Probability and Statistics for the Life Sciences,"Zheng, Runbing","Zheng, Runbing",2024 Spring,Applied Mathematics and Statistics,3.23,3.08,4.08
EN.553.211.08.FA24,Probability and Statistics for the Life Sciences,"Zheng,  Runbing","Zheng,  Runbing",2024 Fall,Applied Mathematics and Statistics,3.59,3.00,4.00
EN.553.211.07.FA24,Probability and Statistics for the Life Sciences,"Zheng,  Runbing","Zheng,  Runbing",2024 Fall,Applied Mathematics and Statistics,3.55,2.91,3.73
EN.553.211.05.FA24,Probability and Statistics for the Life Sciences,"Zheng,  Runbing","Zheng,  Runbing",2024 Fall,Applied Mathematics and Statistics,3.56,2.78,4.00
EN.553.211.03.FA24,Probability and Statistics for the Life Sciences,"Zheng,  Runbing","Zheng,  Runbing",2024 Fall,Applied Mathematics and Statistics,3.60,3.00,4.20
EN.553.211.03.FA24,Probability and Statistics for the Life Sciences,"Jones, Taylor","Jones, Taylor",2024 Fall,Applied Mathematics and Statistics,3.60,3.75,4.20
EN.553.211.01.FA24,Probability and Statistics for the Life Sciences,"Zheng,  Runbing","Zheng,  Runbing",2024 Fall,Applied Mathematics and Statistics,3.75,4.25,4.25
EN.553.211.01.FA24,Probability and Statistics for the Life Sciences,"Jones, Taylor","Jones, Taylor",2024 Fall,Applied Mathematics and Statistics,3.75,3.95,4.25
EN.553.211.04.FA24,Probability and Statistics for the Life Sciences,"Zheng,  Runbing","Zheng,  Runbing",2024 Fall,Applied Mathematics and Statistics,3.52,1.00,4.25
EN.553.211.04.FA24,Probability and Statistics for the Life Sciences,"Jones, Taylor","Jones, Taylor",2024 Fall,Applied Mathematics and Statistics,3.52,3.67,4.25
EN.553.211.06.FA24,Probability and Statistics for the Life Sciences,"Zheng,  Runbing","Zheng,  Runbing",2024 Fall,Applied Mathematics and Statistics,3.61,2.91,3.95
EN.553.211.02.FA24,Probability and Statistics for the Life Sciences,"Zheng,  Runbing","Zheng,  Runbing",2024 Fall,Applied Mathematics and Statistics,3.55,4.14,3.95
EN.553.211.02.FA24,Probability and Statistics for the Life Sciences,"Jones, Taylor","Jones, Taylor",2024 Fall,Applied Mathematics and Statistics,3.55,4.13,3.95
EN.553.211.07.SP25,Probability and Statistics for the Life Sciences,"Zheng, Runbing","Zheng, Runbing",2025 Spring,Applied Mathematics and Statistics,3.73,3.91,4.18
EN.553.211.03.SP25,Probability and Statistics for the Life Sciences,"Acharyya, Aranyak","Acharyya, Aranyak",2025 Spring,Applied Mathematics and Statistics,3.57,2.36,3.64
EN.553.211.05.SP25,Probability and Statistics for the Life Sciences,"Acharyya, Aranyak","Acharyya, Aranyak",2025 Spring,Applied Mathematics and Statistics,3.77,2.35,4.13
EN.553.211.01.SP25,Probability and Statistics for the Life Sciences,"Jones, Taylor","Jones, Taylor",2025 Spring,Applied Mathematics and Statistics,3.55,3.38,3.68
EN.553.211.02.SP25,Probability and Statistics for the Life Sciences,"Jones, Taylor","Jones, Taylor",2025 Spring,Applied Mathematics and Statistics,3.68,4.00,4.00
EN.553.211.04.SP25,Probability and Statistics for the Life Sciences,"Acharyya, Aranyak","Acharyya, Aranyak",2025 Spring,Applied Mathematics and Statistics,3.60,2.11,3.70
EN.553.211.06.SP25,Probability and Statistics for the Life Sciences,"Acharyya, Aranyak","Acharyya, Aranyak",2025 Spring,Applied Mathematics and Statistics,3.50,2.46,3.65
EN.553.211.08.SP25,Probability and Statistics for the Life Sciences,"Zheng, Runbing","Zheng, Runbing",2025 Spring,Applied Mathematics and Statistics,3.86,3.14,3.29
EN.553.211.08.FA25,Probability and Statistics for the Life Sciences,"Zheng, Runbing","Zheng, Runbing",2025 Fall,Applied Mathematics and Statistics,3.50,3.53,4.24
EN.553.211.07.FA25,Probability and Statistics for the Life Sciences,"Zheng, Runbing","Zheng, Runbing",2025 Fall,Applied Mathematics and Statistics,3.35,3.31,4.13
