code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
EN.575.601,Fluid Mechanics,3,"This course introduces the principles of continuity, momentum, and energy applied to fluid motion. Topics include fluid properties, cavitation and phase changes, hydrostatics, applications of Reynold Transport Equation to control volume analyses, laminar and turbulent flow, viscous boundary layers, form and surface resistance with applications to flow in conduits and channels, pumps, and turbines.  This course requires a team project evaluating the design and operational parameters for fluid systems under safety and environmental constraints.",,,,,,"EN.575.601.
Fluid Mechanics.
3 Credits.
This course introduces the principles of continuity, momentum, and energy applied to fluid motion. Topics include fluid properties, cavitation and phase changes, hydrostatics, applications of Reynold Transport Equation to control volume analyses, laminar and turbulent flow, viscous boundary layers, form and surface resistance with applications to flow in conduits and channels, pumps, and turbines.  This course requires a team project evaluating the design and operational parameters for fluid systems under safety and environmental constraints."
EN.575.615,Ecology,3,"The course examines an introduction to the organization of individual organisms into populations, communities, and ecosystems and interactions between organisms, humans, and the environment. Topics include causation and prediction in ecology; evolution and natural selection; populations and competition; biodiversity, extinction, and conservation; the impact of forest fragmentation and deforestation on diversity, erosion and sedimentation; wetland ecology and restoration; succession, stability, and disturbance; eutrophication and the Chesapeake Bay; island biogeography; and global climate change. An independent project will be required regarding a field site visited by the student; the student will examine an ecological, conservation, or restoration event or issue about that site.",,,,,,"EN.575.615.
Ecology.
3 Credits.
The course examines an introduction to the organization of individual organisms into populations, communities, and ecosystems and interactions between organisms, humans, and the environment. Topics include causation and prediction in ecology; evolution and natural selection; populations and competition; biodiversity, extinction, and conservation; the impact of forest fragmentation and deforestation on diversity, erosion and sedimentation; wetland ecology and restoration; succession, stability, and disturbance; eutrophication and the Chesapeake Bay; island biogeography; and global climate change. An independent project will be required regarding a field site visited by the student; the student will examine an ecological, conservation, or restoration event or issue about that site."
EN.575.619,"Principles of Toxicology, Risk Assessment & Management",3,"Risk assessment and risk management have become central tools in continued efforts to improve public safety and the environment within the limited resources available. This course introduces the basic concepts of environmental risk assessment, relative risk analysis, and risk perception, including identifying and quantifying human health impacts and evaluating ecological risk. The course describes legislative and regulatory initiatives that are attempting to base decisions on risk assessment, along with the controversy that surrounds such approaches. It also addresses specific federal requirements for risk analysis by industry. The course discusses the realities of using risk assessments in risk management decisions, including the need to balance costs and benefits of risk reduction, issues of environmental equity, accounting for the uncertainties in risk estimates, effective risk communication, and acceptable risk.",,,,,,"EN.575.619.
Principles of Toxicology, Risk Assessment & Management.
3 Credits.
Risk assessment and risk management have become central tools in continued efforts to improve public safety and the environment within the limited resources available. This course introduces the basic concepts of environmental risk assessment, relative risk analysis, and risk perception, including identifying and quantifying human health impacts and evaluating ecological risk. The course describes legislative and regulatory initiatives that are attempting to base decisions on risk assessment, along with the controversy that surrounds such approaches. It also addresses specific federal requirements for risk analysis by industry. The course discusses the realities of using risk assessments in risk management decisions, including the need to balance costs and benefits of risk reduction, issues of environmental equity, accounting for the uncertainties in risk estimates, effective risk communication, and acceptable risk."
EN.575.626,Hydrogeology,3,"This course is an introduction to groundwater, geology, and to the interactions with contaminant transport between the two. It provides a basic understanding of geologic concepts and processes, focusing on understanding the formation and characteristics of water-bearing formations. The course also addresses the theory of groundwater flow, the hydrology of aquifers, well hydraulics, groundwater resource evaluation, and contaminant fate and transport in groundwater. The relationship between the geologic concepts/processes and the groundwater resource are discussed. Examples include a discussion of the influence of the geologic environment on the availability and movement of groundwater and on the fate and transport of groundwater contaminants. Geotechnical engineering problems associated with groundwater issues are also covered.Prerequisites: Calculus I, Calculus II, Ordinary Differential Equations.",,,,,,"EN.575.626.
Hydrogeology.
3 Credits.
This course is an introduction to groundwater, geology, and to the interactions with contaminant transport between the two. It provides a basic understanding of geologic concepts and processes, focusing on understanding the formation and characteristics of water-bearing formations. The course also addresses the theory of groundwater flow, the hydrology of aquifers, well hydraulics, groundwater resource evaluation, and contaminant fate and transport in groundwater. The relationship between the geologic concepts/processes and the groundwater resource are discussed. Examples include a discussion of the influence of the geologic environment on the availability and movement of groundwater and on the fate and transport of groundwater contaminants. Geotechnical engineering problems associated with groundwater issues are also covered.Prerequisites: Calculus I, Calculus II, Ordinary Differential Equations."
EN.575.629,Modeling Contaminant Migration through Multimedia Systems,3,"This course addresses contamination in several physical media as chemical species that migrate through an integrated environment. Contaminants can be released into air, subsurface or surface water from which chemicals can migrate between these media. Predicting the movement as well as human health and ecological impacts of contaminants between the air, groundwater and surface water media requires consideration of transport and fate processes that occur separately within each medium as well as linkages of contaminant interactions between media. The course presents the basic principles and computational methods for simulation of contaminant transport and kinetic fate processes in air, groundwater and surface water. Course assessments include interactive discussion topics, assignments and a course project. Screening level models will be used to evaluate transport and fate of contaminants in the air, groundwater and surface water media for a course project based on a hypothetical yet realistic case study of an industrial facility in the Washington DC region. Students will be responsible for data setup and coding of equations to create Excel spreadsheet models for contaminant fate and transport in the air and surface water and will be responsible for data setup for application of a public-domain Excel spreadsheet model for subsurface contaminant fate and transport in groundwater. Although there are no formal prerequisites for this course, the instructors strongly recommend that the student have a college-level understanding of calculus and fluid mechanics and have good quantitative skills with engineering calculations.  Proficiency with the Microsoft Excel spreadsheet program is critical for data setup, coding of equations for model calculations and creating graphic plots of data and multi-media model results.",,,,,,"EN.575.629.
Modeling Contaminant Migration through Multimedia Systems.
3 Credits.
This course addresses contamination in several physical media as chemical species that migrate through an integrated environment. Contaminants can be released into air, subsurface or surface water from which chemicals can migrate between these media. Predicting the movement as well as human health and ecological impacts of contaminants between the air, groundwater and surface water media requires consideration of transport and fate processes that occur separately within each medium as well as linkages of contaminant interactions between media. The course presents the basic principles and computational methods for simulation of contaminant transport and kinetic fate processes in air, groundwater and surface water. Course assessments include interactive discussion topics, assignments and a course project. Screening level models will be used to evaluate transport and fate of contaminants in the air, groundwater and surface water media for a course project based on a hypothetical yet realistic case study of an industrial facility in the Washington DC region. Students will be responsible for data setup and coding of equations to create Excel spreadsheet models for contaminant fate and transport in the air and surface water and will be responsible for data setup for application of a public-domain Excel spreadsheet model for subsurface contaminant fate and transport in groundwater. Although there are no formal prerequisites for this course, the instructors strongly recommend that the student have a college-level understanding of calculus and fluid mechanics and have good quantitative skills with engineering calculations.  Proficiency with the Microsoft Excel spreadsheet program is critical for data setup, coding of equations for model calculations and creating graphic plots of data and multi-media model results."
EN.575.643,Chemistry of Aqueous Systems,3,"This course examines the chemical principles necessary to understand water quality and contaminant fate in natural and engineered aqueous systems. Quantitative problem-solving skills are emphasized. Specific topics include acid-base reactions, carbonate chemistry, oxidation-reduction reactions, and metal speciation. Case studies applying fundamental principles to important environmental phenomena (e.g., water disinfection, lead contamination of drinking water, soil/subsurface pollution, ocean acidification, and geoengineering) are key components of this course.",,,,,,"EN.575.643.
Chemistry of Aqueous Systems.
3 Credits.
This course examines the chemical principles necessary to understand water quality and contaminant fate in natural and engineered aqueous systems. Quantitative problem-solving skills are emphasized. Specific topics include acid-base reactions, carbonate chemistry, oxidation-reduction reactions, and metal speciation. Case studies applying fundamental principles to important environmental phenomena (e.g., water disinfection, lead contamination of drinking water, soil/subsurface pollution, ocean acidification, and geoengineering) are key components of this course."
EN.575.645,Environmental Microbiology,3,"This course covers fundamental aspects of microbial physiology and microbial ecology. Specific areas of focus include energetics and yield, enzyme and growth kinetics, cell structure and physiology, metabolic and genetic regulation, microbial/ environmental interactions, and biogeochemical cycles. The goal of this course is to provide a basic understanding and appreciation of microbial processes that may be applicable to environmental biotechnology.",,,,,,"EN.575.645.
Environmental Microbiology.
3 Credits.
This course covers fundamental aspects of microbial physiology and microbial ecology. Specific areas of focus include energetics and yield, enzyme and growth kinetics, cell structure and physiology, metabolic and genetic regulation, microbial/ environmental interactions, and biogeochemical cycles. The goal of this course is to provide a basic understanding and appreciation of microbial processes that may be applicable to environmental biotechnology."
EN.575.704,Applied Statistical Analysis and Design of Experiments for Environmental Applications,3,"This course introduces statistical analyses and techniques of experimental design appropriate for use in environmental applications. The methods taught in this course allow the experimenter to discriminate between real effects and experimental error in systems that are inherently noisy. Statistically designed experimental programs typically test many variables simultaneously and are very efficient tools for developing empirical mathematical models that accurately describe physical and chemical processes. They are readily applied to production plant, pilot plant, and laboratory systems. Topics covered include fundamental statistics; the statistical basis for recognizing real effects in noisy data; statistical tests and reference distributions; analysis of variance; construction, application, and analysis of factorial and fractional-factorial designs; screening designs; response surface and optimization methods; and applications to pilot plant and waste treatment operations. Particular emphasis is placed on analysis of variance, prediction intervals, and control charting for determining statistical significance as currently required by federal regulations for environmental monitoring.Prerequisite: Undergraduate statistics is strongly recommended",,,,,,"EN.575.704.
Applied Statistical Analysis and Design of Experiments for Environmental Applications.
3 Credits.
This course introduces statistical analyses and techniques of experimental design appropriate for use in environmental applications. The methods taught in this course allow the experimenter to discriminate between real effects and experimental error in systems that are inherently noisy. Statistically designed experimental programs typically test many variables simultaneously and are very efficient tools for developing empirical mathematical models that accurately describe physical and chemical processes. They are readily applied to production plant, pilot plant, and laboratory systems. Topics covered include fundamental statistics; the statistical basis for recognizing real effects in noisy data; statistical tests and reference distributions; analysis of variance; construction, application, and analysis of factorial and fractional-factorial designs; screening designs; response surface and optimization methods; and applications to pilot plant and waste treatment operations. Particular emphasis is placed on analysis of variance, prediction intervals, and control charting for determining statistical significance as currently required by federal regulations for environmental monitoring.Prerequisite: Undergraduate statistics is strongly recommended"
EN.575.708,Open Channel Hydraulics,3,"The course covers application of the principles of fluid mechanics to flow in open channels. Topics include specific energy and momentum basics, uniform flow, flow resistance, gradually varied flow, flow transitions, channel design, channel stability and erosion protection, and hydraulic structures. The course also addresses 1D flow numerical computations in irregular and natural channels, and gradually varied flow modeling using HEC-RAS computer software.",,,EN.575.601,"EN.575.601
Fluid Mechanics or an equivalent course in fluid flow or hydraulic and basic geometry and basic calculus.",,"EN.575.708.
Open Channel Hydraulics.
3 Credits.
The course covers application of the principles of fluid mechanics to flow in open channels. Topics include specific energy and momentum basics, uniform flow, flow resistance, gradually varied flow, flow transitions, channel design, channel stability and erosion protection, and hydraulic structures. The course also addresses 1D flow numerical computations in irregular and natural channels, and gradually varied flow modeling using HEC-RAS computer software.
Prerequisite(s):
EN.575.601
Fluid Mechanics or an equivalent course in fluid flow or hydraulic and basic geometry and basic calculus."
EN.575.713,"Field Methods in Habitat Analysis, Wetland Delineation, and Restoration",3,"This course provides students with practical field experience in the collection and analysis of field data needed for wetland delineation, habitat restoration, and description of vegetation communities. Among the course topics are sampling techniques for describing plant species distributions, abundance and diversity, including the quadrat and transect-based, pointintercept, and plot-less methods; identification of common and dominant indicator plant species of wetlands and uplands; identification of hydric soils; and the use of soil, topographic and geologic maps and aerial photography in deriving a site description and site history. Emphasis is placed on wetland vegetation, delineation and restoration. While many of the field examples are centered in the Maryland and Washington, DC region, the format is designed so that the student performs field work in the state, country or region in which he or she would like to specialize.",,,EN.575.615,"EN.575.615
Ecology.",,"EN.575.713.
Field Methods in Habitat Analysis, Wetland Delineation, and Restoration.
3 Credits.
This course provides students with practical field experience in the collection and analysis of field data needed for wetland delineation, habitat restoration, and description of vegetation communities. Among the course topics are sampling techniques for describing plant species distributions, abundance and diversity, including the quadrat and transect-based, pointintercept, and plot-less methods; identification of common and dominant indicator plant species of wetlands and uplands; identification of hydric soils; and the use of soil, topographic and geologic maps and aerial photography in deriving a site description and site history. Emphasis is placed on wetland vegetation, delineation and restoration. While many of the field examples are centered in the Maryland and Washington, DC region, the format is designed so that the student performs field work in the state, country or region in which he or she would like to specialize.
Prerequisite(s):
EN.575.615
Ecology."
