code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
EN.615.611,Classical Physics,3,"This course provides the graduate student in Applied Physics with a review of the basic core topics in classical physics, presented at an entry graduate level. The basic subfields covered are classical mechanics (including fluids and acoustics), thermal (and statistical) physics, electromagnetism (including plasmas and relativity), and optics. The four major core topics (in italics) are treated in roughly equal depth. For each topic covered, the fundamental physical laws are introduced to establish a rigorous but intuitive understanding of the basic physics, which is reinforced with hands-on demonstrations and relevant homework assignments. A final exam will also cover the core concepts and principles to check the student’s understanding of the key concepts presented. In addition, each student will delve into one subtopic of their own choosing, according to their interest and needs, treating it in more depth as an extended homework assignment, which will be submitted in written form and given as a brief oral presentation before the end of the semester. This course will complement the modern physics course as well as the advanced mathematical methods course offered in the Applied Physics program. Prerequisite(s): An undergraduate degree in physics, engineering, or a related field.",,,,"An undergraduate degree in physics, engineering, or a related field.",,"EN.615.611.
Classical Physics.
3 Credits.
This course provides the graduate student in Applied Physics with a review of the basic core topics in classical physics, presented at an entry graduate level. The basic subfields covered are classical mechanics (including fluids and acoustics), thermal (and statistical) physics, electromagnetism (including plasmas and relativity), and optics. The four major core topics (in italics) are treated in roughly equal depth. For each topic covered, the fundamental physical laws are introduced to establish a rigorous but intuitive understanding of the basic physics, which is reinforced with hands-on demonstrations and relevant homework assignments. A final exam will also cover the core concepts and principles to check the student’s understanding of the key concepts presented. In addition, each student will delve into one subtopic of their own choosing, according to their interest and needs, treating it in more depth as an extended homework assignment, which will be submitted in written form and given as a brief oral presentation before the end of the semester. This course will complement the modern physics course as well as the advanced mathematical methods course offered in the Applied Physics program. Prerequisite(s): An undergraduate degree in physics, engineering, or a related field."
EN.615.621,Electric Power Principles,3,"This is an introductory course on electric power, its distribution, and its applications. The first half of the course focuses on the physics of electric power and its generation, with an emphasis on distribution and distribution systems. Topics to be covered include AC voltages and currents, transmission lines, mono- and poly-phase systems, and losses due to electromagnetic forces. The second half of the course is directed toward applications. Specific applications covered include system analysis and protection, power electronics, induction and permanent magnet motors, transformers, etc. At least one lecture will be used to bring all the concepts together by studying the implementation of an alternative power generation system using wind turbines. During the course of the term, several research papers on power generation and distribution will be read and summarized by the students. A term paper on an electric power subject may be required. Prerequisite(s): An undergraduate degree in physics, engineering, or a related field.",,,,"An undergraduate degree in physics, engineering, or a related field.",,"EN.615.621.
Electric Power Principles.
3 Credits.
This is an introductory course on electric power, its distribution, and its applications. The first half of the course focuses on the physics of electric power and its generation, with an emphasis on distribution and distribution systems. Topics to be covered include AC voltages and currents, transmission lines, mono- and poly-phase systems, and losses due to electromagnetic forces. The second half of the course is directed toward applications. Specific applications covered include system analysis and protection, power electronics, induction and permanent magnet motors, transformers, etc. At least one lecture will be used to bring all the concepts together by studying the implementation of an alternative power generation system using wind turbines. During the course of the term, several research papers on power generation and distribution will be read and summarized by the students. A term paper on an electric power subject may be required. Prerequisite(s): An undergraduate degree in physics, engineering, or a related field."
EN.615.641,Mathematical Methods for Physics and Engineering,3,"This course covers a broad spectrum of mathematical techniques essential to the solution of advanced problems in physics and engineering. Topics include ordinary and partial differential equations, contour integration, tabulated integrals, saddlepoint methods, linear vector spaces, boundary-value problems, eigenvalue problems, Green’s functions, integral transforms, and special functions. Application of these topics to the solution of problems in physics and engineering is stressed. Prerequisite(s): Vector analysis and ordinary differential equations (linear algebra and complex variables recommended).",,,,Vector analysis and ordinary differential equations (linear algebra and complex variables recommended).,,"EN.615.641.
Mathematical Methods for Physics and Engineering.
3 Credits.
This course covers a broad spectrum of mathematical techniques essential to the solution of advanced problems in physics and engineering. Topics include ordinary and partial differential equations, contour integration, tabulated integrals, saddlepoint methods, linear vector spaces, boundary-value problems, eigenvalue problems, Green’s functions, integral transforms, and special functions. Application of these topics to the solution of problems in physics and engineering is stressed. Prerequisite(s): Vector analysis and ordinary differential equations (linear algebra and complex variables recommended)."
EN.615.642,Electromagnetics,3,"Maxwell’s equations are derived and applied to the study of topics including electrostatics, magnetostatics, propagation of electromagnetic waves in vacuum and matter, antennas, wave guides and cavities, microwave networks, electromagnetic waves in plasmas, and electric and magnetic properties of materials. Prerequisite(s): Knowledge of vector analysis, partial differential equations, Fourier analysis, and intermediate electromagnetics.",,,,"Knowledge of vector analysis, partial differential equations, Fourier analysis, and intermediate electromagnetics.",,"EN.615.642.
Electromagnetics.
3 Credits.
Maxwell’s equations are derived and applied to the study of topics including electrostatics, magnetostatics, propagation of electromagnetic waves in vacuum and matter, antennas, wave guides and cavities, microwave networks, electromagnetic waves in plasmas, and electric and magnetic properties of materials. Prerequisite(s): Knowledge of vector analysis, partial differential equations, Fourier analysis, and intermediate electromagnetics."
EN.615.647,Fundamentals of Sensors,3,"Students will receive an overview of sensors and methods to build networks and systems using sensors. The physics of detectors including fundamental technologies and sampling interfaces will be discussed. Sensor technologies for chemical, biological, nuclear, and radiological detection will be studied in detail. Evaluation methods will be presented for sensor selection based on application-specific information including sensor performance, environmental conditions, and operational impact. DODAF 2.0 methods will be taught and a project based on several viewpoints will be required and presented. Additional studies will include methods for combining results from various sensors to increase detection confidence. As part of the course, students will be given a threat scenario and will be required to select a sensor suite and networking information to design a hypothetical system considering the threat, sensor deployment cost, and logistics. Prerequisite(s): An undergraduate degree in engineering, physics, or a related technical discipline.",,,,"An undergraduate degree in engineering, physics, or a related technical discipline.",,"EN.615.647.
Fundamentals of Sensors.
3 Credits.
Students will receive an overview of sensors and methods to build networks and systems using sensors. The physics of detectors including fundamental technologies and sampling interfaces will be discussed. Sensor technologies for chemical, biological, nuclear, and radiological detection will be studied in detail. Evaluation methods will be presented for sensor selection based on application-specific information including sensor performance, environmental conditions, and operational impact. DODAF 2.0 methods will be taught and a project based on several viewpoints will be required and presented. Additional studies will include methods for combining results from various sensors to increase detection confidence. As part of the course, students will be given a threat scenario and will be required to select a sensor suite and networking information to design a hypothetical system considering the threat, sensor deployment cost, and logistics. Prerequisite(s): An undergraduate degree in engineering, physics, or a related technical discipline."
EN.615.648,Alternate Energy Technology,3,"Energy availability and its cost are major concerns to every person. Fossil fuels in general and oil in particular are limited and the world’s reserves are depleting. The question asked by many is, “Are there alternatives to the fossil fuel spiral (dwindling supplies and rising costs)?” This course addresses these alternative energy sources. It focuses on the technology basis of these alternate energy methods, as well as the practicality and the potential for widespread use and economic effectiveness. Energy technologies to be considered include photovoltaics, solar thermal, wind energy, geothermal and thermal gradient sources, biomass and synthetic fuels, hydroelectric, wave and tidal energy, and nuclear. The associated methods of energy storage will also be discussed. Prerequisite(s): An undergraduate degree in engineering, physics, or a related technical discipline.",,,,"An undergraduate degree in engineering, physics, or a related technical discipline.",,"EN.615.648.
Alternate Energy Technology.
3 Credits.
Energy availability and its cost are major concerns to every person. Fossil fuels in general and oil in particular are limited and the world’s reserves are depleting. The question asked by many is, “Are there alternatives to the fossil fuel spiral (dwindling supplies and rising costs)?” This course addresses these alternative energy sources. It focuses on the technology basis of these alternate energy methods, as well as the practicality and the potential for widespread use and economic effectiveness. Energy technologies to be considered include photovoltaics, solar thermal, wind energy, geothermal and thermal gradient sources, biomass and synthetic fuels, hydroelectric, wave and tidal energy, and nuclear. The associated methods of energy storage will also be discussed. Prerequisite(s): An undergraduate degree in engineering, physics, or a related technical discipline."
EN.615.651,Statistical Mechanics and Thermodynamics,3,"After a brief historical review of thermodynamics and statistical mechanics, the basic principles of statistical mechanics are presented. The classical and quantum mechanical partition functions are discussed and are subsequently used to carry out derivations of the basic thermodynamic properties of several different systems. Topics discussed include Planck’s black body radiation derivation and the Einstein-Debye theories of the specific heats of solids. The importance of these topics in the development and confirmation of quantum mechanics is also examined. Other topics discussed include Fermi Dirac and the Bose-Einstein statistics and the cosmic background radiation. The importance of comparisons between theory and data is stressed throughout.",,,,,,"EN.615.651.
Statistical Mechanics and Thermodynamics.
3 Credits.
After a brief historical review of thermodynamics and statistical mechanics, the basic principles of statistical mechanics are presented. The classical and quantum mechanical partition functions are discussed and are subsequently used to carry out derivations of the basic thermodynamic properties of several different systems. Topics discussed include Planck’s black body radiation derivation and the Einstein-Debye theories of the specific heats of solids. The importance of these topics in the development and confirmation of quantum mechanics is also examined. Other topics discussed include Fermi Dirac and the Bose-Einstein statistics and the cosmic background radiation. The importance of comparisons between theory and data is stressed throughout."
EN.615.653,Classical Mechanics,3,"This is an advanced course in classical mechanics that introduces techniques that are applicable to contemporary pure and applied research. The material covered provides a basis for a fundamental understanding of not only quantum and statistical mechanics but also nonlinear mechanical systems. Topics include the Lagrangian and Hamiltonian formulation of classical mechanics, Euler’s rigid body equations of motion, Hamilton-Jacobi theory, and canonical perturbation theory. These methods are applied to force-free motion of a rigid body, oscillations of systems of coupled particles, and central force motion including the Kepler problem and scattering in a Coulomb potential. Applications are emphasized through in-class examples and homework. Prerequisite(s): Intermediate mechanics and EN.615.641 Mathematical Methods for Physics and Engineering.",,,EN.615.641,"Intermediate mechanics and
EN.615.641
Mathematical Methods for Physics and Engineering.",,"EN.615.653.
Classical Mechanics.
3 Credits.
This is an advanced course in classical mechanics that introduces techniques that are applicable to contemporary pure and applied research. The material covered provides a basis for a fundamental understanding of not only quantum and statistical mechanics but also nonlinear mechanical systems. Topics include the Lagrangian and Hamiltonian formulation of classical mechanics, Euler’s rigid body equations of motion, Hamilton-Jacobi theory, and canonical perturbation theory. These methods are applied to force-free motion of a rigid body, oscillations of systems of coupled particles, and central force motion including the Kepler problem and scattering in a Coulomb potential. Applications are emphasized through in-class examples and homework.
Prerequisite(s):
Intermediate mechanics and
EN.615.641
Mathematical Methods for Physics and Engineering."
EN.615.654,Quantum Mechanics,3,"This course presents the basic concepts and mathematical formalism of quantum mechanics. Topics include the mathematics of quantum mechanics, the harmonic oscillator and operator methods, quantum mechanics in three dimensions and angular momentum, quantum mechanical spin, quantum statistical mechanics, approximation methods, and quantum theory of scattering. Prerequisite(s): Undergraduate courses in differential equations, multi-variable calculus, linear algebra, and complex variable theory or EN.615.641 Mathematical Methods for Physics and Engineering or the equivalent.AND EN.615.653 Classical Mechanics",,,"EN.615.641, EN.615.653","Undergraduate courses in differential equations, multi-variable calculus, linear algebra, and complex variable theory or
EN.615.641
Mathematical Methods for Physics and Engineering or the equivalent.AND
EN.615.653
Classical Mechanics",,"EN.615.654.
Quantum Mechanics.
3 Credits.
This course presents the basic concepts and mathematical formalism of quantum mechanics. Topics include the mathematics of quantum mechanics, the harmonic oscillator and operator methods, quantum mechanics in three dimensions and angular momentum, quantum mechanical spin, quantum statistical mechanics, approximation methods, and quantum theory of scattering.
Prerequisite(s):
Undergraduate courses in differential equations, multi-variable calculus, linear algebra, and complex variable theory or
EN.615.641
Mathematical Methods for Physics and Engineering or the equivalent.AND
EN.615.653
Classical Mechanics"
EN.615.655,Orbital and Celestial Mechanics,3,"This course will focus on the study of orbital and celestial mechanics, using many of the methods that are covered in a traditional advanced mechanics course. We will look primarily at closed form and approximation methods (as opposed to numerical solutions) in a wide variety of problems in orbital and celestial mechanics. Space engineering and applied physics students who take this class will be well-versed in fundamentals that can then be leveraged in more advanced future space applications. Topics will include Newtonian Mechanics, Newtonian Gravitation, Central Force Orbits (with a focus on Keplerian Orbits), Orbital & Interplanetary Maneuvers, Non-inertial Reference Frames, the Lagrangian Formalism, Rigid Body Rotation, the Three Body Problem, Approximation Methods for Orbits, and Lunar Motion. Discussions will include the historical figures in physics who contributed significantly to the topics discussed. Prerequisite(s): EN.615.641 Mathematical Methods for Physics and Engineering or EN.675.650 Mathematics for Space Systems",,,"EN.615.641, EN.675.650","EN.615.641
Mathematical Methods for Physics and Engineering or
EN.675.650
Mathematics for Space Systems",,"EN.615.655.
Orbital and Celestial Mechanics.
3 Credits.
This course will focus on the study of orbital and celestial mechanics, using many of the methods that are covered in a traditional advanced mechanics course.  We will look primarily at closed form and approximation methods (as opposed to numerical solutions) in a wide variety of problems in orbital and celestial mechanics. Space engineering and applied physics students who take this class will be well-versed in fundamentals that can then be leveraged in more advanced future space applications. Topics will include Newtonian Mechanics, Newtonian Gravitation, Central Force Orbits (with a focus on Keplerian Orbits), Orbital & Interplanetary Maneuvers, Non-inertial Reference Frames, the Lagrangian Formalism, Rigid Body Rotation, the Three Body Problem, Approximation Methods for Orbits, and Lunar Motion. Discussions will include the historical figures in physics who contributed significantly to the topics discussed.
Prerequisite(s):
EN.615.641
Mathematical Methods for Physics and Engineering or
EN.675.650
Mathematics for Space Systems"
