course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
EN.601.104.01.SP24,Computer Ethics,"Leschke, Tim","Leschke, Tim",2024 Spring,Computer Science,3.00,4.08,3.50
EN.601.104.02.SP24,Computer Ethics,"Leschke, Tim","Leschke, Tim",2024 Spring,Computer Science,2.84,4.37,3.58
EN.601.104.04.SP24,Computer Ethics,"Leschke, Tim","Leschke, Tim",2024 Spring,Computer Science,2.63,4.44,4.13
EN.601.104.03.SP24,Computer Ethics,"Leschke, Tim","Leschke, Tim",2024 Spring,Computer Science,3.08,4.00,3.43
EN.601.104.02.FA24,Computer Ethics,"Leschke, Tim","Leschke, Tim",2024 Fall,Computer Science,2.47,4.40,3.93
EN.601.104.04.FA24,Computer Ethics,"Leschke, Tim","Leschke, Tim",2024 Fall,Computer Science,2.25,3.94,3.19
EN.601.104.01.FA24,Computer Ethics,"Leschke, Tim","Leschke, Tim",2024 Fall,Computer Science,2.67,4.17,3.23
EN.601.104.03.FA24,Computer Ethics,"Leschke, Tim","Leschke, Tim",2024 Fall,Computer Science,2.57,4.07,3.57
EN.601.104.03.SP25,Computer Ethics,"Leschke, Tim","Leschke, Tim",2025 Spring,Computer Science,2.67,3.72,3.39
EN.601.104.02.SP25,Computer Ethics,"Leschke, Tim","Leschke, Tim",2025 Spring,Computer Science,3.07,4.36,4.00
EN.601.104.04.SP25,Computer Ethics,"Leschke, Tim","Leschke, Tim",2025 Spring,Computer Science,2.31,4.00,3.75
EN.601.104.01.SP25,Computer Ethics,"Leschke, Tim","Leschke, Tim",2025 Spring,Computer Science,2.68,4.05,3.44
EN.601.104.01.FA25,Computer Ethics,"Leschke, Tim","Leschke, Tim",2025 Fall,Computer Science,2.47,4.27,3.80
EN.601.104.03.FA25,Computer Ethics,"Leschke, Tim","Leschke, Tim",2025 Fall,Computer Science,2.36,4.06,3.63
EN.601.104.04.FA25,Computer Ethics,"Leschke, Tim","Leschke, Tim",2025 Fall,Computer Science,2.50,4.00,3.64
EN.601.104.02.FA25,Computer Ethics,"Leschke, Tim","Leschke, Tim",2025 Fall,Computer Science,2.13,4.19,3.44
EN.601.124.02.SP24,The Ethics of Artificial Intelligence and Automation,"Lopez-Gonzalez, Monica","Lopez-Gonzalez, Monica",2024 Spring,Computer Science,2.60,4.38,3.94
EN.601.124.01.SP24,The Ethics of Artificial Intelligence and Automation,"Lopez-Gonzalez, Monica","Lopez-Gonzalez, Monica",2024 Spring,Computer Science,3.07,3.67,3.67
EN.601.124.02.FA24,The Ethics of Artificial Intelligence and Automation,"Lopez-Gonzalez,  Monica","Lopez-Gonzalez,  Monica",2024 Fall,Computer Science,3.13,4.93,4.53
EN.601.124.01.FA24,The Ethics of Artificial Intelligence and Automation,"Lopez-Gonzalez,  Monica","Lopez-Gonzalez,  Monica",2024 Fall,Computer Science,2.86,4.71,4.07
EN.601.124.01.SP25,The Ethics of Artificial Intelligence and Automation,"Lopez, Monica","Lopez, Monica",2025 Spring,Computer Science,3.07,4.20,4.00
EN.601.164.01.FA25,Human and Machine Intelligence Alignment,"Ryan, Dan","Ryan, Dan",2025 Fall,Computer Science,2.73,4.65,4.08
EN.601.220.03.SP24,Intermediate Programming,"Kazhdan, Misha","Kazhdan, Misha",2024 Spring,Computer Science,4.45,4.20,4.51
EN.601.220.02.SP24,Intermediate Programming,"Darvish, Ali","Darvish, Ali",2024 Spring,Computer Science,4.38,3.55,4.35
EN.601.220.01.SP24,Intermediate Programming,"Darvish, Ali","Darvish, Ali",2024 Spring,Computer Science,4.03,3.72,4.29
EN.601.220.04.FA24,Intermediate Programming,"Selinski, Joanne","Selinski, Joanne",2024 Fall,Computer Science,4.00,3.91,4.09
EN.601.220.03.FA24,Intermediate Programming,"Darvish, Ali","Darvish, Ali",2024 Fall,Computer Science,4.48,3.36,4.25
EN.601.220.05.FA24,Intermediate Programming,"Presler-Marshall, Kai","Presler-Marshall, Kai",2024 Fall,Computer Science,4.25,3.65,4.19
EN.601.220.01.FA24,Intermediate Programming,"Simari, Patricio","Simari, Patricio",2024 Fall,Computer Science,4.38,4.38,4.42
EN.601.220.02.FA24,Intermediate Programming,"Darvish, Ali","Darvish, Ali",2024 Fall,Computer Science,4.11,3.48,4.19
EN.601.220.02.SP25,Intermediate Programming,"Darvish, Ali","Darvish, Ali",2025 Spring,Computer Science,4.06,3.77,4.31
EN.601.220.04.SP25,Intermediate Programming,"Simari, Patricio","Simari, Patricio",2025 Spring,Computer Science,4.06,4.29,4.35
EN.601.220.01.SP25,Intermediate Programming,"Darvish, Ali","Darvish, Ali",2025 Spring,Computer Science,3.87,3.77,4.19
EN.601.220.03.SP25,Intermediate Programming,"Simari, Patricio","Simari, Patricio",2025 Spring,Computer Science,4.23,4.13,4.47
EN.601.220.02.FA25,Intermediate Programming,"Darvish, Ali","Darvish, Ali",2025 Fall,Computer Science,3.76,3.80,4.30
EN.601.220.03.FA25,Intermediate Programming,"Simari, Patricio","Simari, Patricio",2025 Fall,Computer Science,4.04,3.92,3.96
EN.601.220.01.FA25,Intermediate Programming,"Selinski, Joanne","Selinski, Joanne",2025 Fall,Computer Science,3.75,4.19,4.09
EN.601.220.04.FA25,Intermediate Programming,"Simari, Patricio","Simari, Patricio",2025 Fall,Computer Science,3.80,4.36,4.31
EN.601.226.02.SP24,Data Structures,"Simari, Patricio","Simari, Patricio",2024 Spring,Computer Science,4.03,4.26,4.36
EN.601.226.01.SP24,Data Structures,"Simari, Patricio","Simari, Patricio",2024 Spring,Computer Science,4.19,4.30,4.30
