course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
AS.197.101.02.FA24,Social Theories of the Economy I,"Burgin, Angus","Burgin, Angus",2024 Fall,ASEN,4.67,4.50,4.67
AS.197.101.02.FA24,Social Theories of the Economy I,"Liu, Glory","Liu, Glory",2024 Fall,ASEN,4.67,4.67,4.67
AS.197.101.01.FA24,Social Theories of the Economy I,"Burgin, Angus","Burgin, Angus",2024 Fall,ASEN,4.33,4.67,4.33
AS.197.101.01.FA24,Social Theories of the Economy I,"Liu, Glory","Liu, Glory",2024 Fall,ASEN,4.33,4.33,4.33
AS.197.101.01.FA25,Social Theories of the Economy I,"Hyman, Louis","Hyman, Louis",2025 Fall,Center for Economy and Society,4.10,4.80,4.80
AS.197.102.02.SP25,Social Theories of the Economy II,Burgin + Liu,"Burgin, Angus + Liu, Glory",2025 Spring,ASEN,4.20,4.60,4.60
AS.197.102.01.SP25,Social Theories of the Economy II,Burgin + Liu,"Burgin, Angus + Liu, Glory",2025 Spring,ASEN,4.40,4.80,4.60
AS.197.210.01.FA24,Global Capitalism,"Prasad, Monica","Prasad, Monica",2024 Fall,ASEN,3.88,4.38,4.38
AS.197.327.01.FA24,"People, Power, and Pay: The Economics of the Workplace","Halliday, Simon","Halliday, Simon",2024 Fall,ASEN,3.43,4.50,4.63
AS.197.327.01.FA25,"People, Power, and Pay: The Economics of the Workplace","Halliday, Simon","Halliday, Simon",2025 Fall,Center for Economy and Society,4.14,4.57,4.57
AS.197.328.01.SP25,The Ideological Sources of Modern Political Economy (Research Lab),"Roundtree, Jacob","Roundtree, Jacob",2025 Spring,ASEN,3.80,4.20,4.60
AS.197.330.01.FA25,Social Networks & Society,"Yavas, Mustafa","Yavas, Mustafa",2025 Fall,Center for Economy and Society,4.13,3.88,3.88
AS.197.498.01.FA25,MPE Honors Thesis I,"Gaston, Katherine","Gaston, Katherine",2025 Fall,Center for Economy and Society,4.60,4.20,4.60
