course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
AS.211.111.01.FA24,Introduction to Latinx Literature and Culture,"Gil'Adí, Maia","Gil'Adí, Maia",2024 Fall,German and Romance Languages and Literatures,2.80,5.00,5.00
AS.211.171.01.FA24,Brazilian Culture & Civilization: Colonial Times to the Present,"De Azeredo Cerqueira, Flavia","De Azeredo Cerqueira, Flavia",2024 Fall,German and Romance Languages and Literatures,2.81,4.83,4.64
AS.211.171.01.FA25,Brazilian Culture & Civilization: Colonial Times to the Present,"De Azeredo Cerqueira, Flavia","De Azeredo Cerqueira, Flavia",2025 Fall,German and Romance Languages and Literatures,3.00,4.73,4.23
AS.211.231.01.SP25,"Planet Amazonia: Culture, History, and the Environment","Bedran, Marina","Bedran, Marina",2025 Spring,German and Romance Languages and Literatures,2.85,4.43,4.43
AS.211.245.01.SP25,AI from Descartes to Bladerunner 2049,"Todarello, Josh","Todarello, Josh",2025 Spring,German and Romance Languages and Literatures,2.75,4.75,4.75
AS.211.265.01.FA24,Panorama of German Thought,"Egginton, William","Egginton, William",2024 Fall,German and Romance Languages and Literatures,3.00,4.90,4.60
AS.211.311.01.SP24,Introduction to Romance Linguistics,"Anderson, Bruce","Anderson, Bruce",2024 Spring,German and Romance Languages and Literatures,2.67,4.33,5.00
AS.211.316.01.SP24,Brazilian Cinema and Topics in  Contemporary Brazilian Society,"De Azeredo Cerqueira, Flavia","De Azeredo Cerqueira, Flavia",2024 Spring,German and Romance Languages and Literatures,2.75,4.83,4.38
AS.211.333.01.FA25,Representing the Holocaust,"Spinner, Samuel","Spinner, Samuel",2025 Fall,German and Romance Languages and Literatures,3.00,4.75,4.55
AS.211.365.01.SP24,Environmental Justice,"Heffes, Gisela","Heffes, Gisela",2024 Spring,German and Romance Languages and Literatures,3.29,3.80,3.93
AS.211.365.01.SP24,Environmental Justice,"Loiselle, Ken","Loiselle, Ken",2024 Spring,German and Romance Languages and Literatures,3.29,3.40,3.93
AS.211.372.01.SP24,German Cinema: The Divided Screen,"Rhee, Sharlyn","Rhee, Sharlyn",2024 Spring,German and Romance Languages and Literatures,3.00,4.00,4.20
AS.211.372.01.SP25,German Cinema: The Divided Screen,"Rhee, Sharlyn","Rhee, Sharlyn",2025 Spring,German and Romance Languages and Literatures,3.17,4.80,4.33
AS.211.383.01.FA25,"Haunting Flesh: Women, Horror, and the Body","Gil'Adí, Maia","Gil'Adí, Maia",2025 Fall,German and Romance Languages and Literatures,3.00,4.78,4.75
AS.211.383.02.FA25,"Haunting Flesh: Women, Horror, and the Body","Gil'Adí, Maia","Gil'Adí, Maia",2025 Fall,German and Romance Languages and Literatures,2.75,4.88,4.75
AS.211.387.01.SP24,Theories of Peace from Kant to MLK,"Seguin, Becquer","Seguin, Becquer",2024 Spring,German and Romance Languages and Literatures,2.77,4.46,4.69
AS.211.387.01.SP24,Theories of Peace from Kant to MLK,"Frey, Christiane","Frey, Christiane",2024 Spring,German and Romance Languages and Literatures,2.77,4.77,4.69
AS.211.423.01.FA24,Black Italy,"Di Bianco, Laura","Di Bianco, Laura",2024 Fall,German and Romance Languages and Literatures,3.25,5.00,4.88
AS.211.424.01.SP24,Climate Change Narratives: Human and Non-Human Transformative Storytelling,"Di Bianco, Laura","Di Bianco, Laura",2024 Spring,German and Romance Languages and Literatures,3.23,4.54,4.31
AS.211.441.01.FA25,Literary Translation Workshop,"Jewiss, Virginia","Jewiss, Virginia",2025 Fall,German and Romance Languages and Literatures,3.50,4.88,4.86
AS.211.473.01.SP25,"Monsters, Haunting, and the Nation","Gil'Adí, Maia","Gil'Adí, Maia",2025 Spring,German and Romance Languages and Literatures,3.31,5.00,4.62
