course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
AS.375.115.01.FA24,First Year Arabic,"Jafire, Sana","Jafire, Sana",2024 Fall,Arabic,2.64,4.91,4.64
AS.375.115.01.FA25,First Year Arabic,"Jafire, Sana","Jafire, Sana",2025 Fall,Arabic,3.17,4.00,4.08
AS.375.116.01.SP24,First Year Arabic II,"Jafire, Sana","Jafire, Sana",2024 Spring,Arabic,3.75,4.22,4.33
AS.375.116.01.SP25,First Year Arabic II,"Jafire, Sana","Jafire, Sana",2025 Spring,Arabic,3.20,4.40,4.50
AS.375.215.01.FA24,Second Year Arabic,"Jafire, Sana","Jafire, Sana",2024 Fall,Arabic,3.33,4.17,4.33
AS.375.215.01.FA25,Second Year Arabic,"Jafire, Sana","Jafire, Sana",2025 Fall,Arabic,3.50,4.60,4.20
AS.375.216.01.SP24,Second Year Arabic II,"Jafire, Sana","Jafire, Sana",2024 Spring,Arabic,3.10,4.80,4.80
AS.375.216.01.SP25,Second Year Arabic II,"Jafire, Sana","Jafire, Sana",2025 Spring,Arabic,3.60,4.40,4.60
AS.375.301.01.FA24,Third Year Arabic,"Jafire, Sana","Jafire, Sana",2024 Fall,Arabic,2.83,5.00,4.67
AS.375.302.01.SP25,Third Year Arabic II,"Jafire, Sana","Jafire, Sana",2025 Spring,Arabic,2.60,5.00,4.40
