code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
AS.050.102,Language and Mind,3,"Introductory course dealing with theory, methods, and current research topics in the study of language as a component of the mind. What it is to ""know"" a language: components of linguistic knowledge (phonetics, phonology, morphology, syntax, semantics) and the course of language acquisition. How linguistic knowledge is put to use: language and the brain and linguistic processing in various domains.","FA2, FA5","Natural Sciences, Social and Behavioral Sciences",,,,"AS.050.102.
Language and Mind.
3 Credits.
Introductory course dealing with theory, methods, and current research topics in the study of language as a component of the mind. What it is to ""know"" a language: components of linguistic knowledge (phonetics, phonology, morphology, syntax, semantics) and the course of language acquisition. How linguistic knowledge is put to use: language and the brain and linguistic processing in various domains.
Distribution Area: Natural Sciences, Social and Behavioral Sciences
AS Foundational Abilities: Science and Data (FA2),
Ethics and Foundations (FA5)"
AS.050.105,Introduction to Cognitive Neuropsychology,3,"When the brain is damaged or fails to develop normally, even the most basic cognitive abilities (such as the ability to understand words, or perceive objects) may be disrupted, often in remarkable ways. This course explores a wide range of cognitive deficits, focusing on what these deficits can tell us about how the normal brain works. Topics include brain anatomy and causes of brain damage, reading and spelling deficits, unilateral spatial neglect, hemispheric disconnection, cortical plasticity, and visual perception of location and orientation. Students read primary sources: journal articles that report deficits and discuss their implications.","FA1, FA2, FA6","Natural Sciences, Social and Behavioral Sciences",,,Writing Intensive,"AS.050.105.
Introduction to Cognitive Neuropsychology.
3 Credits.
When the brain is damaged or fails to develop normally, even the most basic cognitive abilities (such as the ability to understand words, or perceive objects) may be disrupted, often in remarkable ways. This course explores a wide range of cognitive deficits, focusing on what these deficits can tell us about how the normal brain works. Topics include brain anatomy and causes of brain damage, reading and spelling deficits, unilateral spatial neglect, hemispheric disconnection, cortical plasticity, and visual perception of location and orientation. Students read primary sources: journal articles that report deficits and discuss their implications.
Distribution Area: Natural Sciences, Social and Behavioral Sciences
AS Foundational Abilities: Writing and Communication (FA1),
Science and Data (FA2),
Projects and Methods (FA6)
Writing Intensive"
AS.050.116,Visual Cognition,3,"How do humans make sense of the visual world around them? This course will provide an introductory survey of current research, methods, and theories in visual cognition.  We will draw upon topics in cognitive psychology, cognitive neuroscience, cognitive neuropsychology, and artificial intelligence.","FA2, FA6","Natural Sciences, Social and Behavioral Sciences",,,,"AS.050.116.
Visual Cognition.
3 Credits.
How do humans make sense of the visual world around them? This course will provide an introductory survey of current research, methods, and theories in visual cognition.  We will draw upon topics in cognitive psychology, cognitive neuroscience, cognitive neuropsychology, and artificial intelligence.
Distribution Area: Natural Sciences, Social and Behavioral Sciences
AS Foundational Abilities: Science and Data (FA2),
Projects and Methods (FA6)"
AS.050.135,Speech & Voice,3,"Course on human speech production and perception, covering topics including anatomy and physiology of the vocal tract, phonetic analysis, language acquisition and impairments, and speech technologies.","FA2, FA6","Natural Sciences, Social and Behavioral Sciences",,,,"AS.050.135.
Speech & Voice.
3 Credits.
Course on human speech production and perception, covering topics including anatomy and physiology of the vocal tract, phonetic analysis, language acquisition and impairments, and speech technologies.
Distribution Area: Natural Sciences, Social and Behavioral Sciences
AS Foundational Abilities: Science and Data (FA2),
Projects and Methods (FA6)"
AS.050.202,Introduction to Computational Cognitive Science,3,"How does the mind work? Cognitive science addresses this question from a multidiscliplinary perspective, drawing upon methods and ideas from psychology, neurophysiology, neuroscience, philosophy, linguistics, and computer science. Within this framework, computational cognitive science has two related goals. The first is to create computational models of human cognition, computer programs that simulate certain aspects of the mind. The second is to understand how to produce intelligent behavior in machines, taking cues from humans. The computational frameworks we will discuss include symbolic structured representations, probabilistic inference and artificial neural networks, as applied to concept learning, language and vision. While this class does not have formal prerequisites, some programming experience (e.g., AS 250.205 Introduction to Computing or equivalent) and mathematical preparation (e.g.,
AS.110.107
Calculus II or equivalent) are essential.An optional, hands-on lab (
AS.050.212
) is offered to supplement this course.  It is highly recommended that students with less extensive computational and mathematical experience register for this lab.","FA2, FA6",Quantitative and Mathematical Sciences,,,,"AS.050.202.
Introduction to Computational Cognitive Science.
3 Credits.
How does the mind work? Cognitive science addresses this question from a multidiscliplinary perspective, drawing upon methods and ideas from psychology, neurophysiology, neuroscience, philosophy, linguistics, and computer science. Within this framework, computational cognitive science has two related goals. The first is to create computational models of human cognition, computer programs that simulate certain aspects of the mind. The second is to understand how to produce intelligent behavior in machines, taking cues from humans. The computational frameworks we will discuss include symbolic structured representations, probabilistic inference and artificial neural networks, as applied to concept learning, language and vision. While this class does not have formal prerequisites, some programming experience (e.g., AS 250.205 Introduction to Computing or equivalent) and mathematical preparation (e.g.,
AS.110.107
Calculus II or equivalent) are essential.An optional, hands-on lab (
AS.050.212
) is offered to supplement this course.  It is highly recommended that students with less extensive computational and mathematical experience register for this lab.
Distribution Area: Quantitative and Mathematical Sciences
AS Foundational Abilities: Science and Data (FA2),
Projects and Methods (FA6)"
AS.050.203,Neuroscience: Cognitive,3,"This course surveys theory and research concerning how mental processes are carried out by the human brain. Currently a wide range of methods of probing the functioning brain are yielding insights into the nature of the relation between mental and neural events. Emphasis will be placed on developing an understanding of both the physiological bases of the techniques and the issues involved in relating measures of brain activity to cognitive functioning. Methods surveyed include electrophysiological recording techniques such as EEG, ERP, single/multiple unit recording and MEG; functional imaging techniques such as PET and fMRI; and methods that involve lesioning or disrupting neural activity such as cortical stimulation, animal lesion studies, and the study of brain-damaged individuals.  Also offered as
AS.050.603
.It’s strongly recommended that students have background in one of the following courses:
AS.050.105
OR
AS.200.141
.","FA2, FA5","Natural Sciences, Social and Behavioral Sciences",,,,"AS.050.203.
Neuroscience: Cognitive.
3 Credits.
This course surveys theory and research concerning how mental processes are carried out by the human brain. Currently a wide range of methods of probing the functioning brain are yielding insights into the nature of the relation between mental and neural events. Emphasis will be placed on developing an understanding of both the physiological bases of the techniques and the issues involved in relating measures of brain activity to cognitive functioning. Methods surveyed include electrophysiological recording techniques such as EEG, ERP, single/multiple unit recording and MEG; functional imaging techniques such as PET and fMRI; and methods that involve lesioning or disrupting neural activity such as cortical stimulation, animal lesion studies, and the study of brain-damaged individuals.  Also offered as
AS.050.603
.It’s strongly recommended that students have background in one of the following courses:
AS.050.105
OR
AS.200.141
.
Distribution Area: Natural Sciences, Social and Behavioral Sciences
AS Foundational Abilities: Science and Data (FA2),
Ethics and Foundations (FA5)"
AS.050.206,Bilingualism,3,"How do we juggle multiple languages in our brain? Do children get confused when they grow up exposed to more than one language? Is it possible to forget one’s native language? Are the first and second languages processed in different areas of the brain? How does brain damage impact the different languages of a polyglot? Does knowing a second language affect non-linguistic cognitive processing? This course will address questions such as these through an exploration of cognitive and neural processes underlying bilingual and multilingual language processing. Also offered as
AS.050.606
.","FA1, FA2","Natural Sciences, Social and Behavioral Sciences",,,Writing Intensive,"AS.050.206.
Bilingualism.
3 Credits.
How do we juggle multiple languages in our brain? Do children get confused when they grow up exposed to more than one language? Is it possible to forget one’s native language? Are the first and second languages processed in different areas of the brain? How does brain damage impact the different languages of a polyglot? Does knowing a second language affect non-linguistic cognitive processing? This course will address questions such as these through an exploration of cognitive and neural processes underlying bilingual and multilingual language processing. Also offered as
AS.050.606
.
Distribution Area: Natural Sciences, Social and Behavioral Sciences
AS Foundational Abilities: Writing and Communication (FA1),
Science and Data (FA2)
Writing Intensive"
AS.050.212,Introduction to Computational Cognitive Science Lab,0.5,"This course is a hands-on lab supplement for
AS.050.202
Introduction to Computational Cognitive Science. While this lab is optional, it is highly recommended to students with less extensive computational and mathematical experience.
Corequisite(s):
Must be registered for
AS.050.202
in order to register for this optional lab.","FA2, FA6",,,,,"AS.050.212.
Introduction to Computational Cognitive Science Lab.
0.5 Credits.
This course is a hands-on lab supplement for
AS.050.202
Introduction to Computational Cognitive Science. While this lab is optional, it is highly recommended to students with less extensive computational and mathematical experience.
Corequisite(s):
Must be registered for
AS.050.202
in order to register for this optional lab.
AS Foundational Abilities: Science and Data (FA2),
Projects and Methods (FA6)"
AS.050.236,Neurolinguistics,3,"This course provides an introductory survey of the cognitive neuroscience of language – a multidisciplinary field in the intersection of Linguistics, Psycholinguistics, and Neuroscience. We will explore current research on the neural bases of the perception, production, and acquisition or human language in neuro-typical and impaired individuals.","FA1, FA2, FA6","Natural Sciences, Social and Behavioral Sciences",,,Writing Intensive,"AS.050.236.
Neurolinguistics.
3 Credits.
This course provides an introductory survey of the cognitive neuroscience of language – a multidisciplinary field in the intersection of Linguistics, Psycholinguistics, and Neuroscience. We will explore current research on the neural bases of the perception, production, and acquisition or human language in neuro-typical and impaired individuals.
Distribution Area: Natural Sciences, Social and Behavioral Sciences
AS Foundational Abilities: Writing and Communication (FA1),
Science and Data (FA2),
Projects and Methods (FA6)
Writing Intensive"
AS.050.239,Cognitive Development,3,"This is a survey course in developmental psychology designed for individuals with some basic background in psychology or cognitive science, but little or none in development. The course is strongly theoretically oriented, with emphasis on issues of nature, and development psychology as well as relevant empirical evidence. The principle focus will be early development, i.e., from conception through middle childhood. The course is organized topically, covering biological and prenatal development, perceptual and cognitive development, the nature and development of intelligence, and language learning. Also offered as
AS.050.639
.","FA2, FA5","Natural Sciences, Social and Behavioral Sciences",,,,"AS.050.239.
Cognitive Development.
3 Credits.
This is a survey course in developmental psychology designed for individuals with some basic background in psychology or cognitive science, but little or none in development. The course is strongly theoretically oriented, with emphasis on issues of nature, and development psychology as well as relevant empirical evidence. The principle focus will be early development, i.e., from conception through middle childhood. The course is organized topically, covering biological and prenatal development, perceptual and cognitive development, the nature and development of intelligence, and language learning. Also offered as
AS.050.639
.
Distribution Area: Natural Sciences, Social and Behavioral Sciences
AS Foundational Abilities: Science and Data (FA2),
Ethics and Foundations (FA5)"
