code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
AS.214.225,World Science Fiction,3,"This course explores the local, global, and universal natures of the speculative genre of science fiction (SF) from the early twentieth century through the present. It highlights works from the Golden Age (late 1930s-’50s), the New Wave of the 1960s and ’70s, cyberpunk in the 1980s, and today’s various sub-genres and cross-over incarnations. We will approach the genre as a mode of thought-experimentation and world-building that problematizes actual and possible political, cultural, natural, cosmic, and techno-scientific realities. Among the themes included are the human-machine interface, environmental apocalypse, the alien, utopia-dystopia. Readings/viewings/listenings include short stories from nearly every continent, short films and tv episodes, visual art, music, journalism, and literary criticism. All materials and lectures in English.","FA3, FA4",Humanities,,,,"AS.214.225.
World Science Fiction.
3 Credits.
This course explores the local, global, and universal natures of the speculative genre of science fiction (SF) from the early twentieth century through the present. It highlights works from the Golden Age (late 1930s-’50s), the New Wave of the 1960s and ’70s, cyberpunk in the 1980s, and today’s various sub-genres and cross-over incarnations. We will approach the genre as a mode of thought-experimentation and world-building that problematizes actual and possible political, cultural, natural, cosmic, and techno-scientific realities. Among the themes included are the human-machine interface, environmental apocalypse, the alien, utopia-dystopia. Readings/viewings/listenings include short stories from nearly every continent, short films and tv episodes, visual art, music, journalism, and literary criticism. All materials and lectures in English.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.214.241,How To Do Just About Everything: Renaissance Guides to Living Well,3,"How do I make money,?gain?and keep?power,?find love,?live long, strengthen my memory, avoid depression, cook well, write beautifully, fence, mix?paint, counteract poisoning, and?create coded messages?? The Renaissance had answers to these and many other questions. This course explores a large sampling?of advice from the Italian Renaissance. Readings include?Machiavelli’s?Prince, Della Casa’s?Galateo of Manners, Maestro Martino's?Art of Cooking, and selections from Cornaro's?Art of Living Long, Manciolino's?Guide to Swordsmanship, Cennini's?Craftsman's Handbook, Della Porta’s?Natural Magic,?Castiglione’s?Book of the Courtier,?Ficino’s?Book of Life,?as well as religious sermons, humanist treatises,?and?books of “secrets.”?Secondary literature will provide historical context for the primary?texts and tools for recognizing and unpacking?the persuasive devices used in these early examples of self-help. Students will become familiar with Italian Renaissance thought and develop analytical and critical skills to examine advice in its cultural and temporal context. The course as a whole will focus on the notion of “core values” and what is at stake when you propose help or seek help. We will also experience some of these ""how-to's"", such as calligraphy, oration, creating codes, and more.",FA3,Humanities,,,,"AS.214.241.
How To Do Just About Everything: Renaissance Guides to Living Well.
3 Credits.
How do I make money,?gain?and keep?power,?find love,?live long, strengthen my memory, avoid depression, cook well, write beautifully, fence, mix?paint, counteract poisoning, and?create coded messages?? The Renaissance had answers to these and many other questions. This course explores a large sampling?of advice from the Italian Renaissance. Readings include?Machiavelli’s?Prince, Della Casa’s?Galateo of Manners, Maestro Martino's?Art of Cooking, and selections from Cornaro's?Art of Living Long, Manciolino's?Guide to Swordsmanship, Cennini's?Craftsman's Handbook, Della Porta’s?Natural Magic,?Castiglione’s?Book of the Courtier,?Ficino’s?Book of Life,?as well as religious sermons, humanist treatises,?and?books of “secrets.”?Secondary literature will provide historical context for the primary?texts and tools for recognizing and unpacking?the persuasive devices used in these early examples of self-help. Students will become familiar with Italian Renaissance thought and develop analytical and critical skills to examine advice in its cultural and temporal context. The course as a whole will focus on the notion of “core values” and what is at stake when you propose help or seek help. We will also experience some of these ""how-to's"", such as calligraphy, oration, creating codes, and more.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3)
EN Foundational Abilities: Creative Expression (FA3)"
AS.214.304,Founding Mothers: Female Genealogies in Medieval and Renaissance Italian Literature,3,"In this course we will explore the problem of the relationship of women to dynastic power in the literature and culture of late medieval and Renaissance in Italy. Beginning from Giovanni Boccaccio’s famously ambivalent portraits of women in the Decameron and his treatise On Famous Women, we will locate women within an early modern system of inherited power and literary representations. We will then move to study a series of genealogically motivated chivalric poems (such as Orlando innamorato, Orlando furioso, Floridoro, Gerusalemme liberata) which propose a number of roles for women: warriors, queens, saints, monsters, saviors, poets, founders. These texts return again and again to the key role of women in establishing and maintaining dynastic continuity within noble families, but also to the dangers they pose to dynastic stability. We will try to understand how these literary texts work within the social and political context of the Italian city- states of this period. We will also study the involvement of women in the production and circulation of literary texts, focussing on notable patrons of the arts like Isabella d'Este and Lucrezia Borgia, and on important poets like Vittoria Colonna.",FA3,Humanities,,,,"AS.214.304.
Founding Mothers: Female Genealogies in Medieval and Renaissance Italian Literature.
3 Credits.
In this course we will explore the problem of the relationship of women to dynastic power in the literature and culture of late medieval and Renaissance in Italy. Beginning from Giovanni Boccaccio’s famously ambivalent portraits of women in the Decameron and his treatise On Famous Women, we will locate women within an early modern system of inherited power and literary representations. We will then move to study a series of genealogically motivated chivalric poems (such as Orlando innamorato, Orlando furioso, Floridoro, Gerusalemme liberata) which propose a number of roles for women: warriors, queens, saints, monsters, saviors, poets, founders. These texts return again and again to the key role of women in establishing and maintaining dynastic continuity within noble families, but also to the dangers they pose to dynastic stability. We will try to understand how these literary texts work within the social and political context of the Italian city- states of this period. We will also study the involvement of women in the production and circulation of literary texts, focussing on notable patrons of the arts like Isabella d'Este and Lucrezia Borgia, and on important poets like Vittoria Colonna.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3)
EN Foundational Abilities: Creative Expression (FA3)"
AS.214.307,Collecting and its Discontents,3,"This seminar will be concerned with resonances between collectors, artists, poets, and other hallowed figures of modernity, and their less celebrated doubles: hoarders, bibliomaniacs, ragpickers, and gleaners. We will examine the material practices and psychic mechanisms that define these identities and authorize distinctions between them, as well as the historical contexts from which they emerge. More broadly, we will grapple with the relationships between objects and narrative. We will ask how the human-object practices of collecting, hoarding, gleaning, scavenge, misuse, and fetishism change when performed in the immaterial realm of language, and what these practices look like as rhetorical and narrative strategies.",FA3,Humanities,,,,"AS.214.307.
Collecting and its Discontents.
3 Credits.
This seminar will be concerned with resonances between collectors, artists, poets, and other hallowed figures of modernity, and their less celebrated doubles: hoarders, bibliomaniacs, ragpickers, and gleaners. We will examine the material practices and psychic mechanisms that define these identities and authorize distinctions between them, as well as the historical contexts from which they emerge. More broadly, we will grapple with the relationships between objects and narrative. We will ask how the human-object practices of collecting, hoarding, gleaning, scavenge, misuse, and fetishism change when performed in the immaterial realm of language, and what these practices look like as rhetorical and narrative strategies.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3)
EN Foundational Abilities: Creative Expression (FA3)"
AS.214.330,"Reinterpreting Myths, Reinterpreting Women",3,"This course aims to reflect on the most iconic myths of classical antiquity, to be re–read through the contribution of psychoanalytic theories. In class, we will analyze the ten proposed women mythological figures, to be divided according to three major categories of wicked wives and mothers, abandoned women, and nonhuman female monsters, in their evolutions through the centuries, in order to note and investigate their new meanings and interpretations.How, for example, can the maternal figure of Medea still be considered relevant today? What meaning does she carry, and in what ways has she been reinterpreted and rewritten by literature, art, and other humanistic fields? Likewise, what is the source of the fascination still associated with the tragic figures of Ariadne and Dido, or the terror caused by monstrous beings such as the Mermaids and Medusa? How has popular culture re–appropriated them, modernizing them, and making them iconic in fantasy films like Harry Potter, in famous TV series like Game of Thrones, in horror movies, or in Disney’s animated films? Students will be able to answer these questions during the course, focusing each week on a specific myth drawn from classical Greek and Latin literature and following it through its literary and artistic developments, especially in the context of Western culture.","FA3, FA4",Humanities,,,,"AS.214.330.
Reinterpreting Myths, Reinterpreting Women.
3 Credits.
This course aims to reflect on the most iconic myths of classical antiquity, to be re–read through the contribution of psychoanalytic theories. In class, we will analyze the ten proposed women mythological figures, to be divided according to three major categories of wicked wives and mothers, abandoned women, and nonhuman female monsters, in their evolutions through the centuries, in order to note and investigate their new meanings and interpretations.How, for example, can the maternal figure of Medea still be considered relevant today? What meaning does she carry, and in what ways has she been reinterpreted and rewritten by literature, art, and other humanistic fields? Likewise, what is the source of the fascination still associated with the tragic figures of Ariadne and Dido, or the terror caused by monstrous beings such as the Mermaids and Medusa? How has popular culture re–appropriated them, modernizing them, and making them iconic in fantasy films like Harry Potter, in famous TV series like Game of Thrones, in horror movies, or in Disney’s animated films? Students will be able to answer these questions during the course, focusing each week on a specific myth drawn from classical Greek and Latin literature and following it through its literary and artistic developments, especially in the context of Western culture.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.214.362,Italian Journeys: Medieval and Early Modern,3,"The supernatural is often described as the disruption of universal coherence. It becomes an aggression that challenges the stability of a world in which the natural laws were, until then, intact. The Impossible suddenly happens in a world in which it was banished.","FA1, FA3",Humanities,,,Writing Intensive,"AS.214.362.
Italian Journeys: Medieval and Early Modern.
3 Credits.
The supernatural is often described as the disruption of universal coherence. It becomes an aggression that challenges the stability of a world in which the natural laws were, until then, intact. The Impossible suddenly happens in a world in which it was banished.
Distribution Area: Humanities
AS Foundational Abilities: Writing and Communication (FA1),
Culture and Aesthetics (FA3)
EN Foundational Abilities: Creative Expression (FA3)
Writing Intensive"
AS.214.363,Italian Journeys: An Other Story,3,"What does it mean to be “other,” and how can reading about experiences of otherness affect our understanding of historical moments? In this interdisciplinary survey of contemporary Italian literature, students will read through the lens of “the other” in order to highlight both the milieu of lived experiences (often lived by the authors themselves) outside of sociocultural ideals, and the role they play within modern Italian canon. Combining gender studies, animal studies, posthumanism, and other theoretical frameworks, students will examine works from authors such as Sibilla Aleramo, Carlo Levi, Elena Ferrante, Igiaba Scego, and directors Vittorio De Sica, and Alice Rohrwacher. Taught in English—students wishing to do coursework in Italian should register for
AS.214.363
(02).","FA3, FA4",Humanities,,,,"AS.214.363.
Italian Journeys: An Other Story.
3 Credits.
What does it mean to be “other,” and how can reading about experiences of otherness affect our understanding of historical moments? In this interdisciplinary survey of contemporary Italian literature, students will read through the lens of “the other” in order to highlight both the milieu of lived experiences (often lived by the authors themselves) outside of sociocultural ideals, and the role they play within modern Italian canon. Combining gender studies, animal studies, posthumanism, and other theoretical frameworks, students will examine works from authors such as Sibilla Aleramo, Carlo Levi, Elena Ferrante, Igiaba Scego, and directors Vittorio De Sica, and Alice Rohrwacher. Taught in English—students wishing to do coursework in Italian should register for
AS.214.363
(02).
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.214.364,Italian Journeys: Writing Lives Shaping Memories,3,"The course will examine the autobiographical genre in Italian modern and contemporary literature by exploring the following questions: what does it mean to faithfully write one’s story? What is the role of memory in the process? How does writing transform the self? What is the connection between the life of the author and the story of the country they inhabit? Traditionally, the term autobiography has referred to a self-written biography that took the form of a confession or memoir. At the beginning of the twentieth century, with the emergence of the autobiographical novel, the claim of authenticity was questioned because, in the novel, the life of the protagonist only partially coincided with that of the writer. Over the last decades, Italian writers have further explored the genre by turning to autofiction, a story that presents itself as a memoir or diary but instead is completely fictional. In this survey, students will read letters, memoirs, journals, autobiographical novels, and autofictions by authors such as Ippolito Nievo, Giuseppe Tomasi di Lampedusa, Sibilla Aleramo, Primo Levi, Italo Calvino, Natalia Ginzburg, Cesare Pavese, Melania Mazzucco, Walter Siti, Igiaba Scego, and Jonathan Bazzi. Each life story offers a diverse portrait of the Italian peninsula, thus providing a cross-section of the country’s modern history and culture. Throughout modules organized along lines of gender, race, class, space, and time, students will be prompted to reflect on how the relationship between reality and fiction changes from memoir to autofiction and investigate how this transformation of the genre affects the purpose of self-writing. While the class is taught in English, there will be sessions in Italian for students from the Italian major or minor.","FA3, FA4",,,,,"AS.214.364.
Italian Journeys: Writing Lives Shaping Memories.
3 Credits.
The course will examine the autobiographical genre in Italian modern and contemporary literature by exploring the following questions: what does it mean to faithfully write one’s story? What is the role of memory in the process? How does writing transform the self? What is the connection between the life of the author and the story of the country they inhabit? Traditionally, the term autobiography has referred to a self-written biography that took the form of a confession or memoir. At the beginning of the twentieth century, with the emergence of the autobiographical novel, the claim of authenticity was questioned because, in the novel, the life of the protagonist only partially coincided with that of the writer. Over the last decades, Italian writers have further explored the genre by turning to autofiction, a story that presents itself as a memoir or diary but instead is completely fictional. In this survey, students will read letters, memoirs, journals, autobiographical novels, and autofictions by authors such as Ippolito Nievo, Giuseppe Tomasi di Lampedusa, Sibilla Aleramo, Primo Levi, Italo Calvino, Natalia Ginzburg, Cesare Pavese, Melania Mazzucco, Walter Siti, Igiaba Scego, and Jonathan Bazzi. Each life story offers a diverse portrait of the Italian peninsula, thus providing a cross-section of the country’s modern history and culture. Throughout modules organized along lines of gender, race, class, space, and time, students will be prompted to reflect on how the relationship between reality and fiction changes from memoir to autofiction and investigate how this transformation of the genre affects the purpose of self-writing. While the class is taught in English, there will be sessions in Italian for students from the Italian major or minor.
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.214.418,"Italian Cinema: the Classics, the Forgotten, and the Emergent",3,"From the epic movies of the silent era to neorealist and auteur films of the post-war period, all the way to contemporary Academy winner The Great Beauty, Italian cinema, has had and continues to have a global impact, and shape the imagination of filmmakers all over the world. This course traces Italian film history from its origins to recent times, highlighting its main genres and trends beyond the icons of neorealist and auteur cinema, including the so-called ‘comedy Italian style,’ spaghetti westerns, horror, mafia-mockery films, feminist filmmaking, and ecocinema. While learning to probe the cinematic frame, and examine composition, camera movements, cinematography, editing, and sound, and interrogating issues of gender, class, and race, we will screen classics such as Bicycle Thieves, La Dolce Vita, and L’Avventura, but also forgotten archival films by pioneer women filmmakers, and works by emergent, independent filmmakers. This course is taught in English. Additional sessions in Italian will be arranged upon students’ request.","FA3, FA4, FA6",Humanities,,,,"AS.214.418.
Italian Cinema: the Classics, the Forgotten, and the Emergent.
3 Credits.
From the epic movies of the silent era to neorealist and auteur films of the post-war period, all the way to contemporary Academy winner The Great Beauty, Italian cinema, has had and continues to have a global impact, and shape the imagination of filmmakers all over the world. This course traces Italian film history from its origins to recent times, highlighting its main genres and trends beyond the icons of neorealist and auteur cinema, including the so-called ‘comedy Italian style,’ spaghetti westerns, horror, mafia-mockery films, feminist filmmaking, and ecocinema. While learning to probe the cinematic frame, and examine composition, camera movements, cinematography, editing, and sound, and interrogating issues of gender, class, and race, we will screen classics such as Bicycle Thieves, La Dolce Vita, and L’Avventura, but also forgotten archival films by pioneer women filmmakers, and works by emergent, independent filmmakers. This course is taught in English. Additional sessions in Italian will be arranged upon students’ request.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4),
Projects and Methods (FA6)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.214.422,"Ugly Beasts, Talking Monkeys: The Medieval Animal",3,"This seminar explores the boundaries between humans and animals in the medieval world and beyond. Reading literary texts such as Giovanni Boccaccio’s Decameron, Moderata Fonte’s Floridoro, Luigi Pulci’s Morgante and medical texts such as Girolamo Fracastoro’s On Contagion, we will trace the formation of distinctions between species.The categories we will use to investigate the distinctions between animals and humans include metamorphosis, contagion, education, taxonomy, subjugation, hunting, representation, anthropomorphism and zoomorphism, wilderness, misogyny, and promiscuity. To probe these categories and distinctions, we will make use of a series of critical approaches, from critical animal studies to posthumanism, within the disciplinary specificity of Medieval Studies.","FA3, FA4",Humanities,,,,"AS.214.422.
Ugly Beasts, Talking Monkeys: The Medieval Animal.
3 Credits.
This seminar explores the boundaries between humans and animals in the medieval world and beyond. Reading literary texts such as Giovanni Boccaccio’s Decameron, Moderata Fonte’s Floridoro, Luigi Pulci’s Morgante and medical texts such as Girolamo Fracastoro’s On Contagion, we will trace the formation of distinctions between species.The categories we will use to investigate the distinctions between animals and humans include metamorphosis, contagion, education, taxonomy, subjugation, hunting, representation, anthropomorphism and zoomorphism, wilderness, misogyny, and promiscuity. To probe these categories and distinctions, we will make use of a series of critical approaches, from critical animal studies to posthumanism, within the disciplinary specificity of Medieval Studies.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
