course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
EN.662.611.02.FA24,Strategies: Accounting & Finance,"Leps, Annette","Leps, Annette",2024 Fall,Engineering Management,3.69,4.62,4.35
EN.662.611.01.FA24,Strategies: Accounting & Finance,"Leps, Annette","Leps, Annette",2024 Fall,Engineering Management,3.68,4.29,4.57
EN.662.611.03.FA24,Strategies: Accounting & Finance,"Hansen, Casey","Hansen, Casey",2024 Fall,Engineering Management,3.35,4.78,4.48
EN.662.611.01.SP25,Strategies: Accounting & Finance,"Leps, Annette","Leps, Annette",2025 Spring,Engineering Management,3.65,3.89,4.39
EN.662.611.02.SP25,Strategies: Accounting & Finance,"Hansen, Casey","Hansen, Casey",2025 Spring,Engineering Management,3.67,4.64,4.53
EN.662.611.01.FA25,Strategies: Accounting & Finance,"Leps, Annette","Leps, Annette",2025 Fall,Engineering Management,3.45,4.33,4.52
EN.662.611.03.FA25,Strategies: Accounting & Finance,"Hansen, Casey","Hansen, Casey",2025 Fall,Engineering Management,3.42,4.89,4.89
EN.662.611.02.FA25,Strategies: Accounting & Finance,"Hansen, Casey","Hansen, Casey",2025 Fall,Engineering Management,3.25,4.88,4.50
EN.662.645.01.SP24,Management and Global Team Leadership,"Cocron, Alexander","Cocron, Alexander",2024 Spring,Engineering Management,2.17,4.78,4.39
EN.662.645.01.SP24,Management and Global Team Leadership,"Henkin, David","Henkin, David",2024 Spring,Engineering Management,2.17,4.82,4.39
EN.662.645.01.SP25,Management and Global Team Leadership,"Cocron, Sascha","Cocron, Sascha",2025 Spring,Engineering Management,2.44,4.69,4.31
EN.662.645.01.SP25,Management and Global Team Leadership,"Henkin , David","Henkin , David",2025 Spring,Engineering Management,2.44,4.80,4.31
EN.662.645.01.FA25,Management and Global Team Leadership,"Cocron, Sascha","Cocron, Sascha",2025 Fall,Engineering Management,2.80,4.63,4.56
EN.662.645.02.FA25,Management and Global Team Leadership,"Cocron, Sascha","Cocron, Sascha",2025 Fall,Engineering Management,2.85,4.83,4.62
EN.662.671.01.SP25,Action Lab,"Burkholder Murphy, Alissa","Burkholder Murphy, Alissa",2025 Spring,Engineering Management,3.82,4.71,3.88
EN.662.671.01.SP25,Action Lab,"Murphy, Todd","Murphy, Todd",2025 Spring,Engineering Management,3.82,4.65,3.88
EN.662.680.01.FA24,Foundations in Communication and Ethics,"Smith, Sarah","Smith, Sarah",2024 Fall,Engineering Management,2.93,4.66,4.41
EN.662.680.01.FA24,Foundations in Communication and Ethics,"Esnaashari,  Shadi","Esnaashari,  Shadi",2024 Fall,Engineering Management,2.93,4.72,4.41
EN.662.680.02.FA25,Foundations in Communication and Ethics,"Smith, Sarah","Smith, Sarah",2025 Fall,Engineering Management,2.80,4.90,4.60
EN.662.680.01.FA25,Foundations in Communication and Ethics,"Smith, Sarah","Smith, Sarah",2025 Fall,Engineering Management,3.17,4.88,4.42
EN.662.692.02.FA24,Strategies for Innovation & Growth,"Mackesey, Trevor","Mackesey, Trevor",2024 Fall,Engineering Management,4.32,4.08,4.16
EN.662.692.01.FA24,Strategies for Innovation & Growth,"Sheff, Pam","Sheff, Pam",2024 Fall,Engineering Management,4.36,4.57,4.50
EN.662.692.03.FA24,Strategies for Innovation & Growth,"Lopez-Gonzalez,  Monica","Lopez-Gonzalez,  Monica",2024 Fall,Engineering Management,4.21,4.24,4.44
EN.662.692.03.FA24,Strategies for Innovation & Growth,"Cocron,  Alexander","Cocron,  Alexander",2024 Fall,Engineering Management,4.21,4.96,4.44
EN.662.692.02.FA25,Strategies for Innovation & Growth,"Mackesey, Trevor","Mackesey, Trevor",2025 Fall,Engineering Management,4.00,4.20,4.21
EN.662.692.03.FA25,Strategies for Innovation & Growth,"Sheff, Pam","Sheff, Pam",2025 Fall,Engineering Management,4.11,4.61,4.28
EN.662.692.01.FA25,Strategies for Innovation & Growth,"Cocron, Sascha","Cocron, Sascha",2025 Fall,Engineering Management,4.47,4.84,4.58
EN.662.692.01.FA25,Strategies for Innovation & Growth,"Karkale, Pranay Pramod","Karkale, Pranay Pramod",2025 Fall,Engineering Management,4.47,4.11,4.58
