code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
AS.010.101,"Introduction to Art History, Pre-1400",4,"This course explores world art and architecture before c. 1400 and introduces art historical concepts and approaches. Works of art from local collections, such as the Walters Art Museum and the Baltimore Museum of Art, as well as local monuments and architecture may be incorporated into the course. Lectures will be supported by weekly sections that will include museum visits, discussion of scholarly readings and primary sources, and exam reviews.","FA1, FA3, FA4",Humanities,,,Writing Intensive,"AS.010.101.
Introduction to Art History, Pre-1400.
4 Credits.
This course explores world art and architecture before c. 1400 and introduces art historical concepts and approaches. Works of art from local collections, such as the Walters Art Museum and the Baltimore Museum of Art, as well as local monuments and architecture may be incorporated into the course. Lectures will be supported by weekly sections that will include museum visits, discussion of scholarly readings and primary sources, and exam reviews.
Distribution Area: Humanities
AS Foundational Abilities: Writing and Communication (FA1),
Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)
Writing Intensive"
AS.010.102,"Introduction to Art History, 1400 to the Present",4,"This course explores world art and architecture from c. 1400 to the present and introduces art historical concepts and approaches. Works of art from local collections, such as the Walters Art Museum and the Baltimore Museum of Art, as well as local monuments and architecture may be incorporated into the course. Lectures will be supported by weekly sections that will include museum visits, discussion of scholarly readings and primary sources, and exam reviews.","FA3, FA4",Humanities,,,,"AS.010.102.
Introduction to Art History, 1400 to the Present.
4 Credits.
This course explores world art and architecture from c. 1400 to the present and introduces art historical concepts and approaches. Works of art from local collections, such as the Walters Art Museum and the Baltimore Museum of Art, as well as local monuments and architecture may be incorporated into the course. Lectures will be supported by weekly sections that will include museum visits, discussion of scholarly readings and primary sources, and exam reviews.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.010.205,Art and Architecture of Mesoamerica,3,"This course surveys the art and architecture of Mesoamerica, from the ancestral Puebloans in what is today the Southwestern United States, through the homelands of the Mexica, Maya, and Zapotec in Central America, to the Taíno and Chiriquí in the Circum-Caribbean. After first discussing the concept of “Mesoamerica,” we will then explore the material and spatial productions of these Indigenous groups. Each week we will focus on a different urban setting, examining the works communities made and used there, which included sculpture, ceramics, murals, manuscripts, textiles, metalwork, and earthen architecture. Course themes will include—but are not limited to—the portrayal of humans, animals, and sacred figures; urban design, construction, and monumentality; as well as how materials and spaces were used for religious and political purposes.","FA3, FA4",Humanities,,,,"AS.010.205.
Art and Architecture of Mesoamerica.
3 Credits.
This course surveys the art and architecture of Mesoamerica, from the ancestral Puebloans in what is today the Southwestern United States, through the homelands of the Mexica, Maya, and Zapotec in Central America, to the Taíno and Chiriquí in the Circum-Caribbean. After first discussing the concept of “Mesoamerica,” we will then explore the material and spatial productions of these Indigenous groups. Each week we will focus on a different urban setting, examining the works communities made and used there, which included sculpture, ceramics, murals, manuscripts, textiles, metalwork, and earthen architecture. Course themes will include—but are not limited to—the portrayal of humans, animals, and sacred figures; urban design, construction, and monumentality; as well as how materials and spaces were used for religious and political purposes.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.010.212,Mirror Mirror: Reflections in Art from Van Eyck to Velázquez,3,"Explores the different ways Early Modern painters and printmakers incorporated mirrors and optical reflections into their works for the sake of illusion and metaphor, deception and desire, reflexivity and truth-telling. Connecting sense perception and ethical knowledge, embedded mirror images often made claims about the nature of the self, the powers of art, and the superiority of painting in particular.","FA3, FA4",Humanities,,,,"AS.010.212.
Mirror Mirror: Reflections in Art from Van Eyck to Velázquez.
3 Credits.
Explores the different ways Early Modern painters and printmakers incorporated mirrors and optical reflections into their works for the sake of illusion and metaphor, deception and desire, reflexivity and truth-telling. Connecting sense perception and ethical knowledge, embedded mirror images often made claims about the nature of the self, the powers of art, and the superiority of painting in particular.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.010.214,Ancient Americas in Motion,3,"This course critically examines the visual arts through the medium of documentary, historical, and Hollywood film. Coverage is mostly North America and Mesoamerica.","FA3, FA5, FA6",Humanities,,,,"AS.010.214.
Ancient Americas in Motion.
3 Credits.
This course critically examines the visual arts through the medium of documentary, historical, and Hollywood film. Coverage is mostly North America and Mesoamerica.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Ethics and Foundations (FA5),
Projects and Methods (FA6)
EN Foundational Abilities: Creative Expression (FA3)"
AS.010.235,"Art, Medicine, and the Body: Middle Ages to Modernity",3,"This course explores seven centuries of fruitful collaboration between physicians and artists, uncovering the shared discourses and therapeutic agendas that united the art of picture-making with the art of healing. Topics include understandings of the gendered body in ancient natural philosophy and Christian theology; astrological medicine; physiognomics and the visual diagnosis of mental and physical disease; medieval medical diagrams; the anatomical investigations of Leonardo da Vinci and Michelangelo; depictions of pain and suffering in the art of Matthias Grünewald, melancholy in the prints of Albrecht Dürer, and the cross-cultural history of the therapeutic artefact; the spectacularization of the body in Enlightenment science, and the ethics of medical specimen display today -- all bringing into view the dynamic intersections of the history of medicine and the history of art.","FA3, FA5",Humanities,,,,"AS.010.235.
Art, Medicine, and the Body: Middle Ages to Modernity.
3 Credits.
This course explores seven centuries of fruitful collaboration between physicians and artists, uncovering the shared discourses and therapeutic agendas that united the art of picture-making with the art of healing. Topics include understandings of the gendered body in ancient natural philosophy and Christian theology; astrological medicine; physiognomics and the visual diagnosis of mental and physical disease; medieval medical diagrams; the anatomical investigations of Leonardo da Vinci and Michelangelo; depictions of pain and suffering in the art of Matthias Grünewald, melancholy in the prints of Albrecht Dürer, and the cross-cultural history of the therapeutic artefact; the spectacularization of the body in Enlightenment science, and the ethics of medical specimen display today -- all bringing into view the dynamic intersections of the history of medicine and the history of art.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Ethics and Foundations (FA5)
EN Foundational Abilities: Creative Expression (FA3)"
AS.010.238,The Painting of Modern Life: From the Avant-garde to the Everyday,3,"This course offers an introduction to modern European painting. Our point of departure will be Charles Baudelaire’s famous essay, “The Painter of Modern Life” (1863) in which he suggests that painting must engage the tensions that inform everyday life, in all its novelty and banality. We will put this claim to the test by approaching a constellation of key works that unlock different aspects of modern life: freedom and alienation, labor and leisure, metropole and colony, art and life, and the troubled intersections of class, race, and gender. Rather than treating the works we look at as “masterpieces” emblematic of European modernity, we will consider how they contribute to a critique of the idea of Europe and the modern project. Works studied will range from Francisco Goya’s “The Third of May 1808, or ‘The Executions’” to Hannah Höch’s “Cut with the Kitchen Knife Dada Through the Last Weimar Beer Belly Cultural Epoch of Germany,” from Édouard Manet’s “Olympia” to Carolee Schneemann’s “Up to and Including Her Limits.”","FA1, FA3, FA4",Humanities,,,Writing Intensive,"AS.010.238.
The Painting of Modern Life: From the Avant-garde to the Everyday.
3 Credits.
This course offers an introduction to modern European painting. Our point of departure will be Charles Baudelaire’s famous essay, “The Painter of Modern Life” (1863) in which he suggests that painting must engage the tensions that inform everyday life, in all its novelty and banality. We will put this claim to the test by approaching a constellation of key works that unlock different aspects of modern life: freedom and alienation, labor and leisure, metropole and colony, art and life, and the troubled intersections of class, race, and gender. Rather than treating the works we look at as “masterpieces” emblematic of European modernity, we will consider how they contribute to a critique of the idea of Europe and the modern project. Works studied will range from Francisco Goya’s “The Third of May 1808, or ‘The Executions’” to Hannah Höch’s “Cut with the Kitchen Knife Dada Through the Last Weimar Beer Belly Cultural Epoch of Germany,” from Édouard Manet’s “Olympia” to Carolee Schneemann’s “Up to and Including Her Limits.”
Distribution Area: Humanities
AS Foundational Abilities: Writing and Communication (FA1),
Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)
Writing Intensive"
AS.010.240,Art and the Environment in the Ancient Eastern Mediterranean,3,"What is the relationship between art and the environment? What are “geoaesthetics?” This course explores the interrelationships between ecosystem and creative responses and practices in the ancient Eastern Mediterranean. Specifically, the class will examine the intersections between artistic and architectural practices and the natural environment during the New Kingdom in ancient Egypt, the Neo-Assyrian period in ancient Mesopotamia, and the Minoan Bronze Age in the ancient Aegean.",,Humanities,,,,"AS.010.240.
Art and the Environment in the Ancient Eastern Mediterranean.
3 Credits.
What is the relationship between art and the environment? What are “geoaesthetics?” This course explores the interrelationships between ecosystem and creative responses and practices in the ancient Eastern Mediterranean. Specifically, the class will examine the intersections between artistic and architectural practices and the natural environment during the New Kingdom in ancient Egypt, the Neo-Assyrian period in ancient Mesopotamia, and the Minoan Bronze Age in the ancient Aegean.
Distribution Area: Humanities"
AS.010.242,Place and Power in the Ancient Americas,3,"This course considers how people envision, construct, and negotiate place in cultures throughout the Ancient Americas. From the dark galleries of the Old Temple at Chavín de Huantar to the towering twin Templo Mayor in the Aztec capital of Tenochtitlan, we will consider how Indigenous makers created powerful places, and how those places would have been experienced and understood by ancient communities. Considering art and architecture in a variety of media, we will study places where gods live; places where important things happened; places that ordered the world; and places where humans access and negotiate power.","FA1, FA3, FA4",Humanities,,,,"AS.010.242.
Place and Power in the Ancient Americas.
3 Credits.
This course considers how people envision, construct, and negotiate place in cultures throughout the Ancient Americas. From the dark galleries of the Old Temple at Chavín de Huantar to the towering twin Templo Mayor in the Aztec capital of Tenochtitlan, we will consider how Indigenous makers created powerful places, and how those places would have been experienced and understood by ancient communities. Considering art and architecture in a variety of media, we will study places where gods live; places where important things happened; places that ordered the world; and places where humans access and negotiate power.
Distribution Area: Humanities
AS Foundational Abilities: Writing and Communication (FA1),
Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.010.245,Netherlandish Painting in the Fifteenth Century: Broederlam to Bosch,3,"This course explores the achievements and impact of the major painters working in the Burgundian Netherlands, especially the cities of Flanders, during the fifteenth century: Melchior Broederlam, Jan van Eyck, Rogier van der Weyden; the Master of Flémalle, Hans Memling, Hugo van der Goes, Hieronymus Bosch, and others.","FA3, FA4",Humanities,,,,"AS.010.245.
Netherlandish Painting in the Fifteenth Century: Broederlam to Bosch.
3 Credits.
This course explores the achievements and impact of the major painters working in the Burgundian Netherlands, especially the cities of Flanders, during the fifteenth century: Melchior Broederlam, Jan van Eyck, Rogier van der Weyden; the Master of Flémalle, Hans Memling, Hugo van der Goes, Hieronymus Bosch, and others.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
