course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
AS.010.101.02.FA24,"Introduction to Art History, Pre-1400","Merback, Mitchell","Merback, Mitchell",2024 Fall,History of Art,2.91,4.33,4.18
AS.010.101.01.FA24,"Introduction to Art History, Pre-1400","Merback, Mitchell","Merback, Mitchell",2024 Fall,History of Art,3.44,4.75,4.63
AS.010.101.02.FA25,"Introduction to Art History, Pre-1400","Zchomelidse, Nino","Zchomelidse, Nino",2025 Fall,History of Art,2.80,4.25,4.20
AS.010.101.02.FA25,"Introduction to Art History, Pre-1400","Stager, Jennifer","Stager, Jennifer",2025 Fall,History of Art,2.80,4.80,4.20
AS.010.101.01.FA25,"Introduction to Art History, Pre-1400","Zchomelidse, Nino","Zchomelidse, Nino",2025 Fall,History of Art,2.90,3.73,3.82
AS.010.101.01.FA25,"Introduction to Art History, Pre-1400","Stager, Jennifer","Stager, Jennifer",2025 Fall,History of Art,2.90,4.64,3.82
AS.010.102.02.SP24,Introduction to Art History II,"Hyman, Aaron","Hyman, Aaron",2024 Spring,History of Art,2.94,4.44,4.50
AS.010.102.02.SP24,Introduction to Art History II,"Schopp, Caroline","Schopp, Caroline",2024 Spring,History of Art,2.94,4.56,4.50
AS.010.102.02.SP25,Introduction to Art History II,"Campbell, Stephen","Campbell, Stephen",2025 Spring,History of Art,3.00,4.50,4.42
AS.010.102.01.SP25,Introduction to Art History II,"Campbell, Stephen","Campbell, Stephen",2025 Spring,History of Art,2.83,4.33,4.25
AS.010.205.01.FA24,Art and Architecture of Mesoamerica,"Meyer, Anthony","Meyer, Anthony",2024 Fall,History of Art,2.60,5.00,4.70
AS.010.235.01.FA25,"Art, Medicine, and the Body: Middle Ages to Modernity","Merback, Mitchell","Merback, Mitchell",2025 Fall,History of Art,3.06,4.69,4.50
AS.010.242.01.FA25,Place and Power in the Ancient Americas,"Earley, Caitlin","Earley, Caitlin",2025 Fall,History of Art,2.69,4.75,4.31
AS.010.291.01.SP25,The Art of Ancient Greek Medicine,"Stager, Jennifer","Stager, Jennifer",2025 Spring,History of Art,2.71,4.65,4.35
AS.010.292.01.FA25,Greek Tragedy and the Visual Arts,"Stager, Jennifer","Stager, Jennifer",2025 Fall,History of Art,2.92,4.87,4.38
AS.010.307.01.FA24,"Diplomats, Dealers, and Diggers: The Birth of Archaeology and the Rise of Collecting from the 19th c. to Today","Feldman, Marian","Feldman, Marian",2024 Fall,History of Art,3.43,4.86,4.71
AS.010.315.01.SP24,"Art of the Assyrian Empire, 1000-600 BCE","Feldman, Marian","Feldman, Marian",2024 Spring,History of Art,3.13,4.67,4.56
AS.010.341.01.SP24,Asian Modernisms,"Liu, Yinxing","Liu, Yinxing",2024 Spring,History of Art,3.15,4.54,4.69
AS.010.342.01.SP24,"Projecting Power: Monarchs, Movies, and the Masses","Halladay, Andrew","Halladay, Andrew",2024 Spring,History of Art,3.00,5.00,4.83
AS.010.356.01.SP24,Landscape in World Cinema,"Liu, Yinxing","Liu, Yinxing",2024 Spring,History of Art,3.20,4.50,4.30
AS.010.358.01.FA25,The Art of Celebration in Early Modern Northern Europe,"Slater, Alexis","Slater, Alexis",2025 Fall,History of Art,3.60,4.09,4.09
AS.010.359.01.SP25,The Symbolic Mosque: A Political History of Islamic Architecture,"Kim, Christine","Kim, Christine",2025 Spring,History of Art,3.29,4.71,5.00
AS.010.369.01.SP24,"The American Art Museum: Origins, Mission, and Civic Purpose","Weiss, Daniel","Weiss, Daniel",2024 Spring,History of Art,2.92,5.00,4.75
AS.010.369.01.SP25,"The American Art Museum: Origins, Mission, and Civic Purpose","Weiss, Daniel","Weiss, Daniel",2025 Spring,History of Art,2.73,5.00,4.60
AS.010.377.01.SP25,Modern Palestinian Art & Its Contexts,"Amin, Alessandra","Amin, Alessandra",2025 Spring,History of Art,2.83,5.00,5.00
AS.010.386.01.FA24,Modern Art in a Global Frame,"Brown, Rebecca","Brown, Rebecca",2024 Fall,History of Art,3.25,4.83,4.75
AS.010.388.01.SP25,Afro Asia,"Ballakrishnen, Meghaa","Ballakrishnen, Meghaa",2025 Spring,History of Art,3.14,5.00,4.71
AS.010.398.01.SP24,Tombs for the Living,"Deleonardis, Lisa","Deleonardis, Lisa",2024 Spring,History of Art,2.35,4.92,4.44
AS.010.416.01.SP24,Leonardo da Vinci: Lives and Afterlives of a Premodern Artist,"Campbell, Stephen","Campbell, Stephen",2024 Spring,History of Art,3.40,4.60,4.40
AS.010.418.01.SP24,"On Weaving: Feminism, Ecology, Care","Schopp, Caroline","Schopp, Caroline",2024 Spring,History of Art,2.80,4.60,4.60
AS.010.419.01.SP24,"The Passion and Resurrection from Middle Ages to Modernity: Image, Narrative, Drama, Film","Merback, Mitchell","Merback, Mitchell",2024 Spring,History of Art,3.25,4.25,5.00
AS.010.431.01.FA25,Obsessed with the Past: the Art and Architecture of Medieval Rome,"Zchomelidse, Nino","Zchomelidse, Nino",2025 Fall,History of Art,3.73,4.83,4.91
AS.010.445.01.SP24,Picturing Power across the Ancient Americas,"Popovici, Catherine","Popovici, Catherine",2024 Spring,History of Art,3.25,4.67,4.50
AS.010.480.01.SP25,Indigenous Materialities of the Americas,"Meyer, Anthony","Meyer, Anthony",2025 Spring,History of Art,3.40,4.90,4.70
