code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
EN.560.100,Civilization Engineered: Structures and Systems,3,"Civilizations rely on engineered structures and infrastructure systems to supply their basic needs, including water, energy, transportation, and shelter. This course will examine the past, present, and future of the engineering solutions on which civilizations rely, and the evolving technological, environmental, and societal challenges to which our current solutions must adapt. Through lectures and hands-on activities, students will learn fundamental engineering concepts and methods of graphical communication, as well as an introduction to physical and computational modeling of structures and infrastructure systems.",FA2,Engineering,,,,"EN.560.100.
Civilization Engineered: Structures and Systems.
3 Credits.
Civilizations rely on engineered structures and infrastructure systems to supply their basic needs, including water, energy, transportation, and shelter. This course will examine the past, present, and future of the engineering solutions on which civilizations rely, and the evolving technological, environmental, and societal challenges to which our current solutions must adapt. Through lectures and hands-on activities, students will learn fundamental engineering concepts and methods of graphical communication, as well as an introduction to physical and computational modeling of structures and infrastructure systems.
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.560.101,Civilization Engineered: Data-driven Solutions for Communities,3,"Modern civilizations are inundated with data, which presents challenges related to the quantity and quality of data, but also opportunities for engineers to improve people's lives through data-informed design. Increasingly, data is being leveraged to help create solutions for society's grand challenges in the areas of sustainable and resilient cities, human safety and security, decision-making in healthcare, future energy infrastructure, even space exploration and habitation. This course will take a deep-dive into data - how to collect, process, visualize, model, and interpret it – with the goal of designing and evaluating solutions for the grand challenges that will impact our collective future.  Coding will be emphasized in this class. The ePortfolio tag(s) on this course signify that there are one or more assignments offered in the course that provide students with the opportunity to be assessed for proficiency in completion of the relevant ePortfolio requirement(s).",,Engineering,"EN.500.113, EN.500.133","EN.500.113
or
EN.500.133",,"EN.560.101.
Civilization Engineered: Data-driven Solutions for Communities.
3 Credits.
Modern civilizations are inundated with data, which presents challenges related to the quantity and quality of data, but also opportunities for engineers to improve people's lives through data-informed design. Increasingly, data is being leveraged to help create solutions for society's grand challenges in the areas of sustainable and resilient cities, human safety and security, decision-making in healthcare, future energy infrastructure, even space exploration and habitation. This course will take a deep-dive into data - how to collect, process, visualize, model, and interpret it – with the goal of designing and evaluating solutions for the grand challenges that will impact our collective future.  Coding will be emphasized in this class. The ePortfolio tag(s) on this course signify that there are one or more assignments offered in the course that provide students with the opportunity to be assessed for proficiency in completion of the relevant ePortfolio requirement(s).
Prerequisite(s):
EN.500.113
or
EN.500.133
Distribution Area: Engineering
EN Foundational Abilities: Oral Communication ePortfolio (FA1.2eP)"
EN.560.191,CaSE Collaborative,0.5,"From sketching to 3D printing, students in this course will work directly with the tools that civil and systems engineers use to plan and communicate their ideas.  Hands-on learning activities will help students develop these skills, with an emphasis on communication and collaboration using graphical tools such as CAD and GIS software and physical specimens fabricated with manual construction and 3D printing.",FA2,"Engineering, Natural Sciences",,,,"EN.560.191.
CaSE Collaborative.
0.5 Credits.
From sketching to 3D printing, students in this course will work directly with the tools that civil and systems engineers use to plan and communicate their ideas.  Hands-on learning activities will help students develop these skills, with an emphasis on communication and collaboration using graphical tools such as CAD and GIS software and physical specimens fabricated with manual construction and 3D printing.
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.560.192,CaSE Cornerstone Design Project,1,"Through a semester-long project, students in this course will practice the engineering design process as they work with a community partner to develop a proposal for the improvement or development of a parcel of land in Baltimore City (e.g. a vacant lot, parkland, etc.). Students will present their proposals at the Whiting School’s Design Day. The ePortfolio tag(s) on this course signify that there are one or more assignments offered in the course that provide students with the opportunity to be assessed for proficiency in completion of the relevant ePortfolio requirement(s).",,Engineering,,,,"EN.560.192.
CaSE Cornerstone Design Project.
1 Credit.
Through a semester-long project, students in this course will practice the engineering design process as they work with a community partner to develop a proposal for the improvement or development of a parcel of land in Baltimore City (e.g. a vacant lot, parkland, etc.). Students will present their proposals at the Whiting School’s Design Day. The ePortfolio tag(s) on this course signify that there are one or more assignments offered in the course that provide students with the opportunity to be assessed for proficiency in completion of the relevant ePortfolio requirement(s).
Distribution Area: Engineering
EN Foundational Abilities: Conceiving of and Realizing Projects ePortfolio (FA6eP)"
EN.560.201,Statics & Mechanics of Materials,3,"This course combines statics  - the basic principles of classical mechanics applied to the equilibrium of particles and rigid bodies at rest, under the influence of various force systems  - with mechanics of materials  - the study of deformable bodies and the relationships between stresses and deformations within those bodies.  Fundamental concepts in statics include the proper use of free body diagrams, the analysis of simple structures, centroids and centers of gravity, and moments of inertia.  The study of mechanics of materials will focus on the elastic analysis of axial force, torsion, and bending members to determine corresponding stresses and strains.  Stress transformations and principal stresses will be introduced.For most majors, students are required to register for both 560.201 Statics and Mechanics of Materials and 560.211 Statics and Mechanics of Materials Laboratory.",FA2,Engineering,"AS.171.101, AS.171.105, AS.171.107, EN.530.123, EN.530.124, EN.560.211","AS.171.101
OR
AS.171.105
OR
AS.171.107
OR (
EN.530.123
AND
EN.530.124
) or instructor permission.
Corequisite(s):
EN.560.211",,"EN.560.201.
Statics & Mechanics of Materials.
3 Credits.
This course combines statics  - the basic principles of classical mechanics applied to the equilibrium of particles and rigid bodies at rest, under the influence of various force systems  - with mechanics of materials  - the study of deformable bodies and the relationships between stresses and deformations within those bodies.  Fundamental concepts in statics include the proper use of free body diagrams, the analysis of simple structures, centroids and centers of gravity, and moments of inertia.  The study of mechanics of materials will focus on the elastic analysis of axial force, torsion, and bending members to determine corresponding stresses and strains.  Stress transformations and principal stresses will be introduced.For most majors, students are required to register for both 560.201 Statics and Mechanics of Materials and 560.211 Statics and Mechanics of Materials Laboratory.
Prerequisite(s):
AS.171.101
OR
AS.171.105
OR
AS.171.107
OR (
EN.530.123
AND
EN.530.124
) or instructor permission.
Corequisite(s):
EN.560.211
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.560.211,Statics and Mechanics of Materials Laboratory,1,"The complementary laboratory course for and required corequisite to
EN.560.201
Statics and Mechanics of Materials.  For most majors, students are required to register for both 560.201 Statics and Mechanics of Materials and 560.211 Statics and Mechanics of Materials Laboratory.",FA2,Engineering,EN.560.201,"Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter Laboratory Safety Introductory Course in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
Corequisite(s):
EN.560.201",,"EN.560.211.
Statics and Mechanics of Materials Laboratory.
1 Credit.
The complementary laboratory course for and required corequisite to
EN.560.201
Statics and Mechanics of Materials.  For most majors, students are required to register for both 560.201 Statics and Mechanics of Materials and 560.211 Statics and Mechanics of Materials Laboratory.
Prerequisite(s):
Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter Laboratory Safety Introductory Course in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
Corequisite(s):
EN.560.201
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.560.240,"Uncertainty, Reliability and Decision-making",3,"This course covers the essentials of probability and statistics with an emphasis on their use for reliability, risk, and decision making for civil and systems engineering applications. Topics include the basics of probability theory (random variables, moments, single and multi-variate distribution functions), an introduction to occurrence probabilities and extreme value statistics and their use in assessing risk of civil infrastructure systems, and introductory concepts in structural reliability and reliability-based design.",FA2,"Engineering, Quantitative and Mathematical Sciences",AS.110.109,AS.110.109,,"EN.560.240.
Uncertainty, Reliability and Decision-making.
3 Credits.
This course covers the essentials of probability and statistics with an emphasis on their use for reliability, risk, and decision making for civil and systems engineering applications. Topics include the basics of probability theory (random variables, moments, single and multi-variate distribution functions), an introduction to occurrence probabilities and extreme value statistics and their use in assessing risk of civil infrastructure systems, and introductory concepts in structural reliability and reliability-based design.
Prerequisite(s):
AS.110.109
Distribution Area: Engineering, Quantitative and Mathematical Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.560.250,Intro to Mathematical Decision Making,3,"This first course in mathematical decision-making introduces optimization models and their role in solving complex problems. The methods are motivated by a set of real-world problems from various domains including Transportation, Energy, Health, Management, and Space, among others. The course covers linear and integer optimization formulations, solution algorithms, sensitivity analysis, network models, simulation examples, and hands-on solution techniques and coding.",FA2,"Engineering, Quantitative and Mathematical Sciences","EN.553.291, EN.500.113","EN.553.291
AND
EN.500.113",,"EN.560.250.
Intro to Mathematical Decision Making.
3 Credits.
This first course in mathematical decision-making introduces optimization models and their role in solving complex problems. The methods are motivated by a set of real-world problems from various domains including Transportation, Energy, Health, Management, and Space, among others. The course covers linear and integer optimization formulations, solution algorithms, sensitivity analysis, network models, simulation examples, and hands-on solution techniques and coding.
Prerequisite(s):
EN.553.291
AND
EN.500.113
Distribution Area: Engineering, Quantitative and Mathematical Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.560.291,CaSE Coding,0.5,"Having learned basic Python programming skills in Gateway Computing, CaSE Coding will provide an opportunity for students to apply and further develop their coding skills by using them to analyze, interpret, and visualize real-world data from the materials, structures, and infrastructure systems that make up our built environment.",FA2,Engineering,"AS.110.109, EN.500.113","AS.110.109
AND
EN.500.113",,"EN.560.291.
CaSE Coding.
0.5 Credits.
Having learned basic Python programming skills in Gateway Computing, CaSE Coding will provide an opportunity for students to apply and further develop their coding skills by using them to analyze, interpret, and visualize real-world data from the materials, structures, and infrastructure systems that make up our built environment.
Prerequisite(s):
AS.110.109
AND
EN.500.113
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.560.292,CaSE Research,0.5,"An introduction to the research process, students in this project-based course will develop an appreciation for the role of research in our society and will learn the tools indispensable to researchers, including how to conduct literature reviews, how to read and write technical literature, as well as how to formulate and test a research hypothesis. Students will explore the research process through a variety of methods including as an exercise in uncertainty quantification.",FA2,Engineering,,,,"EN.560.292.
CaSE Research.
0.5 Credits.
An introduction to the research process, students in this project-based course will develop an appreciation for the role of research in our society and will learn the tools indispensable to researchers, including how to conduct literature reviews, how to read and write technical literature, as well as how to formulate and test a research hypothesis. Students will explore the research process through a variety of methods including as an exercise in uncertainty quantification.
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.560.301,Structural Systems I,3,"This course will introduce students to the structural design workflow from concept and ideation to structural modeling and analysis to member and connection design using the reliability-based limit states approach. This first course in a two-course sequence will focus on the analysis and design of structural systems composed primarily of axial force members (e.g. trusses, cables, and arches). Connections to mechanics-based principles will be emphasized and practical applications using common structural materials such as timber, steel, and reinforced concrete will be covered.",FA2,Engineering,EN.560.201,EN.560.201,,"EN.560.301.
Structural Systems I.
3 Credits.
This course will introduce students to the structural design workflow from concept and ideation to structural modeling and analysis to member and connection design using the reliability-based limit states approach. This first course in a two-course sequence will focus on the analysis and design of structural systems composed primarily of axial force members (e.g. trusses, cables, and arches). Connections to mechanics-based principles will be emphasized and practical applications using common structural materials such as timber, steel, and reinforced concrete will be covered.
Prerequisite(s):
EN.560.201
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.560.302,Structural Systems II,3,"This second course in the two-course structural systems sequence will reinforce the structural design workflow from concept and ideation to structural modeling and analysis to limit states design, but with a focus on the analysis and design of structural systems composed of bending members (e.g. frames). Connections to mechanics-based principles will again be emphasized and practical applications using common structural materials such as timber, steel, and reinforced concrete will be covered.",FA2,Engineering,EN.560.301,EN.560.301,,"EN.560.302.
Structural Systems II.
3 Credits.
This second course in the two-course structural systems sequence will reinforce the structural design workflow from concept and ideation to structural modeling and analysis to limit states design, but with a focus on the analysis and design of structural systems composed of bending members (e.g. frames). Connections to mechanics-based principles will again be emphasized and practical applications using common structural materials such as timber, steel, and reinforced concrete will be covered.
Prerequisite(s):
EN.560.301
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.560.305,Soil Mechanics,4,Basic principles of soil mechanics. Classification of soils. Compaction theory. Consolidation seepage and settlement analysis. Stress-strain and shear strength of soils. Introduction to earth pressure theories and slope stability analysis.,FA2,Engineering,"EN.560.201, EN.560.211","Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter ASEN in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
;
EN.560.201
AND
EN.560.211",,"EN.560.305.
Soil Mechanics.
4 Credits.
Basic principles of soil mechanics. Classification of soils. Compaction theory. Consolidation seepage and settlement analysis. Stress-strain and shear strength of soils. Introduction to earth pressure theories and slope stability analysis.
Prerequisite(s):
Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter ASEN in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
;
EN.560.201
AND
EN.560.211
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.560.312,Electromagnetism & Sensors Lab,1,"Electricity and magnetism underpins much of modern engineering, as an alternative or addendum to classical Physics this, largely, hands-on laboratory course exposes engineers to the principles of electromagnetism and how they are leveraged in the modern world with a focus on their application in infrastructure and sensor networks.",,"Engineering, Natural Sciences",,"Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter 458083 in the Search box to locate the appropriate module.",,"EN.560.312.
Electromagnetism & Sensors Lab.
1 Credit.
Electricity and magnetism underpins much of modern engineering, as an alternative or addendum to classical Physics this, largely, hands-on laboratory course exposes engineers to the principles of electromagnetism and how they are leveraged in the modern world with a focus on their application in infrastructure and sensor networks.
Prerequisite(s):
Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter 458083 in the Search box to locate the appropriate module.
Distribution Area: Engineering, Natural Sciences"
EN.560.315,Data Science for Systems Engineers,3,"An advanced data analytics course intended for students who have previous experience with data science, probability, and statistics.  This course looks at the principles and techniques of data science tailored towards applications in systems engineering contexts, specifically those related to major societal challenges including resilient cities, human safety and security, decision-making and healthcare, future energy infrastructure, and space exploration and habitation.",,Engineering,EN.500.115,EN.500.115,,"EN.560.315.
Data Science for Systems Engineers.
3 Credits.
An advanced data analytics course intended for students who have previous experience with data science, probability, and statistics.  This course looks at the principles and techniques of data science tailored towards applications in systems engineering contexts, specifically those related to major societal challenges including resilient cities, human safety and security, decision-making and healthcare, future energy infrastructure, and space exploration and habitation.
Prerequisite(s):
EN.500.115
Distribution Area: Engineering"
EN.560.330,Foundation Design,3,Application of soil mechanics theory and soil test results to the analysis and design of foundations for structures; retaining walls; embankments; design of pile and shallow footing foundations; slope stability.,FA2,Engineering,EN.560.305,EN.560.305,,"EN.560.330.
Foundation Design.
3 Credits.
Application of soil mechanics theory and soil test results to the analysis and design of foundations for structures; retaining walls; embankments; design of pile and shallow footing foundations; slope stability.
Prerequisite(s):
EN.560.305
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.560.355,Dynamical Systems,3,"This course will introduce students to the modeling and analysis of dynamical systems using analytical, numerical and qualitative (geometric) techniques. The course will focus on dynamical systems arising in mechanics and vibrations, global climate models and infectious disease modeling. The following topics will be covered: first order systems, phase space, bifurcations, numerical integration, second order linear systems, stability, finite differences, nonlinear systems, higher order systems, introduction to chaos.",,"Engineering, Quantitative and Mathematical Sciences","EN.553.291, AS.171.101, AS.171.105, AS.171.107","EN.553.291
AND (
AS.171.101
OR
AS.171.105
OR
AS.171.107
)",,"EN.560.355.
Dynamical Systems.
3 Credits.
This course will introduce students to the modeling and analysis of dynamical systems using analytical, numerical and qualitative (geometric) techniques. The course will focus on dynamical systems arising in mechanics and vibrations, global climate models and infectious disease modeling. The following topics will be covered: first order systems, phase space, bifurcations, numerical integration, second order linear systems, stability, finite differences, nonlinear systems, higher order systems, introduction to chaos.
Prerequisite(s):
EN.553.291
AND (
AS.171.101
OR
AS.171.105
OR
AS.171.107
)
Distribution Area: Engineering, Quantitative and Mathematical Sciences"
EN.560.362,Engineering Mechanics and Materials,3,"This course will provide an in-depth exploration of the mechanics of solid and liquid materials with a focus on constitutive equations. The course will cover both linear and nonlinear equations and their applications to solid and liquid materials under various loading conditions.  Topics will include stress and strain, (visco-)elasticity and plasticity, failure criteria, and fluid mechanics. Students will study the derivation and use of constitutive equations for materials such as metals, polymers, and (non-)Newtonian liquids.",FA2,Engineering,"EN.553.291, EN.560.201","EN.553.291
AND
EN.560.201",,"EN.560.362.
Engineering Mechanics and Materials.
3 Credits.
This course will provide an in-depth exploration of the mechanics of solid and liquid materials with a focus on constitutive equations. The course will cover both linear and nonlinear equations and their applications to solid and liquid materials under various loading conditions.  Topics will include stress and strain, (visco-)elasticity and plasticity, failure criteria, and fluid mechanics. Students will study the derivation and use of constitutive equations for materials such as metals, polymers, and (non-)Newtonian liquids.
Prerequisite(s):
EN.553.291
AND
EN.560.201
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.560.391,CaSE Careers I,0.5,"CaSE Careers I provides students with opportunities to explore the wide range of career paths available to civil and systems engineering graduates (e.g. consulting, academia, government, industry, and construction) through invited speakers, field trips to design offices / construction sites, and attendance at professional society meetings. Topics related to engineering ethics, professional licensure, and other current professional issues are also discussed. The ePortfolio tag(s) on this course signify that there are one or more assignments offered in the course that provide students with the opportunity to be assessed for proficiency in completion of the relevant ePortfolio requirement(s).",,Engineering,,,,"EN.560.391.
CaSE Careers I.
0.5 Credits.
CaSE Careers I provides students with opportunities to explore the wide range of career paths available to civil and systems engineering graduates (e.g. consulting, academia, government, industry, and construction) through invited speakers, field trips to design offices / construction sites, and attendance at professional society meetings. Topics related to engineering ethics, professional licensure, and other current professional issues are also discussed. The ePortfolio tag(s) on this course signify that there are one or more assignments offered in the course that provide students with the opportunity to be assessed for proficiency in completion of the relevant ePortfolio requirement(s).
Distribution Area: Engineering
EN Foundational Abilities: Writing ePortfolio (FA.1.1eP),
Ethical Reflection ePortfolio (FA5eP)"
EN.560.392,CaSE Careers II,0.5,"CaSE Careers II provides students with opportunities to explore the wide range of career paths available to civil and systems engineering graduates (e.g. consulting, academia, government, industry, and construction) through invited speakers, field trips to design offices / construction sites, and attendance at professional society meetings. Topics related to engineering economics and other current professional issues are also discussed.",,Engineering,,,,"EN.560.392.
CaSE Careers II.
0.5 Credits.
CaSE Careers II provides students with opportunities to explore the wide range of career paths available to civil and systems engineering graduates (e.g. consulting, academia, government, industry, and construction) through invited speakers, field trips to design offices / construction sites, and attendance at professional society meetings. Topics related to engineering economics and other current professional issues are also discussed.
Distribution Area: Engineering"
