course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
EN.560.100.01.FA24,Civilization Engineered: Structures and Systems,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.17,4.39,4.00
EN.560.100.01.FA25,Civilization Engineered: Structures and Systems,"Sangree, Rachel","Sangree, Rachel",2025 Fall,Civil Engineering,3.55,4.90,4.65
EN.560.101.01.SP25,Civilization Engineered: Data-driven Solutions for Communities,"Tilashalski, Melissa","Tilashalski, Melissa",2025 Spring,Civil Engineering,2.72,4.33,4.29
EN.560.192.01.SP24,CaSE Design,Sangree + Tilashalski,"Sangree, Rachel + Tilashalski, Melissa",2024 Spring,Civil Engineering,2.75,4.75,4.13
EN.560.192.01.SP25,CaSE Cornerstone Design Project,"Sangree, Rachel","Sangree, Rachel",2025 Spring,Civil Engineering,2.86,4.64,4.07
EN.560.192.01.SP25,CaSE Cornerstone Design Project,"Tilashalski, Melissa","Tilashalski, Melissa",2025 Spring,Civil Engineering,2.86,4.75,4.07
EN.560.201.05.FA24,Statics & Mechanics of Materials,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.31,4.57,4.07
EN.560.201.03.FA24,Statics & Mechanics of Materials,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.41,4.35,4.12
EN.560.201.01.FA24,Statics & Mechanics of Materials,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.72,4.17,3.78
EN.560.201.02.FA24,Statics & Mechanics of Materials,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.61,4.44,4.28
EN.560.201.04.FA24,Statics & Mechanics of Materials,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.60,4.44,3.94
EN.560.201.05.FA25,Statics & Mechanics of Materials,"Sangree, Rachel","Sangree, Rachel",2025 Fall,Civil Engineering,3.39,4.78,4.00
EN.560.201.03.FA25,Statics & Mechanics of Materials,"Sangree, Rachel","Sangree, Rachel",2025 Fall,Civil Engineering,3.13,4.65,4.31
EN.560.201.01.FA25,Statics & Mechanics of Materials,"Sangree, Rachel","Sangree, Rachel",2025 Fall,Civil Engineering,3.35,4.50,4.16
EN.560.201.02.FA25,Statics & Mechanics of Materials,"Sangree, Rachel","Sangree, Rachel",2025 Fall,Civil Engineering,3.53,4.68,4.26
EN.560.201.04.FA25,Statics & Mechanics of Materials,"Sangree, Rachel","Sangree, Rachel",2025 Fall,Civil Engineering,3.47,4.81,4.31
EN.560.211.07.FA24,Statics and Mechanics of Materials Laboratory,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.30,3.71,3.50
EN.560.211.03.FA24,Statics and Mechanics of Materials Laboratory,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.00,4.30,4.00
EN.560.211.05.FA24,Statics and Mechanics of Materials Laboratory,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.33,4.27,4.33
EN.560.211.01.FA24,Statics and Mechanics of Materials Laboratory,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.73,4.08,4.08
EN.560.211.06.FA24,Statics and Mechanics of Materials Laboratory,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.09,4.10,3.75
EN.560.211.04.FA24,Statics and Mechanics of Materials Laboratory,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.56,4.25,3.78
EN.560.211.02.FA24,Statics and Mechanics of Materials Laboratory,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.40,3.75,3.70
EN.560.211.08.FA24,Statics and Mechanics of Materials Laboratory,"Sangree, Rachel","Sangree, Rachel",2024 Fall,Civil Engineering,3.29,4.67,4.29
