course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
AS.070.105.01.SP24,City Life: Adventures in the Urban Environment,"Procupez, Valeria","Procupez, Valeria",2024 Spring,Anthropology,2.79,4.75,4.35
AS.070.132.04.FA24,Invitation to Anthropology,"Angelini, Alessandro","Angelini, Alessandro",2024 Fall,Anthropology,2.38,4.43,4.29
AS.070.132.03.FA24,Invitation to Anthropology,"Angelini, Alessandro","Angelini, Alessandro",2024 Fall,Anthropology,2.29,4.93,4.36
AS.070.132.02.FA24,Invitation to Anthropology,"Angelini, Alessandro","Angelini, Alessandro",2024 Fall,Anthropology,2.19,4.41,4.00
AS.070.132.01.FA24,Invitation to Anthropology,"Angelini, Alessandro","Angelini, Alessandro",2024 Fall,Anthropology,2.57,4.43,3.71
AS.070.132.03.FA25,Invitation to Anthropology,"MacLochlainn, Scott","MacLochlainn, Scott",2025 Fall,Anthropology,2.92,4.42,3.67
AS.070.132.02.FA25,Invitation to Anthropology,"MacLochlainn, Scott","MacLochlainn, Scott",2025 Fall,Anthropology,2.60,3.93,3.67
AS.070.132.01.FA25,Invitation to Anthropology,"MacLochlainn, Scott","MacLochlainn, Scott",2025 Fall,Anthropology,3.07,3.71,3.64
AS.070.132.04.FA25,Invitation to Anthropology,"MacLochlainn, Scott","MacLochlainn, Scott",2025 Fall,Anthropology,2.85,4.08,4.23
AS.070.203.02.FA25,Anthropology of Mental Illness,"Han, Clara","Han, Clara",2025 Fall,Anthropology,3.55,4.27,4.70
AS.070.203.01.FA25,Anthropology of Mental Illness,"Han, Clara","Han, Clara",2025 Fall,Anthropology,3.33,4.11,4.44
AS.070.208.01.SP24,Designing a Social Research Project,"Procupez, Valeria","Procupez, Valeria",2024 Spring,Anthropology,2.71,5.00,4.57
AS.070.211.01.SP25,Baltimore's Solidarity Ecosystem,"Procupez, Valeria","Procupez, Valeria",2025 Spring,Anthropology,2.36,4.07,4.00
AS.070.214.01.SP25,"Magic, Science, and Religion","Kim, Sujung","Kim, Sujung",2025 Spring,Anthropology,2.77,4.54,4.38
AS.070.218.01.SP25,South Asia in Film: Faculty Present their Favorite Films,"Khan, Naveeda","Khan, Naveeda",2025 Spring,Anthropology,1.29,4.50,4.36
AS.070.218.01.SP25,South Asia in Film: Faculty Present their Favorite Films,"Mufti, Aamir","Mufti, Aamir",2025 Spring,Anthropology,1.29,4.67,4.36
AS.070.227.01.SP24,"Sex, Gender, Culture","Mohamed, Sabine","Mohamed, Sabine",2024 Spring,Anthropology,3.60,4.40,4.50
AS.070.229.01.FA24,Introduction to Historical Archaeology,"Lans, Aja","Lans, Aja",2024 Fall,Anthropology,2.31,4.31,4.00
AS.070.241.01.FA24,African Cities,"Mohamed, Sabine","Mohamed, Sabine",2024 Fall,Anthropology,3.10,4.20,4.60
AS.070.253.02.FA24,Introduction to Medical Anthropology,"Han, Clara","Han, Clara",2024 Fall,Anthropology,3.00,4.22,4.22
AS.070.253.01.FA24,Introduction to Medical Anthropology,"Han, Clara","Han, Clara",2024 Fall,Anthropology,2.75,4.00,4.09
AS.070.253.03.FA24,Introduction to Medical Anthropology,"Han, Clara","Han, Clara",2024 Fall,Anthropology,3.36,4.58,4.50
AS.070.267.01.SP25,"Culture, Religion and Politics in Iran","Haeri, Niloofar","Haeri, Niloofar",2025 Spring,Anthropology,2.83,4.25,4.25
AS.070.273.01.FA24,Ethnographies,"Haeri, Niloofar","Haeri, Niloofar",2024 Fall,Anthropology,2.73,4.45,4.27
AS.070.273.01.FA25,Ethnographies,"Procupez, Valeria","Procupez, Valeria",2025 Fall,Anthropology,3.17,5.00,4.83
AS.070.305.01.SP24,Law after Mass Violence in Latin America,"Wherry, Anna","Wherry, Anna",2024 Spring,Anthropology,3.53,5.00,4.94
AS.070.310.01.FA25,Tracing Urban Life,"Procupez, Valeria","Procupez, Valeria",2025 Fall,Anthropology,2.56,4.56,3.89
AS.070.317.01.SP24,Methods,"Haeri, Niloofar","Haeri, Niloofar",2024 Spring,Anthropology,3.77,3.46,3.58
AS.070.317.01.SP25,Methods,"MacLochlainn, Scott","MacLochlainn, Scott",2025 Spring,Anthropology,2.42,3.75,3.67
AS.070.319.01.FA24,The Political Culture of Bangladesh,"Khan, Naveeda","Khan, Naveeda",2024 Fall,Anthropology,3.00,5.00,4.56
AS.070.336.01.SP25,Ethnographic Perspectives on Brazil,"Angelini, Alessandro","Angelini, Alessandro",2025 Spring,Anthropology,2.88,4.25,4.00
AS.070.345.01.FA24,"Violence, Race and the Unruly Body","Mohamed, Sabine","Mohamed, Sabine",2024 Fall,Anthropology,3.86,4.29,4.57
AS.070.350.01.FA24,Cultures of Surveillance,"Islam, Heba","Islam, Heba",2024 Fall,Anthropology,3.20,4.13,4.25
AS.070.353.01.SP25,"Korean War: Inter Asia, Cold War, and Partition","Han, Clara","Han, Clara",2025 Spring,Anthropology,3.00,4.30,4.40
AS.070.356.01.FA24,Diverse Economies,"Procupez, Valeria","Procupez, Valeria",2024 Fall,Anthropology,3.00,4.60,4.80
AS.070.357.01.FA24,What is Climate Change? Anthropological perspectives from politics to art,"Maddox, Perry","Maddox, Perry",2024 Fall,Anthropology,2.83,4.50,4.17
AS.070.358.01.SP24,Anthropology of the Archive: The Cold War Politics of Knowledge Production in Asia,"Kim, Yuna","Kim, Yuna",2024 Spring,Anthropology,3.27,4.00,4.45
AS.070.361.01.FA24,The Future of Here: An Art and Anthropology Studio,"Pandian, Anand","Pandian, Anand",2024 Fall,Anthropology,2.89,4.56,4.33
AS.070.402.01.FA25,Environmental Justice Workshop,"Pandian, Anand","Pandian, Anand",2025 Fall,Anthropology,4.09,3.55,4.00
AS.070.406.01.SP24,"Governing Health: Care, Inequality, and the State","Ziv, Tali","Ziv, Tali",2024 Spring,Anthropology,4.00,5.00,5.00
AS.070.419.01.SP24,Logic of Anthropological Inquiry: African American Pioneers,"Lans, Aja","Lans, Aja",2024 Spring,Anthropology,2.50,4.33,3.83
AS.070.419.01.SP25,Logic of Anthropological Inquiry,"Procupez, Valeria","Procupez, Valeria",2025 Spring,Anthropology,3.25,4.63,4.75
AS.070.421.01.SP25,Repair,"Pandian, Anand","Pandian, Anand",2025 Spring,Anthropology,3.40,4.80,4.80
AS.070.427.01.SP25,Method and Theory in Biological Anthropology,"Lans, Aja","Lans, Aja",2025 Spring,Anthropology,3.40,4.80,4.00
AS.070.428.01.FA25,The Body Immortal in Yoga and Ayurveda,"Minkowski, Christopher","Minkowski, Christopher",2025 Fall,Anthropology,3.14,4.50,4.25
AS.070.497.01.FA25,Black Feminist Anthropology,"Lans, Aja","Lans, Aja",2025 Fall,Anthropology,2.75,4.63,4.63
