code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
AS.270.103,Introduction to Global Environmental Change,3,"A broad survey of the Earth as a planet, with emphasis on the processes that control global changes. Topics include: the structure, formation, and evolution of the Earth, the atmosphere, oceans, continents, and biosphere. Special attention is given to present-day issues, such as global climate change, natural hazards, air pollution, resource depletion, human population growth, habitat destruction, and loss of biodiversity. Open to all undergraduates.","FA2, FA5",Natural Sciences,,,,"AS.270.103.
Introduction to Global Environmental Change.
3 Credits.
A broad survey of the Earth as a planet, with emphasis on the processes that control global changes. Topics include: the structure, formation, and evolution of the Earth, the atmosphere, oceans, continents, and biosphere. Special attention is given to present-day issues, such as global climate change, natural hazards, air pollution, resource depletion, human population growth, habitat destruction, and loss of biodiversity. Open to all undergraduates.
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2),
Ethics and Foundations (FA5)"
AS.270.111,The Story of Earth,1,The four and a half billion year story of Earth's global changes focusing on the co-evolution of Earth and Life.,FA2,Natural Sciences,,,,"AS.270.111.
The Story of Earth.
1 Credit.
The four and a half billion year story of Earth's global changes focusing on the co-evolution of Earth and Life.
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
AS.270.114,Guided Tour: The Planets,3,"An introduction to planetary science and planetary exploration primarily for non-science majors.  A survey of concepts from astronomy, chemistry, geology, and physics applied to the study of the solar system.",FA2,Natural Sciences,,,,"AS.270.114.
Guided Tour: The Planets.
3 Credits.
An introduction to planetary science and planetary exploration primarily for non-science majors.  A survey of concepts from astronomy, chemistry, geology, and physics applied to the study of the solar system.
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
AS.270.202,Introduction to Ecology,3,"Ecology is the study of organisms and their environment. This course focuses on the patterns of distribution and abundance of organisms. Topics include population dynamics and regulation, competition, predation, host-parasite interactions, patterns of species diversity, community succession, the flow of energy and matter through ecosystems. We will also discuss the role of natural and human disturbances in shaping communities.",FA2,Natural Sciences,"AS.270.103, AS.020.151","AS.270.103
OR
AS.020.151",,"AS.270.202.
Introduction to Ecology.
3 Credits.
Ecology is the study of organisms and their environment. This course focuses on the patterns of distribution and abundance of organisms. Topics include population dynamics and regulation, competition, predation, host-parasite interactions, patterns of species diversity, community succession, the flow of energy and matter through ecosystems. We will also discuss the role of natural and human disturbances in shaping communities.
Prerequisite(s):
AS.270.103
OR
AS.020.151
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
AS.270.205,Introduction to Geographic Information Systems and Geospatial Analysis,3,"The course provides a broad introduction to the principles and practice of Geographic Information Systems (GIS) and related tools of Geospatial Analysis. Topics will include history of GIS, GIS data structures, data acquisition and merging, database management, spatial analysis, and GIS applications. In addition, students will get hands-on experience working with GIS software.",FA2,"Engineering, Natural Sciences",,,,"AS.270.205.
Introduction to Geographic Information Systems and Geospatial Analysis.
3 Credits.
The course provides a broad introduction to the principles and practice of Geographic Information Systems (GIS) and related tools of Geospatial Analysis. Topics will include history of GIS, GIS data structures, data acquisition and merging, database management, spatial analysis, and GIS applications. In addition, students will get hands-on experience working with GIS software.
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
AS.270.220,The Dynamic Earth: An Introduction to Geology,3,"Basic concepts in geology, including plate tectonics; Earth’s internal structure; geologic time; minerals; formation of igneous, sedimentary, and metamorphic rocks; development of faults, folds and earthquakes; geomagnetism. Corequisite (for EPS Majors):
AS.270.221
; optional for others. The course is introductory and open to undergraduates at all levels; freshmen are encouraged to enroll.",FA2,Natural Sciences,,,,"AS.270.220.
The Dynamic Earth: An Introduction to Geology.
3 Credits.
Basic concepts in geology, including plate tectonics; Earth’s internal structure; geologic time; minerals; formation of igneous, sedimentary, and metamorphic rocks; development of faults, folds and earthquakes; geomagnetism. Corequisite (for EPS Majors):
AS.270.221
; optional for others. The course is introductory and open to undergraduates at all levels; freshmen are encouraged to enroll.
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
AS.270.221,The Dynamic Earth Laboratory,2,"This course is a hands-on learning experience for introductory geological concepts and techniques using geological tools, such as mineral/rock samples, microscopes, and maps. A Saturday fieldtrip in late Sep/early Oct is an essential part. The course is open to undergraduates at all levels; freshmen who wish to get their hands (and boots) dirty are encouraged to enroll.",FA2,Natural Sciences,AS.270.220,"AS.270.220
, credit earned or concurrent enrollment",,"AS.270.221.
The Dynamic Earth Laboratory.
2 Credits.
This course is a hands-on learning experience for introductory geological concepts and techniques using geological tools, such as mineral/rock samples, microscopes, and maps. A Saturday fieldtrip in late Sep/early Oct is an essential part. The course is open to undergraduates at all levels; freshmen who wish to get their hands (and boots) dirty are encouraged to enroll.
Prerequisite(s):
AS.270.220
, credit earned or concurrent enrollment
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
AS.270.222,Mineralogy,4,"Introduction to the classification, crystallography, and physical properties of minerals. Weekly lab topics include field identification, crystal morphology and symmetry, optical microscopy and Raman spectroscopy. One field trip to the Smithsonian National Museum of History and Research Archives is planned.",FA2,Natural Sciences,,"Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter 458083 in the Search box to locate the appropriate module.",,"AS.270.222.
Mineralogy.
4 Credits.
Introduction to the classification, crystallography, and physical properties of minerals. Weekly lab topics include field identification, crystal morphology and symmetry, optical microscopy and Raman spectroscopy. One field trip to the Smithsonian National Museum of History and Research Archives is planned.
Prerequisite(s):
Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter 458083 in the Search box to locate the appropriate module.
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
AS.270.224,Oceans & Atmospheres,3,"A broad survey of the Earth’s oceans and atmospheres, and their role in the environment and climate.  Topics covered include waves, tides, ocean and atmosphere circulation, weather systems, tornadoes and hurricanes, El Niño, and climate change. For science and engineering majors",FA2,Natural Sciences,,,,"AS.270.224.
Oceans & Atmospheres.
3 Credits.
A broad survey of the Earth’s oceans and atmospheres, and their role in the environment and climate.  Topics covered include waves, tides, ocean and atmosphere circulation, weather systems, tornadoes and hurricanes, El Niño, and climate change. For science and engineering majors
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
AS.270.302,Aqueous Geochemistry,3,"Modeling the chemistry of water-rock interactions from weathering and riverine development at Earth’s surface to hot springs at depth, fluids in subduction zones in Earth’s interior, and the ancient fluids preserved in fluid inclusions. Thermodynamic basis for the calculation of equilibria and irreversible chemical mass transfer involving minerals and aqueous species at low and high temperatures and pressures. The course culminates with practical examples of research interest to individual participants.",FA2,Natural Sciences,"AS.030.101, AS.030.102, AS.270.220, AS.270.221","(
AS.030.101
AND
AS.030.102
) AND (
AS.270.220
AND
AS.270.221
) or equivalents.",,"AS.270.302.
Aqueous Geochemistry.
3 Credits.
Modeling the chemistry of water-rock interactions from weathering and riverine development at Earth’s surface to hot springs at depth, fluids in subduction zones in Earth’s interior, and the ancient fluids preserved in fluid inclusions. Thermodynamic basis for the calculation of equilibria and irreversible chemical mass transfer involving minerals and aqueous species at low and high temperatures and pressures. The course culminates with practical examples of research interest to individual participants.
Prerequisite(s):
(
AS.030.101
AND
AS.030.102
) AND (
AS.270.220
AND
AS.270.221
) or equivalents.
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
