code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
AS.134.101,"GOD 101: The Early History of God - Origin, Character, Practice",3,"In a world of big ideas, there is none larger than that of God. Divinity is an ever-present topic for both religious devotees and hard core secularists—for anyone who embraces the humanities or ponders what makes us human. Humans are, for better and worse, homo-religiosus (humans who practice religion) as much as homo-sapiens. But what do we know of God historically? How do we go about reconstructing divinity from ancient texts and archaeology? How do we best walk back in time to understand ancient Middle Eastern cultures that gave birth to notions of the divine that have come down to today’s Judaism, Christianity and Islam? This course looks synthetically at the vast topic of God—exploring questions of historical origin, how God was characterized in literature (mythic warrior, king, parent, judge, holy, compassionate) and how God was represented in iconography, both materially and abstractly. Secondly, how did belief intersect with practice? Using the indow of divinity, this course will peer into the varieties of religion experience, exploring the royal use of religion for power, prestige and control balanced against the intimacy of family and household religion. It will probe priestly prerogatives and cultic status, prophetic challenges to injustice, and the pondering of theodicy by poetic sages.","FA3, FA4",Humanities,,,,"AS.134.101.
GOD 101: The Early History of God - Origin, Character, Practice.
3 Credits.
In a world of big ideas, there is none larger than that of God. Divinity is an ever-present topic for both religious devotees and hard core secularists—for anyone who embraces the humanities or ponders what makes us human. Humans are, for better and worse, homo-religiosus (humans who practice religion) as much as homo-sapiens.  But what do we know of God historically? How do we go about reconstructing divinity from ancient texts and archaeology? How do we best walk back in time to understand ancient Middle Eastern cultures that gave birth to notions of the divine that have come down to today’s Judaism, Christianity and Islam?  This course looks synthetically at the vast topic of God—exploring questions of historical origin, how God was characterized in literature (mythic warrior, king, parent, judge, holy, compassionate) and how God was represented in iconography, both materially and abstractly.  Secondly, how did belief intersect with practice? Using the indow of divinity, this course will peer into the varieties of religion experience, exploring the royal use of religion for power, prestige and control balanced against the intimacy of family and household religion. It will probe priestly prerogatives and cultic status, prophetic challenges to injustice, and the pondering of theodicy by poetic sages.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.134.404,The Book of Job,3,"Reading portions of the Book of Job in Hebrew. In addition to increasing proficiency in biblical Hebrew, the course also involves critical exegesis including grammatical analysis and textual criticism. Students will interact with various aspects of interpretation for the Book of Job (e.g., philology, text history, structure, literary history, message, poetics, rhetoric, philosophy, theology and reception history).","FA3, FA4",Humanities,,,,"AS.134.404.
The Book of Job.
3 Credits.
Reading portions of the Book of Job in Hebrew. In addition to increasing proficiency in biblical Hebrew, the course also involves critical exegesis including grammatical analysis and textual criticism. Students will interact with various aspects of interpretation for the Book of Job (e.g., philology, text history, structure, literary history, message, poetics, rhetoric, philosophy, theology and reception history).
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.134.406,"Kings, Prophets, and Scribes: The Creation of ""Israel"" in the Deuteronomistic History",3,"This class will introduce students to “The Deuteronomistic History,” which comprises the biblical books of Deuteronomy, Joshua, 1-2 Samuel and 1-2 Kings. The narrative arc of this “history” spans the giving of the law to Moses to the rise and fall of the monarchies of Israel and Judah, respectively in the Neo-Assyrian and Neo-Babylonian periods. During this course we will examine the reasons why biblical scholars have argued in varying ways that this body of text represents the work of a group of ideologically driven scribes, the Deuteronomists; we will also investigate the primary texts themselves for evidence for divergent views about the need for a king in Israel and the role and fate of the royal house of David. We will also explore the relationship between the books of the former prophets (Joshua>2 Kings) and Deuteronomy, which is a book that concludes the Pentateuch. This course requires students to engage with the biblical text in the original Hebrew language at an advanced level. We will also engage with biblical scholarship regarding the scope, purpose, and nature of a cohesive Deuteronomistic History, as well as with dissenting voices that probe the unity of these biblical books.","FA3, FA4",Humanities,,,,"AS.134.406.
Kings, Prophets, and Scribes: The Creation of ""Israel"" in the Deuteronomistic History.
3 Credits.
This class will introduce students to “The Deuteronomistic History,” which comprises the biblical books of Deuteronomy, Joshua, 1-2 Samuel and 1-2 Kings. The narrative arc of this “history” spans the giving of the law to Moses to the rise and fall of the monarchies of Israel and Judah, respectively in the Neo-Assyrian and Neo-Babylonian periods. During this course we will examine the reasons why biblical scholars have argued in varying ways that this body of text represents the work of a group of ideologically driven scribes, the Deuteronomists; we will also investigate the primary texts themselves for evidence for divergent views about the need for a king in Israel and the role and fate of the royal house of David. We will also explore the relationship between the books of the former prophets (Joshua>2 Kings) and Deuteronomy, which is a book that concludes the Pentateuch. This course requires students to engage with the biblical text in the original Hebrew language at an advanced level. We will also engage with biblical scholarship regarding the scope, purpose, and nature of a cohesive Deuteronomistic History, as well as with dissenting voices that probe the unity of these biblical books.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4),
Democracy (FA4.1)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.134.408,The Book of Ezekiel,3,"A rapid reading course aimed at increasing proficiency in reading the Hebrew text of the book of Ezekiel. Various aspects of translation and interpretation will be studied (e.g., grammar, textual criticism, Philology) including literary, historical, and theological questions.","FA3, FA4",Humanities,,,,"AS.134.408.
The Book of Ezekiel.
3 Credits.
A rapid reading course aimed at increasing proficiency in reading the Hebrew text of the book of Ezekiel.  Various aspects of translation and interpretation will be studied (e.g., grammar, textual criticism, Philology) including literary, historical, and theological questions.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.134.409,Prophets and Prophecy in the Hebrew Bible,3,"From thundering voices of social justice to apocalyptic visionaries, biblical prophets have been revered by Jews, Christians and Muslims for thousands of years. They have inspired civic leaders such as Martin Luther King Jr. yet also provided fodder for modern charlatans promising a utopian future. Yet who were these individuals (orators? politicians? diviners? poets?) and what was the full range of their message as set against the Realpolitik world of ancient Israel, Iraq, Egypt, Syria and Jordan?""","FA3, FA4",Humanities,,,,"AS.134.409.
Prophets and Prophecy in the Hebrew Bible.
3 Credits.
From thundering voices of social justice to apocalyptic visionaries, biblical prophets have been revered by Jews, Christians and Muslims for thousands of years.  They have inspired civic leaders such as Martin Luther King Jr. yet also provided fodder for modern charlatans  promising a utopian future.  Yet who were these individuals (orators? politicians? diviners? poets?) and what was the full range of their message as set against the Realpolitik world of ancient Israel, Iraq, Egypt, Syria and Jordan?""
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.134.410,Kings and Chronicles,3,This course surveys scholarship on the histories of Israel and Judah as presented in Kings and Chronicles. The course also addresses changes in the Hebrew language in the first millennium BCE. Prerequisite(s): AS.130.440 OR AS.130.441,"FA1, FA3, FA4",Humanities,"AS.130.440, AS.130.441","AS.130.440
OR
AS.130.441",Writing Intensive,"AS.134.410.
Kings and Chronicles.
3 Credits.
This course surveys scholarship on the histories of Israel and Judah as presented in Kings and Chronicles.  The course also addresses changes in the Hebrew language in the first millennium BCE.
Prerequisite(s):
AS.130.440
OR
AS.130.441
Distribution Area: Humanities
AS Foundational Abilities: Writing and Communication (FA1),
Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)
Writing Intensive"
AS.134.450,Seminar in Hebrew: Archaic Biblical Poetry,3,"Translation and analysis of selected texts in Biblical Hebrew giving attention to advanced features of grammar and syntax. Topic: ""Archaic Biblical Poetry"".",,Humanities,,,,"AS.134.450.
Seminar in Hebrew: Archaic Biblical Poetry.
3 Credits.
Translation and analysis of selected texts in Biblical Hebrew giving attention to advanced features of grammar and syntax.  Topic: ""Archaic Biblical Poetry"".
Distribution Area: Humanities"
AS.134.604,The Book Of Job,3,"Reading portions of the Book of Job in Hebrew. In addition to increasing proficiency in biblical Hebrew, the course also involves critical exegesis including grammatical analysis and textual criticism. Students will interact with various aspects of interpretation for the Book of Job (e.g., philology, text history, structure, literary history, message, poetics, rhetoric, philosophy, theology and reception history)",,Humanities,,,,"AS.134.604.
The Book Of Job.
3 Credits.
Reading portions of the Book of Job in Hebrew. In addition to increasing proficiency in biblical Hebrew, the course also involves critical exegesis including grammatical analysis and textual criticism. Students will interact with various aspects of interpretation for the Book of Job (e.g., philology, text history, structure, literary history, message, poetics, rhetoric, philosophy, theology and reception history)
Distribution Area: Humanities"
AS.134.606,"Kings, Prophets, and Scribes: The Creation of ""Israel"" in the Deuteronomistic History",3,"This class will introduce students to “The Deuteronomistic History,” which comprises the biblical books of Deuteronomy, Joshua, 1-2 Samuel and 1-2 Kings. The narrative arc of this “history” spans the giving of the law to Moses to the rise and fall of the monarchies of Israel and Judah, respectively in the Neo-Assyrian and Neo-Babylonian periods. During this course we will examine the reasons why biblical scholars have argued in varying ways that this body of text represents the work of a group of ideologically driven scribes, the Deuteronomists; we will also investigate the primary texts themselves for evidence for divergent views about the need for a king in Israel and the role and fate of the royal house of David. We will also explore the relationship between the books of the former prophets (Joshua>2 Kings) and Deuteronomy, which is a book that concludes the Pentateuch. This course requires students to engage with the biblical text in the original Hebrew language at an advanced level. We will also engage with biblical scholarship regarding the scope, purpose, and nature of a cohesive Deuteronomistic History, as well as with dissenting voices that probe the unity of these biblical books.",,Humanities,,,,"AS.134.606.
Kings, Prophets, and Scribes: The Creation of ""Israel"" in the Deuteronomistic History.
3 Credits.
This class will introduce students to “The Deuteronomistic History,” which comprises the biblical books of Deuteronomy, Joshua, 1-2 Samuel and 1-2 Kings. The narrative arc of this “history” spans the giving of the law to Moses to the rise and fall of the monarchies of Israel and Judah, respectively in the Neo-Assyrian and Neo-Babylonian periods. During this course we will examine the reasons why biblical scholars have argued in varying ways that this body of text represents the work of a group of ideologically driven scribes, the Deuteronomists; we will also investigate the primary texts themselves for evidence for divergent views about the need for a king in Israel and the role and fate of the royal house of David. We will also explore the relationship between the books of the former prophets (Joshua>2 Kings) and Deuteronomy, which is a book that concludes the Pentateuch. This course requires students to engage with the biblical text in the original Hebrew language at an advanced level. We will also engage with biblical scholarship regarding the scope, purpose, and nature of a cohesive Deuteronomistic History, as well as with dissenting voices that probe the unity of these biblical books.
Distribution Area: Humanities"
AS.134.608,Book Of Ezekiel,3,"A rapid reading course aimed at increasing proficiency in reading the Hebrew text of the book of Ezekiel. Various aspects of translation and interpretation will be studied (e.g., grammar, textual criticism, Philology) including literary, historical, and theological questions. Cross-listed with Jewish Studies. In addition to seminar times, students are expected to complete online discussions, supplemental readings and assignments, and attend several guest lecture events.",,,,,Cross-listed with Jewish Studies.,"AS.134.608.
Book Of Ezekiel.
3 Credits.
A rapid reading course aimed at increasing proficiency in reading the Hebrew text of the book of Ezekiel.  Various aspects of translation and interpretation will be studied (e.g., grammar, textual criticism, Philology) including literary, historical, and theological questions. Cross-listed with Jewish Studies. In addition to seminar times, students are expected to complete online discussions, supplemental readings and assignments, and attend several guest lecture events."
