course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
AS.140.105.04.FA24,History of Medicine,"Fissell, Mary","Fissell, Mary",2024 Fall,History of Science and Technology,3.31,4.38,4.38
AS.140.105.02.FA24,History of Medicine,"Fissell, Mary","Fissell, Mary",2024 Fall,History of Science and Technology,3.50,4.75,4.33
AS.140.105.01.FA24,History of Medicine,"Fissell, Mary","Fissell, Mary",2024 Fall,History of Science and Technology,2.92,4.77,4.62
AS.140.105.03.FA25,History of Medicine,"Ragab, Ahmed","Ragab, Ahmed",2025 Fall,History of Science and Technology,2.38,4.81,4.19
AS.140.105.02.FA25,History of Medicine,"Ragab, Ahmed","Ragab, Ahmed",2025 Fall,History of Science and Technology,2.29,4.65,3.82
AS.140.105.01.FA25,History of Medicine,"Ragab, Ahmed","Ragab, Ahmed",2025 Fall,History of Science and Technology,2.41,4.78,4.22
AS.140.106.03.SP24,History of Modern Medicine,"White, Alexandre","White, Alexandre",2024 Spring,History of Science and Technology,3.07,4.29,4.29
AS.140.106.02.SP24,History of Modern Medicine,"White, Alexandre","White, Alexandre",2024 Spring,History of Science and Technology,2.93,4.00,3.87
AS.140.106.01.SP24,History of Modern Medicine,"White, Alexandre","White, Alexandre",2024 Spring,History of Science and Technology,2.75,4.25,4.25
AS.140.106.02.SP25,History of Modern Medicine,"White, Alexandre","White, Alexandre",2025 Spring,History of Science and Technology,2.87,4.38,4.19
AS.140.106.03.SP25,History of Modern Medicine,"White, Alexandre","White, Alexandre",2025 Spring,History of Science and Technology,2.79,4.27,3.93
AS.140.106.01.SP25,History of Modern Medicine,"White, Alexandre","White, Alexandre",2025 Spring,History of Science and Technology,2.79,4.40,4.00
AS.140.149.01.FA24,Histories of Public Health in Asia,"Li, Lan","Li, Lan",2024 Fall,History of Science and Technology,3.41,4.76,4.65
AS.140.210.01.SP25,History of Health and Healing in Africa,"Cummiskey, Julia","Cummiskey, Julia",2025 Spring,History of Science and Technology,4.23,3.46,3.77
AS.140.233.01.SP24,Science and Religion: A Complicated History?,"Allen, Meagan","Allen, Meagan",2024 Spring,History of Science and Technology,2.25,4.90,4.37
AS.140.233.01.SP25,Science and Religion: A Complicated History?,"Allen, Meagan","Allen, Meagan",2025 Spring,History of Science and Technology,2.42,4.54,4.33
AS.140.300.01.FA24,The Politics of Mobility: Cars and Public Transit in America,"Schipper, Douwe","Schipper, Douwe",2024 Fall,History of Science and Technology,2.71,4.86,4.71
AS.140.302.02.SP24,Rise of Modern Science,"McManus, Alison","McManus, Alison",2024 Spring,History of Science and Technology,2.87,4.53,4.33
AS.140.302.01.SP24,Rise of Modern Science,"McManus, Alison","McManus, Alison",2024 Spring,History of Science and Technology,2.81,4.35,4.24
AS.140.302.02.SP25,Rise of Modern Science,"McManus, Alison","McManus, Alison",2025 Spring,History of Science and Technology,3.00,4.29,4.00
AS.140.302.01.SP25,Rise of Modern Science,"McManus, Alison","McManus, Alison",2025 Spring,History of Science and Technology,2.56,4.72,4.22
AS.140.303.01.SP25,Medieval Science: The History of the Experiment in the Middle Ages,"Allen, Meagan","Allen, Meagan",2025 Spring,History of Science and Technology,3.10,5.00,4.70
AS.140.305.01.SP25,History of Science and Technology in East Asia,"Jiang, Lijing","Jiang, Lijing",2025 Spring,History of Science and Technology,3.31,4.46,4.31
AS.140.308.01.FA25,"Race, Racism and Medicine","White, Alexandre","White, Alexandre",2025 Fall,History of Science and Technology,3.00,4.53,4.47
AS.140.312.01.SP24,The Politics of Science in America,"Kargon, Robert","Kargon, Robert",2024 Spring,History of Science and Technology,2.71,4.54,4.36
AS.140.312.01.SP24,The Politics of Science in America,"Ginsberg, Benjamin","Ginsberg, Benjamin",2024 Spring,History of Science and Technology,2.71,4.71,4.36
AS.140.321.02.FA24,Scientific Revolution,"Allen, Meagan","Allen, Meagan",2024 Fall,History of Science and Technology,2.29,4.71,4.14
AS.140.321.01.FA24,Scientific Revolution,"Allen, Meagan","Allen, Meagan",2024 Fall,History of Science and Technology,2.53,4.76,3.94
AS.140.321.02.FA25,Scientific Revolution,"Allen, Meagan","Allen, Meagan",2025 Fall,History of Science and Technology,2.00,4.58,4.27
