code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
EN.663.411,Intro to Zen Meditation,1.5,"Interested in meditation but don't know where to start? Curious about Zen philosophy? This course can help. In this class, students will be introduced to the secular practices of Zen meditation--zazen (sitting meditation), kinhin (walking meditaItion), koans (teaching tools), and dharma talks. Each class session will be a mixture of meditation, lecture, how-to demonstration, and discussion. No prior meditation experience is necessary. Students with experience in other styles of meditation are also welcome. Students can bring a cushion/pillow for floor sitting or use a classroom chair for comfort. Class will include readings from Yasutani Roshi's Introductory Lectures on Zazen and Suzuki Roshi’s Zen Mind, Beginner’s Mind. Class is S/U grading only. No audits. Repeats are allowed.",,,,,,"EN.663.411.
Intro to Zen Meditation.
1.5 Credits.
Interested in meditation but don't know where to start? Curious about Zen philosophy? This course can help. In this class, students will be introduced to the secular practices of Zen meditation--zazen (sitting meditation), kinhin (walking meditaItion), koans (teaching tools), and dharma talks. Each class session will be a mixture of meditation, lecture, how-to demonstration, and discussion. No prior meditation experience is necessary. Students with experience in other styles of meditation are also welcome. Students can bring a cushion/pillow for floor sitting or use a classroom chair for comfort. Class will include readings from Yasutani Roshi's Introductory Lectures on Zazen and Suzuki Roshi’s Zen Mind, Beginner’s Mind. Class is S/U grading only. No audits. Repeats are allowed."
EN.663.453,Innovation and Design I,3,"This two-semester course is designed to introduce students to a structured process for thinking innovatively, for finding “problems worth solving.” Students will work through a set of tools, techniques, and templates in order to build a portfolio of problems to solve which can then be screened for impact and feasibility. Students will form multi-disciplinary teams around the best ideas and design a solution. In the spring semester, students build the solution.",FA6,Engineering,,,,"EN.663.453.
Innovation and Design I.
3 Credits.
This two-semester course is designed to introduce students to a structured process for thinking innovatively, for finding “problems worth solving.” Students will work through a set of tools, techniques, and templates in order to build a portfolio of problems to solve which can then be screened for impact and feasibility. Students will form multi-disciplinary teams around the best ideas and design a solution. In the spring semester, students build the solution.
Distribution Area: Engineering
AS Foundational Abilities: Projects and Methods (FA6)"
EN.663.457,Innovation and Design II,3,"In this course, the student teams that formed in EN.663.453 Innovation and Design I will design and build the solution (prototype) to the problem that they chose in the fall semester, as well as identifying the commercial opportunities. Students will need to validate their ideas through research and interviews with potential “customers” for their solution. Prerequisite(s): EN.663.453",,Engineering,EN.663.453,EN.663.453,,"EN.663.457.
Innovation and Design II.
3 Credits.
In this course, the student teams that formed in
EN.663.453
Innovation and Design I will design and build the solution (prototype) to the problem that they chose in the fall semester, as well as identifying the commercial opportunities. Students will need to validate their ideas through research and interviews with potential “customers” for their solution.
Prerequisite(s):
EN.663.453
Distribution Area: Engineering"
EN.663.458,Brewing Science,1.5,"Micro-breweries, the fastest growing segment of the manufacturing sector in the US, is an enterprise opportunity for students who are fascinated by fermentation. The class addresses the fundamentals of the science and the manufacturing processes together with enterprise considerations of identifying customers, locations and finances.",,Engineering,,,,"EN.663.458.
Brewing Science.
1.5 Credits.
Micro-breweries, the fastest growing segment of the manufacturing sector in the US, is an enterprise opportunity for students who are fascinated by fermentation. The class addresses the fundamentals of the science and the manufacturing processes together with enterprise considerations of identifying customers, locations and finances.
Distribution Area: Engineering"
EN.663.477,Global Consulting,1.5,"Students partner with research teams at the International Iberian Nanotechnology Laboratory through remote meetings to help transition scientific and engineering concepts from lab to life. Consulting projects cover areas including market and competitor analysis, the identification of consumer locations and demographics, and the development of market entry strategies for innovative products and technologies. Students will learn how to navigate the unique nature of international consulting, paying particular attention to building rapport across cultures and technologies. Deliverables come in the form of proposals, memos, comprehensive reports detailing findings and recommendations, and a slide deck of key findings optimized for remote presentations. No prior consulting experience required, but interested juniors and seniors should feel that they can contribute to a professional team.",,"Engineering, Natural Sciences",,,,"EN.663.477.
Global Consulting.
1.5 Credits.
Students partner with research teams at the International Iberian Nanotechnology Laboratory through remote meetings to help transition scientific and engineering concepts from lab to life. Consulting projects cover areas including market and competitor analysis, the identification of consumer locations and demographics, and the development of market entry strategies for innovative products and technologies. Students will learn how to navigate the unique nature of international consulting, paying particular attention to building rapport across cultures and technologies. Deliverables come in the form of proposals, memos, comprehensive reports detailing findings and recommendations, and a slide deck of key findings optimized for remote presentations. No prior consulting experience required, but interested juniors and seniors should feel that they can contribute to a professional team.
Distribution Area: Engineering, Natural Sciences"
EN.663.611,Intro to Zen Meditation,1.5,"Interested in meditation but don't know where to start? Curious about Zen philosophy? This course can help. In this class, students will be introduced to the secular practices of Zen meditation--zazen (sitting meditation), kinhin (walking meditation), koans (teaching tools), and dharma talks. Each class session will be a mixture of meditation, lecture, how-to demonstration, and discussion. No prior meditation experience is necessary. Students with experience in other styles of meditation are also welcome. Students can bring a cushion/pillow for floor sitting or use a classroom chair for comfort. Class will include readings from Yasutani Roshi's Introductory Lectures on Zazen and Suzuki Roshi’s Zen Mind, Beginner’s Mind. Class is P/F grading only. No audits. Repeats are allowed.",,,,,,"EN.663.611.
Intro to Zen Meditation.
1.5 Credits.
Interested in meditation but don't know where to start? Curious about Zen philosophy? This course can help. In this class, students will be introduced to the secular practices of Zen meditation--zazen (sitting meditation), kinhin (walking meditation), koans (teaching tools), and dharma talks. Each class session will be a mixture of meditation, lecture, how-to demonstration, and discussion. No prior meditation experience is necessary. Students with experience in other styles of meditation are also welcome. Students can bring a cushion/pillow for floor sitting or use a classroom chair for comfort. Class will include readings from Yasutani Roshi's Introductory Lectures on Zazen and Suzuki Roshi’s Zen Mind, Beginner’s Mind. Class is P/F grading only. No audits. Repeats are allowed."
EN.663.612,Design Thinking for Your Career,1.5,"An engineering education at Hopkins offers unique opportunities to advance your career, intentionally grow your network, develop new professional skills, and land the job of your dreams. This course will use principles of design thinking to help you leverage your Hopkins experience to design a meaningful, fulfilling professional life after JHU. This course will teach you principles to effectively balance academic inquiry, professional development, and personal growth and wellness. Utilizing activities developed at the Johns Hopkins University Life Design Lab, you will have the opportunity to reflect upon your values, identities and aspirations; imagine and prototype possible pathways forward that leverage the resources available at Hopkins; and acquire behaviors, habits, and mindsets to effectively tell your story and build a powerful network. These activities and reflections will serve as the basis of a digital portfolio that you can use as you apply for internships and navigate the job market.",,,,,,"EN.663.612.
Design Thinking for Your Career.
1.5 Credits.
An engineering education at Hopkins offers unique opportunities to advance your career, intentionally grow your network, develop new professional skills, and land the job of your dreams. This course will use principles of design thinking to help you leverage your Hopkins experience to design a meaningful, fulfilling professional life after JHU. This course will teach you principles to effectively balance academic inquiry, professional development, and personal growth and wellness. Utilizing activities developed at the Johns Hopkins University Life Design Lab, you will have the opportunity to reflect upon your values, identities and aspirations; imagine and prototype possible pathways forward that leverage the resources available at Hopkins; and acquire behaviors, habits, and mindsets to effectively tell your story and build a powerful network.  These activities and reflections will serve as the basis of a digital portfolio that you can use as you apply for internships and navigate the job market."
EN.663.613,Technical Communication,1.5,"This course helps scientists and engineers learn to communicate clearly and effectively for a wide variety of audiences. The course works with STEM-based genres such as report writing, scientific posters, slides, and presentations. The class emphasizes writing for clarity, translating the story, using skillful data visualizations, and presenting effectively (among others).",,,,,,"EN.663.613.
Technical Communication.
1.5 Credits.
This course helps scientists and engineers learn to communicate clearly and effectively for a wide variety of audiences. The course works with STEM-based genres such as report writing, scientific posters, slides, and presentations. The class emphasizes writing for clarity, translating the story, using skillful data visualizations, and presenting effectively (among others)."
EN.663.614,Leading Teams Through Crisis,1.5,"This course will unpack the elements of successful crisis leadership in both the private and public sectors, offering a detailed review of the three principal types of crises that emerge with increased regularity in the worlds of business, entertainment, politics and government.",,,,,,"EN.663.614.
Leading Teams Through Crisis.
1.5 Credits.
This course will unpack the elements of successful crisis leadership in both the private and public sectors, offering a detailed review of the three principal types of crises that emerge with increased regularity in the worlds of business, entertainment, politics and government."
EN.663.618,Professional Presentations,3,"This course is designed to help scientists and engineers improve their oral presentation skills in a practice-intensive environment. Students will learn how to hone their message, to craft presentations that address both technical and non-technical audiences, and create clear, compelling PowerPoint presentations. All presentations will be recorded for self-evaluation, and students will receive extensive instructor and peer feedback. MSEM students only. Not open to undergraduates.",,,,,,"EN.663.618.
Professional Presentations.
3 Credits.
This course is designed to help scientists and engineers improve their oral presentation skills in a practice-intensive environment. Students will learn how to hone their message, to craft presentations that address both technical and non-technical audiences, and create clear, compelling PowerPoint presentations. All presentations will be recorded for self-evaluation, and students will receive extensive instructor and peer feedback. MSEM students only. Not open to undergraduates."
