course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
EN.540.101.01.FA25,Chemical Engineering Today,"Josephson, Lilian Lam","Josephson, Lilian Lam",2025 Fall,Chemical and Biomolecular Engineering,1.38,3.96,3.26
EN.540.202.01.SP24,Introduction to Chemical & Biological Process Analysis,"Zerin, Nagma","Zerin, Nagma",2024 Spring,Chemical and Biomolecular Engineering,3.50,4.00,4.00
EN.540.202.05.SP24,Introduction to Chemical & Biological Process Analysis,"Zerin, Nagma","Zerin, Nagma",2024 Spring,Chemical and Biomolecular Engineering,3.27,4.82,4.36
EN.540.202.02.SP24,Introduction to Chemical & Biological Process Analysis,"Zerin, Nagma","Zerin, Nagma",2024 Spring,Chemical and Biomolecular Engineering,3.45,4.91,4.55
EN.540.202.04.FA24,Introduction to Chemical & Biological Process Analysis,"Zerin,  Nagma","Zerin,  Nagma",2024 Fall,Chemical and Biomolecular Engineering,3.08,4.85,4.42
EN.540.202.03.FA24,Introduction to Chemical & Biological Process Analysis,"Zerin,  Nagma","Zerin,  Nagma",2024 Fall,Chemical and Biomolecular Engineering,3.25,4.62,4.46
EN.540.202.06.FA24,Introduction to Chemical & Biological Process Analysis,"Zerin,  Nagma","Zerin,  Nagma",2024 Fall,Chemical and Biomolecular Engineering,3.13,4.07,4.13
EN.540.202.05.FA24,Introduction to Chemical & Biological Process Analysis,"Zerin,  Nagma","Zerin,  Nagma",2024 Fall,Chemical and Biomolecular Engineering,3.46,4.31,4.38
EN.540.202.02.FA24,Introduction to Chemical & Biological Process Analysis,"Zerin,  Nagma","Zerin,  Nagma",2024 Fall,Chemical and Biomolecular Engineering,3.20,4.87,4.27
EN.540.202.01.FA24,Introduction to Chemical & Biological Process Analysis,"Zerin,  Nagma","Zerin,  Nagma",2024 Fall,Chemical and Biomolecular Engineering,3.31,4.54,4.38
EN.540.202.05.SP25,Introduction to Chemical & Biological Process Analysis,"Zerin, Nagma","Zerin, Nagma",2025 Spring,Chemical and Biomolecular Engineering,2.83,4.91,4.33
EN.540.202.03.SP25,Introduction to Chemical & Biological Process Analysis,"Zerin, Nagma","Zerin, Nagma",2025 Spring,Chemical and Biomolecular Engineering,3.08,4.17,4.00
EN.540.202.01.SP25,Introduction to Chemical & Biological Process Analysis,"Zerin, Nagma","Zerin, Nagma",2025 Spring,Chemical and Biomolecular Engineering,2.45,4.36,3.36
EN.540.202.04.SP25,Introduction to Chemical & Biological Process Analysis,"Zerin, Nagma","Zerin, Nagma",2025 Spring,Chemical and Biomolecular Engineering,3.18,4.36,4.18
EN.540.202.02.SP25,Introduction to Chemical & Biological Process Analysis,"Zerin, Nagma","Zerin, Nagma",2025 Spring,Chemical and Biomolecular Engineering,2.91,4.36,4.36
EN.540.202.02.FA25,Introduction to Chemical & Biological Process Analysis,"Chakraborty, Sourojeet","Chakraborty, Sourojeet",2025 Fall,Chemical and Biomolecular Engineering,3.75,4.00,4.09
EN.540.202.04.FA25,Introduction to Chemical & Biological Process Analysis,"Chakraborty, Sourojeet","Chakraborty, Sourojeet",2025 Fall,Chemical and Biomolecular Engineering,3.60,4.60,4.80
EN.540.202.03.FA25,Introduction to Chemical & Biological Process Analysis,"Chakraborty, Sourojeet","Chakraborty, Sourojeet",2025 Fall,Chemical and Biomolecular Engineering,3.17,4.25,4.50
EN.540.202.01.FA25,Introduction to Chemical & Biological Process Analysis,"Chakraborty, Sourojeet","Chakraborty, Sourojeet",2025 Fall,Chemical and Biomolecular Engineering,3.33,4.25,4.58
EN.540.203.01.SP24,Engineering Thermodynamics,"Bevan, Michael","Bevan, Michael",2024 Spring,Chemical and Biomolecular Engineering,3.72,3.57,4.57
EN.540.203.01.FA24,Engineering Thermodynamics,"Kokkoli, Efie","Kokkoli, Efie",2024 Fall,Chemical and Biomolecular Engineering,4.00,4.54,4.75
EN.540.203.01.SP25,Engineering Thermodynamics,"Bevan, Michael","Bevan, Michael",2025 Spring,Chemical and Biomolecular Engineering,3.67,3.39,4.27
EN.540.203.01.FA25,Engineering Thermodynamics,"Wang, Chao","Wang, Chao",2025 Fall,Chemical and Biomolecular Engineering,3.89,3.27,4.35
EN.540.205.01.FA25,Mathematical Methods in ChemBE 1,"Edison, John","Edison, John",2025 Fall,Chemical and Biomolecular Engineering,3.13,4.88,4.13
EN.540.206.01.FA25,Mathematical Methods in ChemBE 2,"Kevrekidis, Yannis","Kevrekidis, Yannis",2025 Fall,Chemical and Biomolecular Engineering,3.80,3.90,4.44
EN.540.301.02.SP24,Kinetic Processes,"Husmann, Eric","Husmann, Eric",2024 Spring,Chemical and Biomolecular Engineering,3.76,4.04,4.29
