course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
AS.020.126.01.SP25,Microbial Mysteries: Genomics from Ground to Gut,"Tan, Frederick","Tan, Frederick",2025 Spring,Biology,3.57,4.43,4.50
AS.020.151.01.FA24,General Biology I,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Fall,Biology,2.76,3.93,3.99
AS.020.151.01.FA24,General Biology I,"Roberson, Christov","Roberson, Christov",2024 Fall,Biology,2.76,4.49,3.99
AS.020.151.02.FA24,General Biology I,"Roberson, Christov","Roberson, Christov",2024 Fall,Biology,2.84,4.53,4.04
AS.020.151.02.FA25,General Biology I,"Roberson, Christov","Roberson, Christov",2025 Fall,Biology,2.97,4.56,4.19
AS.020.151.01.FA25,General Biology I,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Fall,Biology,2.91,3.75,3.88
AS.020.151.01.FA25,General Biology I,"Roberson, Christov","Roberson, Christov",2025 Fall,Biology,2.91,4.45,3.88
AS.020.152.02.SP24,General Biology II,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Spring,Biology,2.93,4.58,4.25
AS.020.152.02.SP24,General Biology II,"Shingles, Richard","Shingles, Richard",2024 Spring,Biology,2.93,4.17,4.25
AS.020.152.01.SP24,General Biology II,"Roberson, Christov","Roberson, Christov",2024 Spring,Biology,3.09,4.60,4.27
AS.020.152.01.SP25,General Biology II,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Spring,Biology,2.87,3.96,4.10
AS.020.152.01.SP25,General Biology II,"Roberson, Christov","Roberson, Christov",2025 Spring,Biology,2.87,4.48,4.10
AS.020.153.03.FA24,General Biology Laboratory I,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Fall,Biology,2.43,4.13,4.00
AS.020.153.06.FA24,General Biology Laboratory I,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Fall,Biology,2.10,4.44,4.06
AS.020.153.02.FA24,General Biology Laboratory I,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Fall,Biology,2.27,4.37,3.84
AS.020.153.05.FA24,General Biology Laboratory I,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Fall,Biology,2.04,4.48,3.98
AS.020.153.01.FA24,General Biology Laboratory I,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Fall,Biology,2.02,4.13,3.82
AS.020.153.04.FA24,General Biology Laboratory I,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Fall,Biology,2.20,4.21,3.80
AS.020.153.06.FA25,General Biology Laboratory I,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Fall,Biology,2.23,4.05,3.71
AS.020.153.02.FA25,General Biology Laboratory I,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Fall,Biology,2.32,4.33,3.77
AS.020.153.05.FA25,General Biology Laboratory I,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Fall,Biology,2.23,4.29,3.92
AS.020.153.01.FA25,General Biology Laboratory I,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Fall,Biology,2.34,4.26,3.96
AS.020.153.04.FA25,General Biology Laboratory I,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Fall,Biology,2.02,4.26,3.72
AS.020.153.03.FA25,General Biology Laboratory I,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Fall,Biology,2.22,4.30,4.10
AS.020.154.06.SP24,General Biology Lab II,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Spring,Biology,2.50,4.47,4.00
AS.020.154.05.SP24,General Biology Lab II,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Spring,Biology,2.35,4.16,3.90
AS.020.154.04.SP24,General Biology Lab II,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Spring,Biology,2.48,4.74,4.19
AS.020.154.03.SP24,General Biology Lab II,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Spring,Biology,2.20,4.47,4.24
AS.020.154.02.SP24,General Biology Lab II,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Spring,Biology,2.50,4.33,4.00
AS.020.154.01.SP24,General Biology Lab II,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Spring,Biology,2.48,4.30,3.97
AS.020.154.03.SP25,General Biology Lab II,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Spring,Biology,2.19,4.26,3.88
AS.020.154.06.SP25,General Biology Lab II,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Spring,Biology,2.14,4.43,3.89
AS.020.154.02.SP25,General Biology Lab II,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Spring,Biology,2.42,3.91,3.72
AS.020.154.01.SP25,General Biology Lab II,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Spring,Biology,2.43,4.29,4.07
AS.020.154.05.SP25,General Biology Lab II,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Spring,Biology,2.86,4.19,4.09
AS.020.154.04.SP25,General Biology Lab II,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Spring,Biology,2.13,4.06,3.79
AS.020.161.01.FA24,Current Events in Biology I,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Fall,Biology,2.12,4.89,4.67
AS.020.161.01.FA25,Current Events in Biology I,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Fall,Biology,1.80,4.94,4.47
AS.020.162.01.SP24,Current Events in Biology II,"Pearlman, Rebecca","Pearlman, Rebecca",2024 Spring,Biology,1.94,4.94,4.47
AS.020.162.01.SP25,Current Events in Biology II,"Pearlman, Rebecca","Pearlman, Rebecca",2025 Spring,Biology,2.00,4.88,4.53
AS.020.303.01.SP24,Genetics,"Fisher, Emily","Fisher, Emily",2024 Spring,Biology,3.04,3.71,3.98
AS.020.303.01.SP24,Genetics,"Andersen, Erik","Andersen, Erik",2024 Spring,Biology,3.04,3.54,3.98
AS.020.303.01.SP25,Genetics,"Fisher, Emily","Fisher, Emily",2025 Spring,Biology,3.18,3.78,3.95
AS.020.303.01.SP25,Genetics,"Gordus, Andrew","Gordus, Andrew",2025 Spring,Biology,3.18,3.22,3.95
AS.020.304.01.FA24,Molecular Biology,"Fisher, Emily","Fisher, Emily",2024 Fall,Biology,3.10,4.22,4.16
AS.020.304.01.FA24,Molecular Biology,"Broderick, Nichole","Broderick, Nichole",2024 Fall,Biology,3.10,3.40,4.16
