code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
AS.020.108,"Population Genomics: Evolution, Extinction & Disease",1,"Population genomics is the study of the structure, function, and variability of the entire genetic complement of organisms considered on a population scale. By examining how gene variants change in structure and frequency in populations over time, we can study the process of evolution and how it contributes to biodiversity and the formation of new species; this information can be used to increase the efficacy of conservation efforts. By studying gene variants underlying diseases at the scale of populations, we can better diagnose complex polygenic diseases like cancer. This course introduces the fundamentals of population genomics and provides an overview of the subfields of evolutionary genomics, conservation genomics, and medical genomics. This course is offered in summer terms only.",FA2,Natural Sciences,,,This course is offered in summer terms only.,"AS.020.108.
Population Genomics: Evolution, Extinction & Disease.
1 Credit.
Population genomics is the study of the structure, function, and variability of the entire genetic complement of organisms considered on a population scale. By examining how gene variants change in structure and frequency in populations over time, we can study the process of evolution and how it contributes to biodiversity and the formation of new species; this information can be used to increase the efficacy of conservation efforts. By studying gene variants underlying diseases at the scale of populations, we can better diagnose complex polygenic diseases like cancer. This course introduces the fundamentals of population genomics and provides an overview of the subfields of evolutionary genomics, conservation genomics, and medical genomics. This course is offered in summer terms only.
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
AS.020.120,Introduction to Laboratory Research,1,"In this program, you will be introduced to a variety of biochemical and molecular biological laboratory techniques. These will include DNA analysis by restriction enzyme mapping, amplification of DNA segments by PCR, lipid analysis by chromatography. Additionally, you will visit a variety of biological laboratories to observe actual research projects.Recommended Course Background in Chemistry and Biology is strongly recommended. This course is offered in summer terms only.",,Natural Sciences,,,"These will include DNA analysis by restriction enzyme mapping, amplification of DNA segments by PCR, lipid analysis by chromatography. | This course is offered in summer terms only.","AS.020.120.
Introduction to Laboratory Research.
1 Credit.
In this program, you will be introduced to a variety of biochemical and molecular biological laboratory techniques. These will include DNA analysis by restriction enzyme mapping, amplification of DNA segments by PCR, lipid analysis by chromatography. Additionally, you will visit a variety of biological laboratories to observe actual research projects.Recommended Course Background in Chemistry and Biology is strongly recommended. This course is offered in summer terms only.
Distribution Area: Natural Sciences"
AS.020.126,Microbial Mysteries: Genomics from Ground to Gut,3,"Microorganisms surround us, from the microbes in our soil to the bacteria in our digestive systems.  This Course-based Undergraduate Research Experience will introduce computational tools to analyze metagenomic datasets and provide students the opportunity to pursue independent projects.  This course is open to all students, regardless of major.  no prior computational experience necessary.",FA2,,,,,"AS.020.126.
Microbial Mysteries: Genomics from Ground to Gut.
3 Credits.
Microorganisms surround us, from the microbes in our soil to the bacteria in our digestive systems.  This Course-based Undergraduate Research Experience will introduce computational tools to analyze metagenomic datasets and provide students the opportunity to pursue independent projects.  This course is open to all students, regardless of major.  no prior computational experience necessary.
AS Foundational Abilities: Science and Data (FA2)"
AS.020.132,Medical School Intensive,1,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine. This course is offered in summer terms only.",FA2,,,,This course is offered in summer terms only.,"AS.020.132.
Medical School Intensive.
1 Credit.
Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine. This course is offered in summer terms only.
AS Foundational Abilities: Science and Data (FA2)"
AS.020.134,Introduction to Surgery,1,Students will be introduced to the fundamentals of a surgical practice. Students will also acquire skills used in the assessment and treatment of surgical conditions.This course is offered in summer terms only.,FA2,,,,This course is offered in summer terms only.,"AS.020.134.
Introduction to Surgery.
1 Credit.
Students will be introduced to the fundamentals of a surgical practice. Students will also acquire skills used in the assessment and treatment of surgical conditions.This course is offered in summer terms only.
AS Foundational Abilities: Science and Data (FA2)"
AS.020.151,General Biology I,3,"This course is an introduction to biology from an evolutionary, molecular and cellular perspective. Specific topics and themes include evolutionary theory, the structure and function of biological molecules, mechanisms of harvesting energy, cell division, classical genetics and gene expression. This course is offered in fall and summer terms only.",FA2,Natural Sciences,,,This course is offered in fall and summer terms only.,"AS.020.151.
General Biology I.
3 Credits.
This course is an introduction to biology from an evolutionary, molecular and cellular perspective. Specific topics and themes include evolutionary theory, the structure and function of biological molecules, mechanisms of harvesting energy, cell division, classical genetics and gene expression. This course is offered in fall and summer terms only.
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
AS.020.152,General Biology II,3,"This course builds on the concepts presented and discussed in General Biology I. The primary foci of this course will be on the diversity of life and on the anatomy, physiology, and evolution of plants and animals. There will be a special emphasis on human biology. This course is offered in spring and summer terms only.",FA2,Natural Sciences,AS.020.151,AS.020.151,This course is offered in spring and summer terms only.,"AS.020.152.
General Biology II.
3 Credits.
This course builds on the concepts presented and discussed in General Biology I. The primary foci of this course will be on the diversity of life and on the anatomy, physiology, and evolution of plants and animals. There will be a special emphasis on human biology. This course is offered in spring and summer terms only.
Prerequisite(s):
AS.020.151
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
AS.020.153,General Biology Laboratory I,1,"This course reinforces the topics covered in
AS.020.151
. Students participate in a semester-long project, identifying bacteria from Homewood campus soils using molecular biology techniques. Other laboratory exercises cover aspects of evolution, genomics and biochemistry.",FA2,Natural Sciences,"AS.020.151, AS.020.153","Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter Laboratory Safety Introductory Course in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
;
AS.020.151
can be taken prior to or at the same time as
AS.020.153
.",This course is offered in fall terms only. | Cross-listed with Behavioral Biology.,"AS.020.153.
General Biology Laboratory I.
1 Credit.
This course reinforces the topics covered in
AS.020.151
. Students participate in a semester-long project, identifying bacteria from Homewood campus soils using molecular biology techniques. Other laboratory exercises cover aspects of evolution, genomics and biochemistry. Cross-listed with Behavioral Biology. Student must have enrolled in
AS.020.151
either this term or in past terms. Students who have credit for AP Biology but take General Biology Lab I will lose four credits of AP Biology credit. Cross-listed with Behavioral Biology. This course is offered in fall terms only.
Prerequisite(s):
Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter Laboratory Safety Introductory Course in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
;
AS.020.151
can be taken prior to or at the same time as
AS.020.153
.
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
AS.020.154,General Biology Lab II,1,"This course reinforces the topics covered in
AS.020.152
. Laboratory exercises explore subjects ranging from evolution to anatomy and physiology. Students participate in a project using molecular biology techniques to determine whether specific foods are made from genetically engineered plants. This course is offered in spring terms only.",FA2,Natural Sciences,,"Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter ASEN in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course","This course is offered in spring terms only. | Cross-listed with Behavioral Biology
Prerequisite(s):
Students must have completed Lab Safety training prior to registering for this class.","AS.020.154.
General Biology Lab II.
1 Credit.
This course reinforces the topics covered in
AS.020.152
. Laboratory exercises explore subjects ranging from evolution to anatomy and physiology. Students participate in a project using molecular biology techniques to determine whether specific foods are made from genetically engineered plants. This course is offered in spring terms only.Cross-listed with Behavioral Biology
Prerequisite(s):
Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter ASEN in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
AS.020.161,Current Events in Biology I,1,"In this lively and collaborative course, students discuss current events and controversies in biology ranging from bioterrorism to the health of the Chesapeake Bay. This course is offered in fall terms only.","FA2, FA4",Natural Sciences,,,This course is offered in fall terms only.,"AS.020.161.
Current Events in Biology I.
1 Credit.
In this lively and collaborative course, students discuss current events and controversies in biology ranging from bioterrorism to the health of the Chesapeake Bay. This course is offered in fall terms only.
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2),
Citizens and Society (FA4)"
