course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
EN.501.105.01.SP25,FYS: Technical Leadership in Times of Crisis,"Bellingham, James","Bellingham, James",2025 Spring,First Year Seminar (EN),1.82,3.83,3.58
EN.501.105.01.FA25,FYS: Technical Leadership in Times of Crisis,"Bellingham, James","Bellingham, James",2025 Fall,First Year Seminar (EN),1.46,4.92,3.77
EN.501.112.01.FA24,FYS: Computing Through The Ages,"Andreou, Andreas","Andreou, Andreas",2024 Fall,First Year Seminar (EN),1.83,4.25,3.50
EN.501.112.01.FA25,FYS: Computing Through The Ages,"Andreou, Andreas","Andreou, Andreas",2025 Fall,First Year Seminar (EN),1.55,3.91,3.27
EN.501.113.01.FA24,FYS: Turing’s Shadow: Uncovering What’s Hidden in STEM,"Falk, Michael","Falk, Michael",2024 Fall,First Year Seminar (EN),2.21,4.71,3.86
EN.501.113.01.FA24,FYS: Turing’s Shadow: Uncovering What’s Hidden in STEM,"Woolway, Demere","Woolway, Demere",2024 Fall,First Year Seminar (EN),2.21,4.93,3.86
EN.501.113.01.FA25,FYS: Turing’s Shadow: Uncovering What’s Hidden in STEM,"Falk, Michael","Falk, Michael",2025 Fall,First Year Seminar (EN),1.71,4.86,4.29
EN.501.113.01.FA25,FYS: Turing’s Shadow: Uncovering What’s Hidden in STEM,"Woolway, Demere","Woolway, Demere",2025 Fall,First Year Seminar (EN),1.71,5.00,4.29
EN.501.116.01.FA24,FYS: Minding the Gap: Understanding the Design of Habit,"Golden, Matthew","Golden, Matthew",2024 Fall,First Year Seminar (EN),1.79,4.71,3.71
EN.501.117.01.FA24,FYS: Combating Misinformation and Disinformation in Science,"Forte, Joe","Forte, Joe",2024 Fall,First Year Seminar (EN),2.36,4.57,4.07
EN.501.117.01.FA25,FYS: Combating Misinformation and Disinformation in Science,"Hilliard, Amanda","Hilliard, Amanda",2025 Fall,First Year Seminar (EN),3.33,4.50,3.58
EN.501.120.01.FA24,FYS: City as Campus: Discovering Entrepreneurship and Leadership in Baltimore,"Sanchez VanValkenburg, Tiffany","Sanchez VanValkenburg, Tiffany",2024 Fall,First Year Seminar (EN),1.93,4.79,4.00
EN.501.121.01.FA24,FYS: AnthroDesign for Healthcare,"Miranda Mendoza, Constanza","Miranda Mendoza, Constanza",2024 Fall,First Year Seminar (EN),3.15,4.79,4.43
EN.501.121.01.FA25,FYS: AnthroDesign for Healthcare,"Miranda Mendoza , Constanza","Miranda Mendoza , Constanza",2025 Fall,First Year Seminar (EN),3.50,4.80,4.50
EN.501.122.01.FA24,"FYS:  Juries to Journals:  Elle Woods, Einstein, and the Meaning of Evidence","Shade, Dave","Shade, Dave",2024 Fall,First Year Seminar (EN),1.00,4.08,3.38
EN.501.122.01.FA25,"FYS:  Juries to Journals:  Elle Woods, Einstein, and the Meaning of Evidence","Shade, Dave","Shade, Dave",2025 Fall,First Year Seminar (EN),1.44,4.45,3.80
EN.501.124.08.FA24,FYS: Design Cornerstone,"Kutten,  Kwame","Kutten,  Kwame",2024 Fall,First Year Seminar (EN),2.20,4.25,3.50
EN.501.124.08.FA24,FYS: Design Cornerstone,"Ardekani,  Siamak","Ardekani,  Siamak",2024 Fall,First Year Seminar (EN),2.20,4.31,3.50
EN.501.124.08.FA24,FYS: Design Cornerstone,"Zwernemann, Michelle","Zwernemann, Michelle",2024 Fall,First Year Seminar (EN),2.20,4.50,3.50
EN.501.124.08.FA24,FYS: Design Cornerstone,"Haase,  Eileen","Haase,  Eileen",2024 Fall,First Year Seminar (EN),2.20,3.88,3.50
EN.501.124.04.FA24,FYS: Design Cornerstone,"Frye, Jenna","Frye, Jenna",2024 Fall,First Year Seminar (EN),3.00,4.50,3.61
EN.501.124.09.FA24,FYS: Design Cornerstone,"Gaitanaros,  Stavros","Gaitanaros,  Stavros",2024 Fall,First Year Seminar (EN),2.27,3.80,2.60
EN.501.124.09.FA24,FYS: Design Cornerstone,"Tilashalski, Melissa","Tilashalski, Melissa",2024 Fall,First Year Seminar (EN),2.27,4.00,2.60
EN.501.124.03.FA24,FYS: Design Cornerstone,"Frye, Jenna","Frye, Jenna",2024 Fall,First Year Seminar (EN),2.61,4.89,3.94
EN.501.124.07.FA24,FYS: Design Cornerstone,"Logsdon, Elizabeth","Logsdon, Elizabeth",2024 Fall,First Year Seminar (EN),2.81,3.88,3.44
EN.501.124.02.FA24,FYS: Design Cornerstone,"Abu-mulaweh,  Nusaybah","Abu-mulaweh,  Nusaybah",2024 Fall,First Year Seminar (EN),2.44,4.50,3.50
EN.501.124.06.FA24,FYS: Design Cornerstone,"Kessler, Michael","Kessler, Michael",2024 Fall,First Year Seminar (EN),2.40,4.47,3.47
EN.501.124.01.FA24,FYS: Design Cornerstone,"Burkholder Murphy, Alissa","Burkholder Murphy, Alissa",2024 Fall,First Year Seminar (EN),2.94,4.47,3.58
EN.501.124.05.FA24,FYS: Design Cornerstone,"Preheim, Sarah","Preheim, Sarah",2024 Fall,First Year Seminar (EN),2.33,2.80,2.83
EN.501.124.05.SP25,FYS: Design Cornerstone,"Abu-mulaweh, Nusaybah","Abu-mulaweh, Nusaybah",2025 Spring,First Year Seminar (EN),1.81,4.25,3.19
EN.501.124.05.SP25,FYS: Design Cornerstone,"Ryan, Dan","Ryan, Dan",2025 Spring,First Year Seminar (EN),1.81,4.69,3.19
EN.501.124.04.SP25,FYS: Design Cornerstone,"Gaitanaros, Stavros","Gaitanaros, Stavros",2025 Spring,First Year Seminar (EN),2.79,3.93,3.50
EN.501.124.07.SP25,FYS: Design Cornerstone,"Ramesh, Sathappan","Ramesh, Sathappan",2025 Spring,First Year Seminar (EN),2.83,3.50,3.00
EN.501.124.06.SP25,FYS: Design Cornerstone,"Husmann, Eric","Husmann, Eric",2025 Spring,First Year Seminar (EN),3.31,4.29,3.62
EN.501.124.03.SP25,FYS: Design Cornerstone,"Frye, Jenna","Frye, Jenna",2025 Spring,First Year Seminar (EN),2.93,4.73,4.33
EN.501.124.01.SP25,FYS: Design Cornerstone,"Frye, Jenna","Frye, Jenna",2025 Spring,First Year Seminar (EN),3.08,4.33,3.33
EN.501.124.08.FA25,FYS: Design Cornerstone,"Tilashalski, Melissa","Tilashalski, Melissa",2025 Fall,First Year Seminar (EN),2.13,4.13,3.27
EN.501.124.07.FA25,FYS: Design Cornerstone,"Kessler, Michael","Kessler, Michael",2025 Fall,First Year Seminar (EN),2.87,4.27,3.53
