code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
EN.635.601,Foundations of Information Systems Engineering,3,"Creating and operating large-scale information systems requires a holistic approach that manages the blending of software, hardware, networks, and security inherent in modern systems. This course introduces key elements and processes required for designing, analyzing, developing, and integrating complex information systems. The course focuses on the systems engineering approach with specific emphasis on design, development, and deployment. Topics covered include requirements engineering, architecture development, security engineering, cost-benefit analysis, information and networking technologies, and operations. Course Note(s): The required foundation courses may be taken in any order but must be taken before other courses in the degree.",,,,,,"EN.635.601.
Foundations of Information Systems Engineering.
3 Credits.
Creating and operating large-scale information systems requires a holistic approach that manages the blending of software, hardware, networks, and security inherent in modern systems. This course introduces key elements and processes required for designing, analyzing, developing, and integrating complex information systems. The course focuses on the systems engineering approach with specific emphasis on design, development, and deployment. Topics covered include requirements engineering, architecture development, security engineering, cost-benefit analysis, information and networking technologies, and operations. Course Note(s): The required foundation courses may be taken in any order but must be taken before other courses in the degree."
EN.635.603,AI/ML Ops,3,"This course provides a comprehensive exploration of Artificial Intelligence (AI) and Machine Learning (ML) Operations (AI/ML Ops), focusing on their integration with operations and IT practices. Students will learn foundational AI/ML Ops concepts, including frameworks for building and deploying AI/ML models, infrastructure optimization for machine learning, effective data management, and strategies for successfully adopting AI within organizations. The curriculum emphasizes key areas such as model training and deployment, the stages and features of AI/ML Ops, preparing for production environments, and ensuring robust security and governance. Emerging trends in AI/ML Ops and practical, real-world applications are also discussed. By the course’s conclusion, students will be well-prepared to design and implement a tailored MLOps strategy to meet organizational needs.",,,,,,"EN.635.603.
AI/ML Ops.
3 Credits.
This course provides a comprehensive exploration of Artificial Intelligence (AI) and Machine Learning (ML) Operations (AI/ML Ops), focusing on their integration with operations and IT practices. Students will learn foundational AI/ML Ops concepts, including frameworks for building and deploying AI/ML models, infrastructure optimization for machine learning, effective data management, and strategies for successfully adopting AI within organizations. The curriculum emphasizes key areas such as model training and deployment, the stages and features of AI/ML Ops, preparing for production environments, and ensuring robust security and governance. Emerging trends in AI/ML Ops and practical, real-world applications are also discussed. By the course’s conclusion, students will be well-prepared to design and implement a tailored MLOps strategy to meet organizational needs."
EN.635.611,Principles of Network Engineering,3,"This course provides a introductory technical overview of networking and telecommunications for the engineering practitioner. Topics include voice, data, and video communication system fundamentals, including signaling, frequency concepts, transmission media, multiplexing, spread spectrum, signal encoding, error control, switching, and basic terminology. The OSI and TCP/IP reference models are examined along with the basic concepts of protocols, service interfaces, encapsulation, and layering. The course also covers networking and telecommunication techniques, applications technology, and networking topologies and Internetworking architectures. Specific areas discussed include LAN system fundamentals, such as IEEE 802.3 Ethernet, IEEE 802.11 wireless LANs and IEEE 802.15/Bluetooth; and wide-area systems such as cellular and satellite networks. TCP/IP infrastructure and protocols are extensively covered including IP routing, transport layer protocols, and applications including web, email, and real-time applications such as Voice over IP (VoIP). The course also covers the basic principles and protocols for Network Security (IPsec, SSL/TLS) and Management (SNMP).",,,,,,"EN.635.611.
Principles of Network Engineering.
3 Credits.
This course provides a introductory technical overview of networking and telecommunications for the engineering practitioner. Topics include voice, data, and video communication system fundamentals, including signaling, frequency concepts, transmission media, multiplexing, spread spectrum, signal encoding, error control, switching, and basic terminology. The OSI and TCP/IP reference models are examined along with the basic concepts of protocols, service interfaces, encapsulation, and layering. The course also covers networking and telecommunication techniques, applications technology, and networking topologies and Internetworking architectures. Specific areas discussed include LAN system fundamentals, such as IEEE 802.3 Ethernet, IEEE 802.11 wireless LANs and IEEE 802.15/Bluetooth; and wide-area systems such as cellular and satellite networks.  TCP/IP infrastructure and protocols are extensively covered including IP routing, transport layer protocols, and applications including web, email, and real-time applications such as Voice over IP (VoIP).  The course also covers the basic principles and protocols for Network Security (IPsec, SSL/TLS) and Management (SNMP)."
EN.635.622,Intelligent Decision Engineering,3,"This course will cover the core concepts and applications of decision science in enabling and enhancing human decision making. The decision science topics include prescriptive, descriptive, and normative models; utility and value theories, biases, and human values. Further, the course will motivate the student to explore three perspectives on human decision making - heuristics based approach, natural decision making and military decision making. The course will emphasize the importance of data, information, decisional contexts and enablement of informed human decision making. The assignments (readings, discussions, project and research paper) weigh decision science and its real-world applications equally. Prerequisites (knowledge of undergraduate level probability and statistics).",,,,,,"EN.635.622.
Intelligent Decision Engineering.
3 Credits.
This course will cover the core concepts and applications of decision science in enabling and enhancing human decision making.  The decision science topics include prescriptive, descriptive, and normative models; utility and value theories, biases, and human values.  Further, the course will motivate the student to explore three perspectives on human decision making - heuristics based approach, natural decision making and military decision making.  The course will emphasize the importance of data, information, decisional contexts and enablement of informed human decision making.  The assignments (readings, discussions, project and research paper) weigh decision science and its real-world applications equally.  Prerequisites (knowledge of undergraduate level probability and statistics)."
EN.635.627,Intelligent Decision Support Systems,3,"Businesses and organizations are flooded with a variety of data from a vast number of sources. Data analysis and use of data analytics in data-driven decision-making processes has become the go-to strategy for business success and for gaining sustainable competitive advantage.This course will introduce students to the technologies that are generally and collectively called “analytics” used to support effective decision-making processes for business. Course topics will cover the latest trends in analytics, including scalable AI, machine learning, IoT, and smart/robo-collaborative assisting systems, composable data and analytics, data fabric, small data models, and XOps. This course will enable students to apply deep knowledge of predictive, descriptive analytics, big data, and web analytics to the development of the best business solutions for their organizations. They will also know which kinds of analytics to apply to specific decision contexts.",,,,,,"EN.635.627.
Intelligent Decision Support Systems.
3 Credits.
Businesses and organizations are flooded with a variety of data from a vast number of sources. Data analysis and use of data analytics in data-driven decision-making processes has become the go-to strategy for business success and for gaining sustainable competitive advantage.This course will introduce students to the technologies that are generally and collectively called “analytics” used to support effective decision-making processes for business. Course topics will cover the latest trends in analytics, including scalable AI, machine learning, IoT, and smart/robo-collaborative assisting systems, composable data and analytics, data fabric, small data models, and XOps. This course will enable students to apply deep knowledge of predictive, descriptive analytics, big data, and web analytics to the development of the best business solutions for their organizations. They will also know which kinds of analytics to apply to specific decision contexts."
EN.635.629,AI Assurance,3,"Traditional test and evaluation approaches have focused on verifying that systems meet specified requirements or characterizing their effectiveness. These methods typically involve identifying relevant factors and quantifying uncertainty to determine how many samples are needed. However, AI-enabled systems—and other highly complex systems—vastly expand the possible state space and introduce nonlinear behaviors, making it impractical to gather enough real-world data to confidently ensure reliable performance in critical scenarios. This class addresses this challenge by broadening the types of evidence used to build confidence in system performance. Rather than relying solely on conventional testing, AI Assurance constructs structured arguments that link high-level claims about a system’s behavior to diverse forms of supporting evidence. This includes traditional test data as well as alternative sources, all tied together with clear reasoning and explicitly stated assumptions to justify trust in the system. In this seminar course, students will explore the emerging field of AI Assurance by reading and presenting academic papers, developing and presenting original research, and producing a publication-quality final paper as part of a capstone project.",,,,,,"EN.635.629.
AI Assurance.
3 Credits.
Traditional test and evaluation approaches have focused on verifying that systems meet specified requirements or characterizing their effectiveness. These methods typically involve identifying relevant factors and quantifying uncertainty to determine how many samples are needed. However, AI-enabled systems—and other highly complex systems—vastly expand the possible state space and introduce nonlinear behaviors, making it impractical to gather enough real-world data to confidently ensure reliable performance in critical scenarios. This class addresses this challenge by broadening the types of evidence used to build confidence in system performance. Rather than relying solely on conventional testing, AI Assurance constructs structured arguments that link high-level claims about a system’s behavior to diverse forms of supporting evidence. This includes traditional test data as well as alternative sources, all tied together with clear reasoning and explicitly stated assumptions to justify trust in the system. In this seminar course, students will explore the emerging field of AI Assurance by reading and presenting academic papers, developing and presenting original research, and producing a publication-quality final paper as part of a capstone project."
EN.635.631,Foundations of Data Analytics,3,"This foundation course provides an overview of data analysis process, and introduces students to common techniques for data preprocessing, feature extraction, and the creation of statistical models. In particular, students will develop competence in areas of high importance for data scientists and engineers, such as: exploring the trade-off between bias and variance, selecting and creating features, regularizing models, determining optimal hyperparameters, and evaluating model performance. Multiple datasets and data types (e.g., unstructured text, imagery, and time-varying signals) will be considered with the goal of building student confidence across a spectrum of analysis challenges. Particular topics include linear and non-linear regression, decision trees, various approaches to dimensionality reduction, clustering, topic modeling, Bayesian methods, and neural networks. Prerequisite(s): Programming experience in Python, introductory linear algebra, and probability theory recommended.",,,,"Programming experience in Python, introductory linear algebra, and probability theory recommended.",,"EN.635.631.
Foundations of Data Analytics.
3 Credits.
This foundation course provides an overview of data analysis process, and introduces students to common techniques for data preprocessing, feature extraction, and the creation of statistical models. In particular, students will develop competence in areas of high importance for data scientists and engineers, such as: exploring the trade-off between bias and variance, selecting and creating features, regularizing models, determining optimal hyperparameters, and evaluating model performance. Multiple datasets and data types (e.g., unstructured text, imagery, and time-varying signals) will be considered with the goal of building student confidence across a spectrum of analysis challenges. Particular topics include linear and non-linear regression, decision trees, various approaches to dimensionality reduction, clustering, topic modeling, Bayesian methods, and neural networks. Prerequisite(s): Programming experience in Python, introductory linear algebra, and probability theory recommended."
EN.635.632,Engineering Data Intensive Systems,3,"This course provides students with a solid understanding of the data engineering concepts needed to implement reliable data intensive systems. With the emergence of data science as a new field of study, data engineering has gained prominence as a discipline in its own right. Designing and deploying data intensive applications for production environments require skills and experience beyond data science. We start with the basic building blocks of data models, query languages, storage, retrieval, encoding, and schema evolution. Then we move on to distributed data where we examine the unique challenges faced with implementing distributed data systems and some approaches for mitigating these challenges. Throughout the course we consider reliability, scalability, and performance aspects of data stores, batch processing and streaming systems. To deepen our understanding of these concepts, students will implement data systems on their own personal computers using Docker. The technologies you will be working with include Jupyter Notebook, SQL engines, Apache Avro, Elasticsearch (and Kibana), Apache Spark, and Apache Kafka. Prerequisite(s): EN.635.601 Foundation of Information Systems Engineering. Prior experience with databases, SQL, and Python is recommended.",,,EN.635.601,"EN.635.601
Foundation of Information Systems Engineering. Prior experience with databases, SQL, and Python is recommended.",,"EN.635.632.
Engineering Data Intensive Systems.
3 Credits.
This course provides students with a solid understanding of the data engineering concepts needed to implement reliable data intensive systems. With the emergence of data science as a new field of study, data engineering has gained prominence as a discipline in its own right. Designing and deploying data intensive applications for production environments require skills and experience beyond data science. We start with the  basic building blocks of data models, query languages, storage, retrieval, encoding, and schema evolution. Then we move on to distributed data where we examine the unique challenges faced with implementing distributed data systems and some approaches for mitigating these challenges. Throughout the course we consider reliability, scalability, and performance aspects of data stores, batch processing and streaming systems. To deepen our understanding of these concepts, students will implement data systems on their own personal computers using Docker. The technologies you will be working with include Jupyter Notebook, SQL engines, Apache Avro, Elasticsearch (and Kibana), Apache Spark, and Apache Kafka.
Prerequisite(s):
EN.635.601
Foundation of Information Systems Engineering. Prior experience with databases, SQL, and Python is recommended."
EN.635.661,Principles of Human Computer Interaction,3,"Well-designed human-computer interaction (HCI) is critical to the success of computer and information systems. This course focuses on the HCI design process and covers the underlying scientific principles, HCI design methodology, and the user-interface technology used to implement HCI. Topics include human cognition, HCI theories, user observation and task analysis, prototyping and evaluation techniques, user interface modalities and graphical user interface components, and accessibility. Selected additional topics may include HCI in website design, support of collaborative work, human interaction with automation, and ubiquitous computing. Student design projects are an integral part of the course. Reading the current HCI research literature is also required.",,,,,,"EN.635.661.
Principles of Human Computer Interaction.
3 Credits.
Well-designed human-computer interaction (HCI) is critical to the success of computer and information systems. This course focuses on the HCI design process and covers the underlying scientific principles, HCI design methodology, and the user-interface technology used to implement HCI. Topics include human cognition, HCI theories, user observation and task analysis, prototyping and evaluation techniques, user interface modalities and graphical user interface components, and accessibility. Selected additional topics may include HCI in website design, support of collaborative work, human interaction with automation, and ubiquitous computing. Student design projects are an integral part of the course. Reading the current HCI research literature is also required."
EN.635.671,Data Recovery & Continuing Operations,3,"Data recovery and continuing operations refers to the processes, plans, and technologies required for an enterprise to achieve resiliency given unexpected events that may disrupt IT operations. This course provides an overview of the storage technologies to address backup, disaster recovery, and business continuity. Technologies that address auditing, redundancy, and resiliency in the infrastructure (e.g., networks, power, cooling, etc.) are described. Beyond the technologies, processes and plans for continuing operations are covered, including issues such as business continuity, disaster recovery, and risk management. Prerequisite(s): EN.635.621 Principles of Decision Support Systems is recommended and may be taken concurrently.",,,EN.635.621,EN.635.621 Principles of Decision Support Systems is recommended and may be taken concurrently.,,"EN.635.671.
Data Recovery & Continuing Operations.
3 Credits.
Data recovery and continuing operations refers to the processes, plans, and technologies required for an enterprise to achieve resiliency given unexpected events that may disrupt IT operations. This course provides an overview of the storage technologies to address backup, disaster recovery, and business continuity. Technologies that address auditing, redundancy, and resiliency in the infrastructure (e.g., networks, power, cooling, etc.) are described. Beyond the technologies, processes and plans for continuing operations are covered, including issues such as business continuity, disaster recovery, and risk management.
Prerequisite(s):
EN.635.621 Principles of Decision Support Systems is recommended and may be taken concurrently."
