course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
AS.370.115.03.FA24,First Year American Sign Language,"Sampson, Matthew","Sampson, Matthew",2024 Fall,English as a Second Language,2.24,4.65,4.47
AS.370.115.01.FA24,First Year American Sign Language,"Sampson, Matthew","Sampson, Matthew",2024 Fall,English as a Second Language,2.93,4.63,4.60
AS.370.115.02.FA24,First Year American Sign Language,"Sampson, Matthew","Sampson, Matthew",2024 Fall,English as a Second Language,2.40,4.53,4.13
AS.370.115.06.FA25,First Year American Sign Language,"Ercolino, Austen","Ercolino, Austen",2025 Fall,English as a Second Language,1.89,4.89,4.44
AS.370.115.05.FA25,First Year American Sign Language,"Ercolino, Austen","Ercolino, Austen",2025 Fall,English as a Second Language,2.18,4.91,4.73
AS.370.115.03.FA25,First Year American Sign Language,"Sampson, Matthew","Sampson, Matthew",2025 Fall,English as a Second Language,2.25,4.08,4.00
AS.370.115.04.FA25,First Year American Sign Language,"Ercolino, Austen","Ercolino, Austen",2025 Fall,English as a Second Language,2.21,4.93,4.36
AS.370.115.01.FA25,First Year American Sign Language,"Sampson, Matthew","Sampson, Matthew",2025 Fall,English as a Second Language,2.25,3.83,3.58
AS.370.115.02.FA25,First Year American Sign Language,"Sampson, Matthew","Sampson, Matthew",2025 Fall,English as a Second Language,2.50,3.93,3.86
AS.370.116.03.SP24,First Year American Sign Language II,"Sampson, Matthew","Sampson, Matthew",2024 Spring,English as a Second Language,2.69,4.81,4.63
AS.370.116.02.SP24,First Year American Sign Language II,"Sampson, Matthew","Sampson, Matthew",2024 Spring,English as a Second Language,2.75,4.75,4.63
AS.370.116.01.SP24,First Year American Sign Language II,"Sampson, Matthew","Sampson, Matthew",2024 Spring,English as a Second Language,2.89,4.67,4.56
AS.370.116.03.SP25,First Year American Sign Language II,"Sampson, Matthew","Sampson, Matthew",2025 Spring,English as a Second Language,2.36,4.27,4.07
AS.370.116.02.SP25,First Year American Sign Language II,"Sampson, Matthew","Sampson, Matthew",2025 Spring,English as a Second Language,2.33,4.30,3.80
AS.370.116.01.SP25,First Year American Sign Language II,"Sampson, Matthew","Sampson, Matthew",2025 Spring,English as a Second Language,2.70,4.00,4.27
AS.370.215.01.FA24,Second Year American Sign Language,"Sampson, Matthew","Sampson, Matthew",2024 Fall,English as a Second Language,2.20,3.90,3.60
AS.370.215.01.FA25,Second Year American Sign Language,"Ercolino, Austen","Ercolino, Austen",2025 Fall,English as a Second Language,2.11,4.70,4.56
AS.370.216.01.SP25,Second Year American Sign Language II,"Sampson, Matthew","Sampson, Matthew",2025 Spring,English as a Second Language,1.88,4.25,3.50
