course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
AS.210.101.03.FA24,French Elements I,"Anderson, Bruce","Anderson, Bruce",2024 Fall,German and Romance Languages and Literatures,3.08,4.79,4.43
AS.210.101.01.FA24,French Elements I,"Guillemard, Claude","Guillemard, Claude",2024 Fall,German and Romance Languages and Literatures,2.67,4.67,4.44
AS.210.101.02.FA24,French Elements I,"Lulu, Annie","Lulu, Annie",2024 Fall,German and Romance Languages and Literatures,3.62,3.93,3.86
AS.210.101.03.FA25,French Elements I,"Jean-Pierre, Jean-Ederson","Jean-Pierre, Jean-Ederson",2025 Fall,German and Romance Languages and Literatures,2.78,4.80,4.40
AS.210.101.01.FA25,French Elements I,"Lulu, Annie","Lulu, Annie",2025 Fall,German and Romance Languages and Literatures,3.00,4.60,4.40
AS.210.101.02.FA25,French Elements I,"Luo, Wanyun","Luo, Wanyun",2025 Fall,German and Romance Languages and Literatures,2.75,4.83,4.42
AS.210.102.03.SP24,French Elements II,"Guillemard, Claude","Guillemard, Claude",2024 Spring,German and Romance Languages and Literatures,3.50,5.00,4.75
AS.210.102.02.SP24,French Elements II,"Guillemard, Claude","Guillemard, Claude",2024 Spring,German and Romance Languages and Literatures,2.78,4.67,4.44
AS.210.102.01.SP24,French Elements II,"Guillemard, Claude","Guillemard, Claude",2024 Spring,German and Romance Languages and Literatures,2.75,5.00,4.25
AS.210.102.01.FA24,French Elements II,"Guillemard, Claude","Guillemard, Claude",2024 Fall,German and Romance Languages and Literatures,2.63,4.75,4.50
AS.210.102.01.SP25,French Elements II,"Guillemard, Claude","Guillemard, Claude",2025 Spring,German and Romance Languages and Literatures,3.00,4.50,4.42
AS.210.102.01.FA25,French Elements II,"D'Amato, Thomas","D'Amato, Thomas",2025 Fall,German and Romance Languages and Literatures,3.63,4.88,4.50
AS.210.105.01.SP24,Fast-Track Beginning French,"Anderson, Bruce","Anderson, Bruce",2024 Spring,German and Romance Languages and Literatures,3.14,4.71,4.17
AS.210.105.01.SP25,Fast-Track Beginning French,"Anderson, Bruce","Anderson, Bruce",2025 Spring,German and Romance Languages and Literatures,3.57,5.00,5.00
AS.210.111.02.SP24,Spanish Elements I,"Tracy, Michelle","Tracy, Michelle",2024 Spring,German and Romance Languages and Literatures,3.53,4.67,4.47
AS.210.111.01.SP24,Spanish Elements I,"Tracy, Michelle","Tracy, Michelle",2024 Spring,German and Romance Languages and Literatures,3.50,4.80,4.70
AS.210.111.01.FA24,Spanish Elements I,"Sanchez, Loreto","Sanchez, Loreto",2024 Fall,German and Romance Languages and Literatures,3.70,4.14,3.80
AS.210.111.01.FA24,Spanish Elements I,"Hernandez Rodriguez, Daniela","Hernandez Rodriguez, Daniela",2024 Fall,German and Romance Languages and Literatures,3.70,4.18,3.80
AS.210.111.03.FA24,Spanish Elements I,"Hernandez Rodriguez, Daniela","Hernandez Rodriguez, Daniela",2024 Fall,German and Romance Languages and Literatures,3.00,4.70,4.00
AS.210.111.02.FA24,Spanish Elements I,"Tracy, Michelle","Tracy, Michelle",2024 Fall,German and Romance Languages and Literatures,3.43,4.71,4.36
AS.210.111.01.SP25,Spanish Elements I,"Tracy, Michelle","Tracy, Michelle",2025 Spring,German and Romance Languages and Literatures,3.00,4.17,3.86
AS.210.111.01.SP25,Spanish Elements I,"Franco, Bruno","Franco, Bruno",2025 Spring,German and Romance Languages and Literatures,3.00,4.64,3.86
AS.210.111.02.SP25,Spanish Elements I,"Tracy, Michelle","Tracy, Michelle",2025 Spring,German and Romance Languages and Literatures,3.27,4.73,4.53
AS.210.111.03.FA25,Spanish Elements I,"Torres Burgos, Carmen","Torres Burgos, Carmen",2025 Fall,German and Romance Languages and Literatures,3.33,4.43,4.17
AS.210.111.03.FA25,Spanish Elements I,"Veraguas, Ignacio","Veraguas, Ignacio",2025 Fall,German and Romance Languages and Literatures,3.33,4.75,4.17
AS.210.111.01.FA25,Spanish Elements I,"Macias Cardoso, Ricardo","Macias Cardoso, Ricardo",2025 Fall,German and Romance Languages and Literatures,3.25,3.50,3.75
AS.210.111.02.FA25,Spanish Elements I,"Hubbard, Arancha","Hubbard, Arancha",2025 Fall,German and Romance Languages and Literatures,2.92,4.17,4.00
AS.210.111.04.FA25,Spanish Elements I,"Frex, Hans","Frex, Hans",2025 Fall,German and Romance Languages and Literatures,3.00,5.00,4.40
AS.210.112.01.SP24,Spanish Elements II,"Walls, Alfredo","Walls, Alfredo",2024 Spring,German and Romance Languages and Literatures,3.46,4.85,4.31
AS.210.112.03.SP24,Spanish Elements II,"Fabro, Lila","Fabro, Lila",2024 Spring,German and Romance Languages and Literatures,3.07,4.60,4.07
AS.210.112.02.SP24,Spanish Elements II,"Sanchez, Loreto","Sanchez, Loreto",2024 Spring,German and Romance Languages and Literatures,2.82,5.00,4.58
AS.210.112.02.SP24,Spanish Elements II,"Sanchez Paraiso, Maria","Sanchez Paraiso, Maria",2024 Spring,German and Romance Languages and Literatures,2.82,4.75,4.58
AS.210.112.02.FA24,Spanish Elements II,"Tracy, Michelle","Tracy, Michelle",2024 Fall,German and Romance Languages and Literatures,3.33,4.83,4.58
AS.210.112.01.FA24,Spanish Elements II,"Tracy, Michelle","Tracy, Michelle",2024 Fall,German and Romance Languages and Literatures,3.62,4.54,4.46
AS.210.112.03.SP25,Spanish Elements II,Hernandez Rodriguez + Tracy,"Hernandez Rodriguez, Daniela + Tracy, Michelle",2025 Spring,German and Romance Languages and Literatures,3.50,4.50,4.25
AS.210.112.01.SP25,Spanish Elements II,"Tracy, Michelle","Tracy, Michelle",2025 Spring,German and Romance Languages and Literatures,3.29,4.89,4.50
AS.210.112.02.SP25,Spanish Elements II,"Tracy, Michelle","Tracy, Michelle",2025 Spring,German and Romance Languages and Literatures,3.70,4.73,4.73
AS.210.112.03.FA25,Spanish Elements II,"Tracy, Michelle","Tracy, Michelle",2025 Fall,German and Romance Languages and Literatures,3.33,4.67,4.44
AS.210.112.01.FA25,Spanish Elements II,"Tracy, Michelle","Tracy, Michelle",2025 Fall,German and Romance Languages and Literatures,3.18,4.63,4.41
AS.210.112.02.FA25,Spanish Elements II,"Tracy, Michelle","Tracy, Michelle",2025 Fall,German and Romance Languages and Literatures,3.00,4.67,4.33
AS.210.120.01.SP24,Modern Hebrew for Beginners I,"Scott, Cameron","Scott, Cameron",2024 Spring,German and Romance Languages and Literatures,2.50,4.83,4.17
