code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
AS.363.201,"Introduction to the Study of Women, Gender, and Sexuality",3,"This course will serve as an intensive introduction to contemporary approaches to theories of gender and sexuality, and their relationship to cultural production and politics. Students will develop a historically situated knowledge of the development of feminist and queer scholarship in the 20th and 21st centuries, and consider the multiply intersecting forces which shape understandings of sexual and gender identity. We will consider both foundational questions (What is gender? Who is the subject of feminism? What defines queerness?) and questions of aesthetic and political strategy, and spend substantial time engaging with feminist and queer scholarship in comparative contexts. Students will be introduced to debates in Black feminism, intersectionality theory, third world feminism, socialist feminism, queer of colour critique, and trans* theory. We will read both canonical texts and recent works of scholarship, and the final weeks of the course will be devoted to thinking with our theoretical and historical readings against a selection of feminist and queer literature and cinema. No prior familiarity with the study of gender and sexuality is necessary.","FA4, FA5","Humanities, Social and Behavioral Sciences",,,,"AS.363.201.
Introduction to the Study of Women, Gender, and Sexuality.
3 Credits.
This course will serve as an intensive introduction to contemporary approaches to theories of gender and sexuality, and their relationship to cultural production and politics. Students will develop a historically situated knowledge of the development of feminist and queer scholarship in the 20th and 21st centuries, and consider the multiply intersecting forces which shape understandings of sexual and gender identity. We will consider both foundational questions (What is gender? Who is the subject of feminism? What defines queerness?) and questions of aesthetic and political strategy, and spend substantial time engaging with feminist and queer scholarship in comparative contexts. Students will be introduced to debates in Black feminism, intersectionality theory, third world feminism, socialist feminism, queer of colour critique, and trans* theory. We will read both canonical texts and recent works of scholarship, and the final weeks of the course will be devoted to thinking with our theoretical and historical readings against a selection of feminist and queer literature and cinema. No prior familiarity with the study of gender and sexuality is necessary.
Distribution Area: Humanities, Social and Behavioral Sciences
AS Foundational Abilities: Citizens and Society (FA4),
Ethics and Foundations (FA5)
EN Foundational Abilities: Engagement with Society (FA4)"
AS.363.226,Women writers and the sonnet from the European Renaissance to the Harlem Renaissance,3,"Shakespeare's description of his lover's eyes as 'nothing like the sun' is both an homage and a sendup of the 300-year-old Petrarchan tradition in which the male poetic persona remains forever enraptured by an unattainable female beloved, who never speaks. Beginning with a review of Shakespeare’s sonnet sequence and selections from Petrarch’s sonnets to an elusive Laura, we will read a series of fifteenth-and sixteenth-century women writers who inserted their own voices into this evolving tradition by allowing “Laura” to talk back. These include Vittoria Colonna (and her interactive sonnets with Michelangelo), Veronica Gambara, and Gaspara Stampa; dueling personas in sonnets by French poets Pernette du Guillet and Maurice Scéve, and sonnets by more familiar Shakespearean contemporaries Lady Mary Wroth and Sir Philip Sidney (both of whom reflect back on Petrarch but from quite different viewpoints). In the final section of the course we will apply our newly acquired historical perspective to selections from a more recently available corpus of female-authored sonnets from the Harlem Renaissance. All continental works will be read in translation; no previous familiarity with the topic is required.","FA1, FA3, FA5",Humanities,,,Writing Intensive,"AS.363.226.
Women writers and the sonnet from the European Renaissance to the Harlem Renaissance.
3 Credits.
Shakespeare's description of his lover's eyes as 'nothing like the sun' is both an homage and a sendup of the 300-year-old Petrarchan tradition in which the male poetic persona remains forever enraptured by an unattainable female beloved, who never speaks. Beginning with a review of Shakespeare’s sonnet sequence and selections from Petrarch’s sonnets to an elusive Laura, we will read a series of fifteenth-and sixteenth-century women writers who inserted their own voices into this evolving tradition by allowing “Laura” to talk back. These include Vittoria Colonna (and her interactive sonnets with Michelangelo), Veronica Gambara, and Gaspara Stampa; dueling personas in sonnets by French poets Pernette du Guillet and Maurice Scéve, and sonnets by more familiar Shakespearean contemporaries Lady Mary Wroth and Sir Philip Sidney (both of whom reflect back on Petrarch but from quite different viewpoints). In the final section of the course we will apply our newly acquired historical perspective to selections from a more recently available corpus of female-authored sonnets from the Harlem Renaissance. All continental works will be read in translation; no previous familiarity with the topic is required.
Distribution Area: Humanities
AS Foundational Abilities: Writing and Communication (FA1),
Culture and Aesthetics (FA3),
Ethics and Foundations (FA5)
EN Foundational Abilities: Creative Expression (FA3)
Writing Intensive"
AS.363.228,Imperialism and Sexual Politics in the Global South,3,"This course investigates the relationship between capitalism, imperialism, gender, and sexuality. Imperialism and Sexual Politics in the Global South will introduce students to major debates about sexual and gendered minorities in African, Asian, Central-Eastern European, and Latin American societies, from the 19th century to the present day. Students are encouraged to challenge preconceived notions about so-called universal concepts, identities, modes of action, and political claims actually developed in the West, while critically engaging with their circulations and appropriation by some actors in the Global South. In addition to an analysis of specific identities (homosexual, gay, queer, trans, LGBT, and... Straight Heterosexual), this course will also interrogate the very notions of ""gender"" and ""sexuality"": are they always significant as structures of power over space and time.",FA1,,,,Writing Intensive,"AS.363.228.
Imperialism and Sexual Politics in the Global South.
3 Credits.
This course investigates the relationship between capitalism, imperialism, gender, and sexuality. Imperialism and Sexual Politics in the Global South will introduce students to major debates about sexual and gendered minorities in African, Asian, Central-Eastern European, and Latin American societies, from the 19th century to the present day. Students are encouraged to challenge preconceived notions about so-called universal concepts, identities, modes of action, and political claims actually developed in the West, while critically engaging with their circulations and appropriation by some actors in the Global South. In addition to an analysis of specific identities (homosexual, gay, queer, trans, LGBT, and... Straight Heterosexual), this course will also interrogate the very notions of ""gender"" and ""sexuality"": are they always significant as structures of power over space and time.
AS Foundational Abilities: Writing and Communication (FA1)
Writing Intensive"
AS.363.253,"Disease, Illness and Medicine from the Perspective of Women, Gender and Sexuality Studies",3,"This course invites students to take the perspectives of women, gender and sexuality studies in the study of illness and disease. The course asks: What difference do such perspectives make in the study of disease? Are ways of describing and responding to illness and suffering made available for us to rethink the experience of affliction as such? The course will invite students to consider disease, illness, and suffering as embedded within social worlds and as sites where institutions, medical knowledge, and intimacy are entangled. We will explore topics including: the gender politics of asylum, displacement and refugeehood; the clustering of violence and illness in neighborhoods marked by chronic exposure to police violence; the counter-politics of care in the context of claims to reproductive justice; the politics of the population and the household decision-making in relation to scarcity; the rethinking of the clinical encounter as it is criss-crossed by law in cases of sexual violence.","FA1, FA4, FA5",Humanities,,,Writing Intensive,"AS.363.253.
Disease, Illness and Medicine from the Perspective of Women, Gender and Sexuality Studies.
3 Credits.
This course invites students to take the perspectives of women, gender and sexuality studies in the study of illness and disease. The course asks: What difference do such perspectives make in the study of disease? Are ways of describing and responding to illness and suffering made available for us to rethink the experience of affliction as such? The course will invite students to consider disease, illness, and suffering as embedded within social worlds and as sites where institutions, medical knowledge, and intimacy are entangled. We will explore topics including: the gender politics of asylum, displacement and refugeehood; the clustering of violence and illness in neighborhoods marked by chronic exposure to police violence; the counter-politics of care in the context of claims to reproductive justice; the politics of the population and the household decision-making in relation to scarcity; the rethinking of the clinical encounter as it is criss-crossed by law in cases of sexual violence.
Distribution Area: Humanities
AS Foundational Abilities: Writing and Communication (FA1),
Citizens and Society (FA4),
Ethics and Foundations (FA5)
EN Foundational Abilities: Engagement with Society (FA4)
Writing Intensive"
AS.363.254,Trans Studies,3,"This interdisciplinary course will introduce students to key issues in Trans Studies. Topics may include: contemporary trans politics, trans medicalization, indigenous and non-Western forms of gender variance, US trans history across class and race, and trans global governance. We will focus on how institutions, such as policing and medicine, and world-historical forces, such as capitalism, colonialism, and Atlantic slavery, have shaped trans history and politics.","FA3, FA4",,,,,"AS.363.254.
Trans Studies.
3 Credits.
This interdisciplinary course will introduce students to key issues in Trans Studies. Topics may include: contemporary trans politics, trans medicalization, indigenous and non-Western forms of gender variance, US trans history across class and race, and trans global governance. We will focus on how institutions, such as policing and medicine, and world-historical forces, such as capitalism, colonialism, and Atlantic slavery, have shaped trans history and politics.
AS Foundational Abilities: Culture and Aesthetics (FA3),
Citizens and Society (FA4)
EN Foundational Abilities: Creative Expression (FA3),
Engagement with Society (FA4)"
AS.363.302,Feminist and Queer Theory: Women in Western Thought an Introduction,3,"Women in Western Thought is an introduction to (the history of) Western thought from the margins of the canon. The class introduces you to some key philosophical question, focusing on some highlights of women’s thought in Western thought, most of which are commonly and unjustly neglected. The seminar will be organized around a number of paradigmatic cases, such as the mind/body question in Early Modern Europe, the declaration of the rights of (wo)men during the French revolution, the impact of slavery on philosophical thought, the MeToo debate and others. By doing so, the course will cover a range of issues, such as the nature of God, contract theory, slavery, standpoint epistemology, and queer feminist politics. Students will engage with questions about what a canon is, and who has a say in that. In this sense, Women in Western Thought introduces you to some crucial philosophical and political problems and makes you acquainted with some women in the field. The long term objective of a class on women in Western thought must be to empower, to inspire independence, and to resist the sanctioned ignorance often times masked as universal knowledge and universal history. People of all genders tend to suffer from misinformation regarding the role of women and the gender of thought more generally. By introducing you to women who took it upon themselves to resist the obstacles of their time, I am hoping to provide role models for your individual intellectual and political development. By introducing you to the historical conditions of the exclusion and oppression of women (including trans and queer women as well as black women and women of color), I hope to enable you to generate the sensitivities that are required to navigate the particular social relations of the diverse world you currently inhabit. By introducing philosophical topics in this way, I hope to enable you to have a positive, diversifying influence on you future endeavours.","FA1, FA3, FA5",Humanities,,,Writing Intensive,"AS.363.302.
Feminist and Queer Theory: Women in Western Thought an Introduction.
3 Credits.
Women in Western Thought is an introduction to (the history of) Western thought from the margins of the canon. The class introduces you to some key philosophical question, focusing on some highlights of women’s thought in Western thought, most of which are commonly and unjustly neglected. The seminar will be organized around a number of paradigmatic cases, such as the mind/body question in Early Modern Europe, the declaration of the rights of (wo)men during the French revolution, the impact of slavery on philosophical thought, the MeToo debate and others. By doing so, the course will cover a range of issues, such as the nature of God, contract theory, slavery, standpoint epistemology, and queer feminist politics. Students will engage with questions about what a canon is, and who has a say in that. In this sense, Women in Western Thought introduces you to some crucial philosophical and political problems and makes you acquainted with some women in the field. The long term objective of a class on women in Western thought must be to empower, to inspire independence, and to resist the sanctioned ignorance often times masked as universal knowledge and universal history. People of all genders tend to suffer from misinformation regarding the role of women and the gender of thought more generally. By introducing you to women who took it upon themselves to resist the obstacles of their time, I am hoping to provide role models for your individual intellectual and political development. By introducing you to the historical conditions of the exclusion and oppression of women (including trans and queer women as well as black women and women of color), I hope to enable you to generate the sensitivities that are required to navigate the particular social relations of the diverse world you currently inhabit. By introducing philosophical topics in this way, I hope to enable you to have a positive, diversifying influence on you future endeavours.
Distribution Area: Humanities
AS Foundational Abilities: Writing and Communication (FA1),
Culture and Aesthetics (FA3),
Ethics and Foundations (FA5)
EN Foundational Abilities: Creative Expression (FA3)
Writing Intensive"
AS.363.330,Ecofeminist Debates:  Gender and Sexuality Beyond the Global West,3,"This course develops an interdisciplinary and comparative approach to introduce students to ecofeminism through a special focus on its inflections in non-western contexts.  Through class discussions and sustained writing engagement, we will develop an understanding of the history of ecofeminism, including theoretical debates linking gender perspectives with political mobilization, as well as ecofeminism's enduring influence on new intellectual and political movements.","FA4, FA5",Humanities,,,,"AS.363.330.
Ecofeminist Debates:  Gender and Sexuality Beyond the Global West.
3 Credits.
This course develops an interdisciplinary and comparative approach to introduce students to ecofeminism through a special focus on its inflections in non-western contexts.  Through class discussions and sustained writing engagement, we will develop an understanding of the history of ecofeminism, including theoretical debates linking gender perspectives with political mobilization, as well as ecofeminism's enduring influence on new intellectual and political movements.
Distribution Area: Humanities
AS Foundational Abilities: Citizens and Society (FA4),
Democracy (FA4.1),
Ethics and Foundations (FA5)
EN Foundational Abilities: Engagement with Society (FA4)"
AS.363.331,Gender and Sexuality beyond the Global West,3,Gender and Sexuality in the Global West. Topics change each semester. See class search for specific topic being taught each term.,"FA4, FA5","Humanities, Social and Behavioral Sciences",,,,"AS.363.331.
Gender and Sexuality beyond the Global West.
3 Credits.
Gender and Sexuality in the Global West. Topics change each semester. See class search for specific topic being taught each term.
Distribution Area: Humanities, Social and Behavioral Sciences
AS Foundational Abilities: Citizens and Society (FA4),
Democracy (FA4.1),
Ethics and Foundations (FA5)
EN Foundational Abilities: Engagement with Society (FA4)"
AS.363.333,Poetics and Politics:,3,Topics will vary by term. Please see the specific term and section for current topics.,"FA3, FA5",Humanities,,,,"AS.363.333.
Poetics and Politics:.
3 Credits.
Topics will vary by term. Please see the specific term and section for current topics.
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Ethics and Foundations (FA5)
EN Foundational Abilities: Creative Expression (FA3)"
AS.363.334,Feminism and Apocalypse,3,"Popular culture today is awash with apocalyptic and post-apocalyptic stories. Feminist literature, though, has been thinking about the end of the world since 1826, when Mary Shelley’s The Last Man imagined a pandemic wiping out almost the entire global population. The first apocalyptic novel in English describes the end of the world as we know it: in the wake of disaster, The Last Man pauses to assemble alternative forms of collective life. Students in this course will read contemporary feminist fiction that responds to The Last Man by pressing the genre of apocalyptic literature into dialogue with feminist politics. We will explore key generic preoccupations that are also foci of feminist thought: reproduction and the family; separatism and utopia; gender and the environment; the human and the posthuman. Across our readings, our focus will be the duality of apocalyptic literature as both critique of the existing order and as thought experiment with what might replace it. What is the role of apocalypse in the feminist imagination? How have feminist authors made use of a genre also historically characterized by fantasies of racialized violence and class conflict, orientalist projection, and sexist stereotype? Why—and why not—might it be valuable to feminism to imagine the end of things?","FA3, FA5",Humanities,,,,"AS.363.334.
Feminism and Apocalypse.
3 Credits.
Popular culture today is awash with apocalyptic and post-apocalyptic stories. Feminist literature, though, has been thinking about the end of the world since 1826, when Mary Shelley’s The Last Man imagined a pandemic wiping out almost the entire global population. The first apocalyptic novel in English describes the end of the world as we know it: in the wake of disaster, The Last Man pauses to assemble alternative forms of collective life. Students in this course will read contemporary feminist fiction that responds to The Last Man by pressing the genre of apocalyptic literature into dialogue with feminist politics. We will explore key generic preoccupations that are also foci of feminist thought: reproduction and the family; separatism and utopia; gender and the environment; the human and the posthuman. Across our readings, our focus will be the duality of apocalyptic literature as both critique of the existing order and as thought experiment with what might replace it. What is the role of apocalypse in the feminist imagination? How have feminist authors made use of a genre also historically characterized by fantasies of racialized violence and class conflict, orientalist projection, and sexist stereotype? Why—and why not—might it be valuable to feminism to imagine the end of things?
Distribution Area: Humanities
AS Foundational Abilities: Culture and Aesthetics (FA3),
Ethics and Foundations (FA5)
EN Foundational Abilities: Creative Expression (FA3)"
