code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
EN.570.100,A Survey of Environmental Health and Engineering: Ask the Lorax,1,This course is designed to introduce new students to Environmental Health and Engineering (EHE) as a discipline. There will be weekly seminars from different faculty members each sharing an overview of research and professional practice activities that they engage in. Students will get a broad perspective of the research and career options in environmental engineering,,"Engineering, Natural Sciences",,,,"EN.570.100.
A Survey of Environmental Health and Engineering: Ask the Lorax.
1 Credit.
This course is designed to introduce new students to Environmental Health and Engineering (EHE) as a discipline.  There will be weekly seminars from different faculty members each sharing an overview of research and professional practice activities that they engage in. Students will get a broad perspective of the research and career options in environmental engineering
Distribution Area: Engineering, Natural Sciences"
EN.570.108,Introduction to Environmental Engineering and Design,3,"This course provides a broad overview of environmental engineering - what environmental engineering is and what environmental engineers do. Whenever possible, the topic areas listed herein will be presented in the context of real-world environmental problems. Specific topics include: Environmental engineering ethics and justice, professional engineering licensure, membership in professional societies and associations, environmental engineering design process and components, mass and energy balances, environmental chemistry, mathematics of growth and decay; risk assessment and management; water resources (quantity and quality), surface water pollutants, eutrophication; groundwater flow, contaminant transport, groundwater remediation; water quality control, municipal water and wastewater systems, drinking water standards; air pollution, national ambient air quality standards, toxic air pollutants, mobile and stationary source control technologies, indoor air quality; global atmospheric change, the greenhouse effect, global energy balance, carbon emissions, stratospheric ozone depletion, and issues pertaining to hazardous, solid, and medical waste management. Overviews of pertinent environmental laws and regulations will be presented where applicable. The course encompasses conceptual design projects for environmental systems and infrastructures. The ePortfolio tag(s) on this course signify that there are one or more assignments offered in the course that provide students with the opportunity to be assessed for proficiency in completion of the relevant ePortfolio requirement(s).",FA2,Engineering,,,,"EN.570.108.
Introduction to Environmental Engineering and Design.
3 Credits.
This course provides a broad overview of environmental engineering - what environmental engineering is and what environmental engineers do. Whenever possible, the topic areas listed herein will be presented in the context of real-world environmental problems. Specific topics include: Environmental engineering ethics and justice, professional engineering licensure, membership in professional societies and associations, environmental engineering design process and components, mass and energy balances, environmental chemistry, mathematics of growth and decay; risk assessment and management; water resources (quantity and quality), surface water pollutants, eutrophication; groundwater flow, contaminant transport, groundwater remediation; water quality control, municipal water and wastewater systems, drinking water standards; air pollution, national ambient air quality standards, toxic air pollutants, mobile and stationary source control technologies, indoor air quality; global atmospheric change, the greenhouse effect, global energy balance, carbon emissions, stratospheric ozone depletion, and issues pertaining to hazardous, solid, and medical waste management. Overviews of pertinent environmental laws and regulations will be presented where applicable. The course encompasses conceptual design projects for environmental systems and infrastructures. The ePortfolio tag(s) on this course signify that there are one or more assignments offered in the course that provide students with the opportunity to be assessed for proficiency in completion of the relevant ePortfolio requirement(s).
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)
EN Foundational Abilities: Ethical Reflection ePortfolio (FA5eP)"
EN.570.201,Environmental Biology and Ecology,3,"This course will cover basic topics in environmental biology and ecology for environmental engineering majors. The course will begin by describing the basic building blocks of life, cells and cellular components, which are common to all living things. We will then investigate factors that promote multicellularity, plant and animal physiology, and ecological principles that determine the distribution and function of organisms in the ecosystem.",FA2,Natural Sciences,,,,"EN.570.201.
Environmental Biology and Ecology.
3 Credits.
This course will cover basic topics in environmental biology and ecology for environmental engineering majors. The course will begin by describing the basic building blocks of life, cells and cellular components, which are common to all living things. We will then investigate factors that promote multicellularity, plant and animal physiology, and ecological principles that determine the distribution and function of organisms in the ecosystem.
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.570.239,Environmental Engineering Chemistry - Current and Emerging Topics,3,Students will utilize their chemistry knowledge to understand contemporary environmental issues in various media. Lectures will discuss the chemical phenomena leading to and resulting from air and water pollution issues. Climate change impacts to air and water chemistry will also be covered.,FA2,"Engineering, Natural Sciences",,,,"EN.570.239.
Environmental Engineering Chemistry - Current and Emerging Topics.
3 Credits.
Students will utilize their chemistry knowledge to understand contemporary environmental issues in various media.  Lectures will discuss the chemical phenomena leading to and resulting from air and water pollution issues.  Climate change impacts to air and water chemistry will also be covered.
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.570.303,Environmental Engineering Principles and Applications,3,"Fundamentals and applications of physical, chemical, and biological processes in the natural environment and engineered systems. The first part of this class will cover material balances, chemical equilibrium, chemical kinetics, vapor pressure, dissolution, sorption, acid-base reactions, transport phenomena, reactor design, and water quality. The second part of this class focuses on the principles and design of water and wastewater treatment processes, such as coagulation, sedimentation, filtration, biological treatment processes, and disinfection.",FA2,"Engineering, Natural Sciences",,,,"EN.570.303.
Environmental Engineering Principles and Applications.
3 Credits.
Fundamentals and applications of physical, chemical, and biological processes in the natural environment and engineered systems. The first part of this class will cover material balances, chemical equilibrium, chemical kinetics, vapor pressure, dissolution, sorption, acid-base reactions, transport phenomena, reactor design, and water quality. The second part of this class focuses on the principles and design of water and wastewater treatment processes, such as coagulation, sedimentation, filtration, biological treatment processes, and disinfection.
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.570.304,Environmental Engineering Laboratory,4,"Introduction to laboratory measurements relevant to water supply and wastewater discharge, including pH and alkalinity, inorganic and organic contaminants in water, reactor analysis, bench testing for water treatment, and measurement and control of disinfection by-products. Recommended Course Background: EN.570.210 or Instructor Permission. Prerequisite: EN.570.303 . Prerequisite(s): Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter ASEN in the Search Box to access the proper course. Click here to access the Laboratory Safety Introductory Course ; EN.570.303",FA2,"Engineering, Natural Sciences",EN.570.303,"Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter ASEN in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
;
EN.570.303",,"EN.570.304.
Environmental Engineering Laboratory.
4 Credits.
Introduction to laboratory measurements relevant to water supply and wastewater discharge, including pH and alkalinity, inorganic and organic contaminants in water, reactor analysis, bench testing for water treatment, and measurement and control of disinfection by-products. Recommended Course Background: EN.570.210 or Instructor Permission.  Prerequisite:
EN.570.303
.
Prerequisite(s):
Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter ASEN in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
;
EN.570.303
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.570.305,Environmental Health and Engineering Systems Design,4,"Techniques from systems analysis applied to environmental engineering design and management problems: reservoir management, power plant siting, nuclear waste management, air pollution control, and transportation planning. Design projects are required.",FA2,"Engineering, Quantitative and Mathematical Sciences",,,,"EN.570.305.
Environmental Health and Engineering Systems Design.
4 Credits.
Techniques from systems analysis applied to environmental engineering design and management problems: reservoir management, power plant siting, nuclear waste management, air pollution control, and transportation planning. Design projects are required.
Distribution Area: Engineering, Quantitative and Mathematical Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.570.320,Case Studies in Climate Change - A Field Course,4,"In this interdisciplinary seminar class, we will discuss past, present, and future climate change. We will do so through several case studies on California; Eastern California is a hub of research on past climate change, and arguably few states are being more heavily impacted by current climate change than California. Throughout the first half of the course, we will learn how climate has changed in the past, the magnitude of those changes, the possible causes, and the physical and ecological impacts of past climate change. In the second half of the course, we will contrast past climate change with the impacts and severity of contemporary climate change. We will explore how climate change is stressing water resources, air quality, and ecological resilience across California, and we will critically evaluate how the state’s recent policy initiatives are ameliorating (or exacerbating) these stresses. The course will include a week-long spring break field trip to Eastern California where we will explore how climate change is stressing water resources, air quality, and ecological resilience across the state. Do not hesitate to email the instructor (smill191@jhu.edu) for more information about the field trip.",,"Engineering, Natural Sciences",,,,"EN.570.320.
Case Studies in Climate Change - A Field Course.
4 Credits.
In this interdisciplinary seminar class, we will discuss past, present, and future climate change. We will do so through several case studies on California; Eastern California is a hub of research on past climate change, and arguably few states are being more heavily impacted by current climate change than California. Throughout the first half of the course, we will learn how climate has changed in the past, the magnitude of those changes, the possible causes, and the physical and ecological impacts of past climate change. In the second half of the course, we will contrast past climate change with the impacts and severity of contemporary climate change. We will explore how climate change is stressing water resources, air quality, and ecological resilience across California, and we will critically evaluate how the state’s recent policy initiatives are ameliorating (or exacerbating) these stresses. The course will include a week-long spring break field trip to Eastern California where we will explore how climate change is stressing water resources, air quality, and ecological resilience across the state. Do not hesitate to email the instructor (smill191@jhu.edu) for more information about the field trip.
Distribution Area: Engineering, Natural Sciences"
EN.570.321,Case Studies in Climate Change - A Field Course,2,"This is the 2 credit co-requisite course for EN.570.320 Case Studies in Climate Change offered in fall. In this course we will travel to Eastern California for a week-long field trip to explore how climate change is stressing water resources, air quality, and ecological resilience across California. We will critically evaluate how the state's recent policy initiatives are ameliorating (or exacerbating) these stresses. Please email the instructor if you are interested in this course (smill191@jhu.edu) for more details on the co-requisite. Prerequisite(s): EN.570.320",,,EN.570.320,EN.570.320,,"EN.570.321.
Case Studies in Climate Change - A Field Course.
2 Credits.
This is the 2 credit co-requisite course for
EN.570.320
Case Studies in Climate Change offered in fall. In this course we will travel to Eastern California for a week-long field trip to explore how climate change is stressing water resources, air quality, and ecological resilience across California. We will critically evaluate how the state's recent policy initiatives are ameliorating (or exacerbating) these stresses. Please email the instructor if you are interested in this course (smill191@jhu.edu) for more details on the co-requisite.
Prerequisite(s):
EN.570.320"
EN.570.333,Water and energy in the terrestrial biosphere,3,"How does water move through the landscape? How do we make predictions about how streamflow, groundwater, and soil moisture will respond to climate change and landscape change? In this course we will examine the processes controlling the movement of water, and the use of models to make hydrologic predictions. In particular the course covers the water balance, radiation balance and energy balance at the terrestrial earth surface; evaporation, transpiration, and their relationship to plant physiology and ecology; snow and ice; shallow groundwater, recharge, and base flow; runoff generation processes, and the role of surface and subsurface landscape structure. We will use simple model codes to gain an appreciation for the structure, calibration/validation, uncertainty, and post-processing of hydrologic models. Although the course is intended as a follow-on from Hydrology 570.353/653, it can be taken by any student with sufficient background, and with the consent of the instructor. Major assessment is a term paper (no exam).",FA2,"Engineering, Quantitative and Mathematical Sciences",,,,"EN.570.333.
Water and energy in the terrestrial biosphere.
3 Credits.
How does water move through the landscape? How do we make predictions about how streamflow, groundwater, and soil moisture will respond to climate change and landscape change? In this course we will examine the processes controlling the movement of water, and the use of models to make hydrologic predictions. In particular the course covers the water balance, radiation balance and energy balance at the terrestrial earth surface; evaporation, transpiration, and their relationship to plant physiology and ecology; snow and ice; shallow groundwater, recharge, and base flow; runoff generation processes, and the role of surface and subsurface landscape structure. We will use simple model codes to gain an appreciation for the structure, calibration/validation, uncertainty, and post-processing of hydrologic models. Although the course is intended as a follow-on from Hydrology 570.353/653, it can be taken by any student with sufficient background, and with the consent of the instructor. Major assessment is a term paper (no exam).
Distribution Area: Engineering, Quantitative and Mathematical Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.570.334,Engineering Microeconomics,3,"The course introduces the principles of microeconomics and engineering economics, and applications of those principles to environmental engineering and public policy analysis. The financial and economic implications of engineering designs and control policies are critical to their success. We introduce principles of engineering economics and microeconomics (demand and production theory) and their uses in engineering decision making.",FA2,"Quantitative and Mathematical Sciences, Social and Behavioral Sciences",,,,"EN.570.334.
Engineering Microeconomics.
3 Credits.
The course introduces the principles of microeconomics and engineering economics, and applications of those principles to environmental engineering and public policy analysis. The financial and economic implications of engineering designs and control policies are critical to their success. We introduce principles of engineering economics and microeconomics (demand and production theory) and their uses in engineering decision making.
Distribution Area: Quantitative and Mathematical Sciences, Social and Behavioral Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.570.349,"Water quality of rivers, lakes, and estuaries",3,"Sustainably managing aquatic environments for ecosystem and public health in a changing climate requires us to understand the combined effect of multiple physical, chemical, and biological processes. This class will equip students to apply their understanding of environmental engineering principles to real-world water quality issues using computer simulation models. Emphasis will be placed on gaining insight by understanding fundamental assumptions and equations, and application to classical problems of oxygen demand and eutrophication. Advanced topics including pathogen and toxin dynamics will also be introduced. Prerequisite(s): EN.570.303",FA2,"Engineering, Natural Sciences",EN.570.303,EN.570.303,,"EN.570.349.
Water quality of rivers, lakes, and estuaries.
3 Credits.
Sustainably managing aquatic environments for ecosystem and public health in a changing climate requires us to understand the combined effect of multiple physical, chemical, and biological processes. This class will equip students to apply their understanding of environmental engineering principles to real-world water quality issues using computer simulation models. Emphasis will be placed on gaining insight by understanding fundamental assumptions and equations, and application to classical problems of oxygen demand and eutrophication. Advanced topics including pathogen and toxin dynamics will also be introduced.
Prerequisite(s):
EN.570.303
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
