course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
EN.570.100.01.FA24,A Survey of Environmental Health and Engineering: Ask the Lorax,"DeCarlo, Peter","DeCarlo, Peter",2024 Fall,Environmental Health and Engineering,1.27,5.00,4.50
EN.570.100.01.FA25,A Survey of Environmental Health and Engineering: Ask the Lorax,"DeCarlo, Peter","DeCarlo, Peter",2025 Fall,Environmental Health and Engineering,1.22,4.89,4.44
EN.570.108.01.FA24,Introduction to Environmental Engineering and Design,"Alavi, Hedy","Alavi, Hedy",2024 Fall,Environmental Health and Engineering,3.19,3.69,4.19
EN.570.108.01.FA25,Introduction to Environmental Engineering and Design,"Alavi, Hedy","Alavi, Hedy",2025 Fall,Environmental Health and Engineering,2.67,4.50,4.17
EN.570.201.01.SP24,Environmental Biology and Ecology,"Preheim, Sarah","Preheim, Sarah",2024 Spring,Environmental Health and Engineering,3.43,4.50,4.50
EN.570.201.01.SP25,Environmental Biology and Ecology,"Preheim, Sarah","Preheim, Sarah",2025 Spring,Environmental Health and Engineering,3.31,4.62,4.23
EN.570.239.01.FA24,Environmental Engineering Chemistry - Current and Emerging Topics,"DeCarlo, Peter","DeCarlo, Peter",2024 Fall,Environmental Health and Engineering,2.67,4.86,4.86
EN.570.239.01.FA25,Environmental Engineering Chemistry - Current and Emerging Topics,"DeCarlo, Peter","DeCarlo, Peter",2025 Fall,Environmental Health and Engineering,2.56,4.67,4.33
EN.570.303.01.FA24,Environmental Engineering Principles and Applications,"Rossi, Ruggero","Rossi, Ruggero",2024 Fall,Environmental Health and Engineering,3.00,3.73,4.18
EN.570.303.01.FA25,Environmental Engineering Principles and Applications,"Rossi, Ruggero","Rossi, Ruggero",2025 Fall,Environmental Health and Engineering,3.33,4.22,3.89
EN.570.304.01.SP24,Environmental Engineering Laboratory,"Prasse, Carsten","Prasse, Carsten",2024 Spring,Environmental Health and Engineering,5.00,4.00,5.00
EN.570.304.01.SP24,Environmental Engineering Laboratory,"DeCarlo, Peter","DeCarlo, Peter",2024 Spring,Environmental Health and Engineering,5.00,4.60,5.00
EN.570.304.01.SP25,Environmental Engineering Laboratory,"Prasse, Carsten","Prasse, Carsten",2025 Spring,Environmental Health and Engineering,4.55,4.18,4.45
EN.570.304.01.SP25,Environmental Engineering Laboratory,"DeCarlo, Peter","DeCarlo, Peter",2025 Spring,Environmental Health and Engineering,4.55,4.64,4.45
EN.570.305.01.FA24,Environmental Health and Engineering Systems Design,"Ellis, Hugh","Ellis, Hugh",2024 Fall,Environmental Health and Engineering,3.00,4.44,4.44
EN.570.305.01.FA25,Environmental Health and Engineering Systems Design,"Ellis, Hugh","Ellis, Hugh",2025 Fall,Environmental Health and Engineering,3.80,2.83,3.83
EN.570.320.01.SP24,Case Studies in Climate Change - A Field Course,"Miller, Scot","Miller, Scot",2024 Spring,Environmental Health and Engineering,2.30,4.70,4.40
EN.570.320.01.SP25,Case Studies in Climate Change - A Field Course,"Miller, Scot","Miller, Scot",2025 Spring,Environmental Health and Engineering,2.57,4.86,4.71
EN.570.334.01.SP25,Engineering Microeconomics,"Ferraro, Paul","Ferraro, Paul",2025 Spring,Environmental Health and Engineering,2.44,4.67,4.06
EN.570.349.01.SP25,"Water quality of rivers, lakes, and estuaries","Harman, Ciaran","Harman, Ciaran",2025 Spring,Environmental Health and Engineering,5.00,5.00,5.00
EN.570.350.01.FA24,Environmental Hazards and Health Risks,"Ramachandran, Ram","Ramachandran, Ram",2024 Fall,Environmental Health and Engineering,2.88,4.44,4.22
