course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
AS.171.101.02.SP24,General Physics:Physical Science Major I,"Swartz, Morris","Swartz, Morris",2024 Spring,Physics and Astronomy,4.33,2.90,4.38
AS.171.101.01.SP24,General Physics:Physical Science Major I,"Swartz, Morris","Swartz, Morris",2024 Spring,Physics and Astronomy,4.27,3.47,4.13
AS.171.101.04.SP24,General Physics:Physical Science Major I,"Swartz, Morris","Swartz, Morris",2024 Spring,Physics and Astronomy,4.58,3.40,4.35
AS.171.101.03.SP24,General Physics:Physical Science Major I,"Swartz, Morris","Swartz, Morris",2024 Spring,Physics and Astronomy,4.17,2.78,3.89
AS.171.101.01.FA24,General Physics:Physical Science Major I,"Zakamska, Nadia","Zakamska, Nadia",2024 Fall,Physics and Astronomy,4.14,3.07,4.29
AS.171.101.04.FA24,General Physics:Physical Science Major I,"Zakamska, Nadia","Zakamska, Nadia",2024 Fall,Physics and Astronomy,4.29,3.06,3.89
AS.171.101.03.FA24,General Physics:Physical Science Major I,"Zakamska, Nadia","Zakamska, Nadia",2024 Fall,Physics and Astronomy,4.35,3.12,4.18
AS.171.101.02.FA24,General Physics:Physical Science Major I,"Zakamska, Nadia","Zakamska, Nadia",2024 Fall,Physics and Astronomy,4.42,3.37,4.42
AS.171.101.01.FA25,General Physics:Physical Science Major I,"Sushkov, Alexander","Sushkov, Alexander",2025 Fall,Physics and Astronomy,4.43,4.29,4.64
AS.171.101.04.FA25,General Physics:Physical Science Major I,"Sushkov, Alexander","Sushkov, Alexander",2025 Fall,Physics and Astronomy,3.75,4.70,4.45
AS.171.101.03.FA25,General Physics:Physical Science Major I,"Sushkov, Alexander","Sushkov, Alexander",2025 Fall,Physics and Astronomy,3.70,4.40,4.60
AS.171.101.02.FA25,General Physics:Physical Science Major I,"Sushkov, Alexander","Sushkov, Alexander",2025 Fall,Physics and Astronomy,3.62,4.55,4.50
AS.171.102.04.SP24,General Physics: Physical Science Majors II,"Rajendran, Surjeet","Rajendran, Surjeet",2024 Spring,Physics and Astronomy,4.35,3.30,4.43
AS.171.102.03.SP24,General Physics: Physical Science Majors II,"Rajendran, Surjeet","Rajendran, Surjeet",2024 Spring,Physics and Astronomy,4.20,3.00,4.00
AS.171.102.02.SP24,General Physics: Physical Science Majors II,"Rajendran, Surjeet","Rajendran, Surjeet",2024 Spring,Physics and Astronomy,4.14,3.10,4.29
AS.171.102.01.SP24,General Physics: Physical Science Majors II,"Rajendran, Surjeet","Rajendran, Surjeet",2024 Spring,Physics and Astronomy,3.89,3.33,4.11
AS.171.102.01.FA24,General Physics: Physical Science Majors II,"Maksimovic, Petar","Maksimovic, Petar",2024 Fall,Physics and Astronomy,4.31,4.31,4.69
AS.171.102.04.FA24,General Physics: Physical Science Majors II,"Maksimovic, Petar","Maksimovic, Petar",2024 Fall,Physics and Astronomy,4.53,4.10,4.60
AS.171.102.03.FA24,General Physics: Physical Science Majors II,"Maksimovic, Petar","Maksimovic, Petar",2024 Fall,Physics and Astronomy,4.30,4.20,4.50
AS.171.102.02.FA24,General Physics: Physical Science Majors II,"Maksimovic, Petar","Maksimovic, Petar",2024 Fall,Physics and Astronomy,4.30,4.30,4.52
AS.171.102.03.SP25,General Physics: Physical Science Majors II,"Berti, Emanuele","Berti, Emanuele",2025 Spring,Physics and Astronomy,4.14,3.81,4.33
AS.171.102.02.SP25,General Physics: Physical Science Majors II,"Berti, Emanuele","Berti, Emanuele",2025 Spring,Physics and Astronomy,3.82,3.94,4.41
AS.171.102.01.SP25,General Physics: Physical Science Majors II,"Berti, Emanuele","Berti, Emanuele",2025 Spring,Physics and Astronomy,4.07,3.60,4.80
AS.171.102.04.SP25,General Physics: Physical Science Majors II,"Berti, Emanuele","Berti, Emanuele",2025 Spring,Physics and Astronomy,4.38,3.94,4.24
AS.171.102.05.FA25,General Physics: Physical Science Majors II,"Maksimovic, Petar","Maksimovic, Petar",2025 Fall,Physics and Astronomy,4.13,4.00,4.67
AS.171.102.01.FA25,General Physics: Physical Science Majors II,"Maksimovic, Petar","Maksimovic, Petar",2025 Fall,Physics and Astronomy,4.13,4.19,4.69
AS.171.102.04.FA25,General Physics: Physical Science Majors II,"Maksimovic, Petar","Maksimovic, Petar",2025 Fall,Physics and Astronomy,4.13,3.60,4.40
AS.171.102.03.FA25,General Physics: Physical Science Majors II,"Maksimovic, Petar","Maksimovic, Petar",2025 Fall,Physics and Astronomy,4.56,3.50,4.11
AS.171.102.02.FA25,General Physics: Physical Science Majors II,"Maksimovic, Petar","Maksimovic, Petar",2025 Fall,Physics and Astronomy,4.29,3.83,4.33
AS.171.103.13.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,3.90,3.89,4.53
AS.171.103.09.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,4.68,3.40,4.40
AS.171.103.05.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,4.00,3.06,3.72
AS.171.103.01.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,4.10,3.39,4.29
AS.171.103.04.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,4.16,3.68,4.53
AS.171.103.08.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,4.32,3.04,4.36
AS.171.103.16.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,4.58,2.84,4.16
AS.171.103.03.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,4.00,3.21,4.08
AS.171.103.12.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,4.10,3.64,4.50
AS.171.103.15.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,4.55,2.86,4.00
AS.171.103.07.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,4.00,3.48,4.33
AS.171.103.02.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,4.43,3.05,3.95
AS.171.103.11.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,4.10,3.70,4.40
AS.171.103.14.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,4.20,3.57,4.48
AS.171.103.06.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,3.95,3.71,4.57
AS.171.103.10.FA24,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2024 Fall,Physics and Astronomy,3.95,3.50,4.22
AS.171.103.14.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,3.81,4.05,4.33
AS.171.103.10.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,4.00,3.68,4.53
AS.171.103.08.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,4.00,3.67,4.58
AS.171.103.04.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,4.22,3.33,4.83
AS.171.103.16.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,4.00,3.80,4.45
AS.171.103.13.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,4.12,3.61,4.76
AS.171.103.09.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,4.04,3.71,4.38
AS.171.103.07.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,3.64,4.13,4.40
AS.171.103.03.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,3.91,4.04,4.70
AS.171.103.15.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,4.19,3.41,4.64
AS.171.103.12.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,3.71,4.09,4.64
AS.171.103.06.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,3.89,4.00,4.44
AS.171.103.02.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,4.30,3.86,4.48
AS.171.103.05.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,3.89,3.24,4.10
AS.171.103.11.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,4.05,4.05,4.52
AS.171.103.01.FA25,General Physics I for Biological Science Majors,"Marriage, Tobias","Marriage, Tobias",2025 Fall,Physics and Astronomy,3.67,3.86,4.33
AS.171.104.10.SP24,General Physics/Biology Majors II,"Reich, Daniel","Reich, Daniel",2024 Spring,Physics and Astronomy,4.32,4.05,4.53
AS.171.104.02.SP24,General Physics/Biology Majors II,"Reich, Daniel","Reich, Daniel",2024 Spring,Physics and Astronomy,4.41,3.96,4.48
AS.171.104.17.SP24,General Physics/Biology Majors II,"Reich, Daniel","Reich, Daniel",2024 Spring,Physics and Astronomy,4.22,3.95,4.56
AS.171.104.01.SP24,General Physics/Biology Majors II,"Reich, Daniel","Reich, Daniel",2024 Spring,Physics and Astronomy,4.31,4.16,4.26
AS.171.104.09.SP24,General Physics/Biology Majors II,"Reich, Daniel","Reich, Daniel",2024 Spring,Physics and Astronomy,4.04,4.17,4.50
