code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
EN.535.603,Applied Optimal Control,3,"The course focuses on the optimal control of dynamical systems subject to constraints and uncertainty by studying analytical and computational methods leading to practical algorithms. Topics include calculus of variations, nonlinear local optimization, global stochastic search, dynamic programming, linear quadratic (gaussian) control, numerical trajectory optimization, model-predictive control. Advanced topics include approximate dynamic programming and optimal control on manifolds. The methods and algorithms will be illustrated through implementation of various simulated examples. Recommended Course Background: Linear Algebra and Differential Equations; experience with control systems; programming in MATLAB and/or Python.",,,,,,"EN.535.603.
Applied Optimal Control.
3 Credits.
The course focuses on the optimal control of dynamical systems subject to constraints and uncertainty by studying analytical and computational methods leading to practical algorithms. Topics include calculus of variations, nonlinear local optimization, global stochastic search, dynamic programming, linear quadratic (gaussian) control, numerical trajectory optimization, model-predictive control. Advanced topics include approximate dynamic programming and optimal control on manifolds. The methods and algorithms will be illustrated through implementation of various simulated examples. Recommended Course Background: Linear Algebra and Differential Equations; experience with control systems; programming in MATLAB and/or Python."
EN.535.606,Advanced Strength Of Materials,3,"This course reviews stress and strain in three dimensions, elastic and inelastic material behavior, and energy methods. It also covers use of the strength of materials approach to solving advanced problems of torsion and bending of beams. Prerequisite(s): Fundamental understanding of stress and strain and axial, torsion, and bending effects in linear elastic solids.",,,,"Fundamental understanding of stress and strain and axial, torsion, and bending effects in linear elastic solids.",,"EN.535.606.
Advanced Strength Of Materials.
3 Credits.
This course reviews stress and strain in three dimensions, elastic and inelastic material behavior, and energy methods. It also covers use of the strength of materials approach to solving advanced problems of torsion and bending of beams. Prerequisite(s): Fundamental understanding of stress and strain and axial, torsion, and bending effects in linear elastic solids."
EN.535.607,Mechanics of Solids and Structures: Theory and Applications I,3,"This course provides an introduction to the mathematical and theoretical foundations of the mechanics of solids and structures. We will begin with the mathematical preliminaries used in continuum mechanics: vector and tensor calculus, then introduce 3D kinematics and strain measures, descriptions of stress in a 3D body, equilibrium, and constitutive rules. These concepts will be applied to develop the constitutive equations for solids, methods for solving boundary values problems that occur in engineering structures, energy methods and foundations of large deformation.",,,,,,"EN.535.607.
Mechanics of Solids and Structures: Theory and Applications I.
3 Credits.
This course provides an introduction to the mathematical and theoretical foundations of the mechanics of solids and structures. We will begin with the mathematical preliminaries used in continuum mechanics: vector and tensor calculus, then introduce 3D kinematics and strain measures, descriptions of stress in a 3D body, equilibrium, and constitutive rules. These concepts will be applied to develop the constitutive equations for solids, methods for solving boundary values problems that occur in engineering structures, energy methods and foundations of large deformation."
EN.535.608,Hypersonic Technologies and Systems,3,"“Hypersonics” is a general term used to describe flight at speeds greater than Mach 5 (or five times the sound speed). The technologies associated with hypersonic flight have been investigated for many decades and applications of hypersonic systems currently include ballistic missiles, re-entry vehicles, launch vehicles, and interceptor missiles. There is currently a resurgence in interest in new hypersonic applications for weapon applications, reusable aircraft, and reusable space launchers. With a view towards the history of hypersonics and developing worldwide trends, this course provides a survey of hypersonic technologies, systems and applications while addressing the underlying fundamental physics, analysis approaches, and design methodologies.",,,,,,"EN.535.608.
Hypersonic Technologies and Systems.
3 Credits.
“Hypersonics” is a general term used to describe flight at speeds greater than Mach 5 (or five times the sound speed). The technologies associated with hypersonic flight have been investigated for many decades and applications of hypersonic systems currently include ballistic missiles, re-entry vehicles, launch vehicles, and interceptor missiles. There is currently a resurgence in interest in new hypersonic applications for weapon applications, reusable aircraft, and reusable space launchers. With a view towards the history of hypersonics and developing worldwide trends, this course provides a survey of hypersonic technologies, systems and applications while addressing the underlying fundamental physics, analysis approaches, and design methodologies."
EN.535.610,Computational Methods of Analysis,3,"This course will provide an introduction to computational methods of analysis, with the aim of preparing the student to take a real-world problem and break it down to its component parts, perform computational analysis, and report findings in a comprehensive and informative manner. This course introduces the student to several application areas, and the corresponding computational tools, assumptions, and limitations. Throughout the course, the student will solve problems computationally in a hands-on manner, with a particular emphasis on tradeoffs between complexity, cost, and utility.",,,,,,"EN.535.610.
Computational Methods of Analysis.
3 Credits.
This course will provide an introduction to computational methods of analysis, with the aim of preparing the student to take a real-world problem and break it down to its component parts, perform computational analysis, and report findings in a comprehensive and informative manner. This course introduces the student to several application areas, and the corresponding computational tools, assumptions, and limitations. Throughout the course, the student will solve problems computationally in a hands-on manner, with a particular emphasis on tradeoffs between complexity, cost, and utility."
EN.535.612,Intermediate Dynamics,3,"This course develops student’s ability to accurately model the dynamics of single and multi-body engineering systems undergoing motion in 3D space. The course begins with formulating the differential geometry and kinematics of curvilinear coordinates to permit kinematic descriptions of relative motion and rotation of rigid bodies and mechanisms subject to common engineering constraints such as substructure interconnections, dry friction, and rolling. Momentum and inertia properties of rigid body dynamics follow. Students are then introduced to analytical dynamics, where Lagrange’s equations and Kane’s method are derived and studied to facilitate efficient formulation of the equations of motion governing the dynamics of systems subject to conservative and non-conservative forces and engineering constraints. The course also concludes with gyroscopic dynamics with applications to inertial guidance and spacecraft attitude dynamics. Prerequisite(s): Mathematics through calculus and linear algebra.",,,,Mathematics through calculus and linear algebra.,,"EN.535.612.
Intermediate Dynamics.
3 Credits.
This course develops student’s ability to accurately model the dynamics of single and multi-body engineering systems undergoing motion in 3D space. The course begins with formulating the differential geometry and kinematics of curvilinear coordinates to permit kinematic descriptions of relative motion and rotation of rigid bodies and mechanisms subject to common engineering constraints such as substructure interconnections, dry friction, and rolling. Momentum and inertia properties of rigid body dynamics follow. Students are then introduced to analytical dynamics, where Lagrange’s equations and Kane’s method are derived and studied to facilitate efficient formulation of the equations of motion governing the dynamics of systems subject to conservative and non-conservative forces and engineering constraints. The course also concludes with gyroscopic dynamics with applications to inertial guidance and spacecraft attitude dynamics. Prerequisite(s): Mathematics through calculus and linear algebra."
EN.535.613,Structural Dynamics and Stability,3,"This course introduces the propagation of elastic waves, and the loss of stability in engineering structures and systems. In the first part of the course, fundamental physical principles of elasticity and wave mechanics are reviewed and developed to provide students with the capability to model and analyze wave propagation, reflection, and refraction in isotropic and anisotropic engineering structures such as rods, beams, and plates. In the second part of the course, mechanical stability models are studied and applied in terms of dynamic behavior where the combined effects of vibration, gyroscopic motion, impact/shock, and buckling lead to new structural configurations or unstable motions that must often be avoided in design. Applications span nondestructive evaluation, composites, cables, aircraft/space structures, rotordynamics, aeroelasticity, civil engineering structures, and others. Prerequisite(s): Undergraduate or graduate course in vibrations.",,,,Undergraduate or graduate course in vibrations.,,"EN.535.613.
Structural Dynamics and Stability.
3 Credits.
This course introduces the propagation of elastic waves, and the loss of stability in engineering structures and systems. In the first part of the course, fundamental physical principles of elasticity and wave mechanics are reviewed and developed to provide students with the capability to model and analyze wave propagation, reflection, and refraction in isotropic and anisotropic engineering structures such as rods, beams, and plates. In the second part of the course, mechanical stability models are studied and applied in terms of dynamic behavior where the combined effects of vibration, gyroscopic motion, impact/shock, and buckling lead to new structural configurations or unstable motions that must often be avoided in design. Applications span nondestructive evaluation, composites, cables, aircraft/space structures, rotordynamics, aeroelasticity, civil engineering structures, and others. Prerequisite(s): Undergraduate or graduate course in vibrations."
EN.535.614,Fundamentals of Acoustics,3,"This course introduces the physical principles of acoustics and their application. Fundamental topics include the generation, transmission, and reception of acoustic waves. Applications covered are selected from acoustic arrays, underwater acoustics, architectural acoustics, and biomedical acoustics. Prerequisite(s): Some familiarity with linear algebra, complex variables, and differential equations.",,,,"Some familiarity with linear algebra, complex variables, and differential equations.",,"EN.535.614.
Fundamentals of Acoustics.
3 Credits.
This course introduces the physical principles of acoustics and their application. Fundamental topics include the generation, transmission, and reception of acoustic waves. Applications covered are selected from acoustic arrays, underwater acoustics, architectural acoustics, and biomedical acoustics. Prerequisite(s): Some familiarity with linear algebra, complex variables, and differential equations."
EN.535.618,Fabricatology - Advanced Materials Processing,3,"The “Fabricatology” is a course that students can learn how to make desired shapes, structures, and surfaces across various length scales. It will introduce rich scientific and engineering knowledge related to fabrication at multiple length scales and the generated materials and mechanical systems can be utilized for studying diverse topics including energy harvesting, metamaterials, wetting, and information storage. From this course, students can learn principles and technologies to control shapes at various length scales and processes to control internal structures or surface properties for desired properties/functions. They will be also introduced to exciting recent developments in the field such as 3D printing so that they can have a comprehensive knowledge about the subject.",,,,,,"EN.535.618.
Fabricatology - Advanced Materials Processing.
3 Credits.
The “Fabricatology” is a course that students can learn how to make desired shapes, structures, and surfaces across various length scales. It will introduce rich scientific and engineering knowledge related to fabrication at multiple length scales and the generated materials and mechanical systems can be utilized for studying diverse topics including energy harvesting, metamaterials, wetting, and information storage. From this course, students can learn principles and technologies to control shapes at various length scales and processes to control internal structures or surface properties for desired properties/functions. They will be also introduced to exciting recent developments in the field such as 3D printing so that they can have a comprehensive knowledge about the subject."
EN.535.620,Fluid Dynamics I,3,"This first graduate course in fluid dynamics starts from derivation of the flow equations and examines a number of limiting behaviors. When viscous effects are ignored all together, we obtain the familiar limit of potential flow. Boundary layer theory is introduced to examine the effect of viscosity near surfaces. And in the limit where viscosity is dominant, we obtain what is known as “creeping flow” where inertia can be ignored all together. Our approach will rely on developing the theory and considering classical examples in order to advance our understanding of fluid motion in each of these areas.",,,,,,"EN.535.620.
Fluid Dynamics I.
3 Credits.
This first graduate course in fluid dynamics starts from derivation of the flow equations and examines a number of limiting behaviors. When viscous effects are ignored all together, we obtain the familiar limit of potential flow. Boundary layer theory is introduced to examine the effect of viscosity near surfaces. And in the limit where viscosity is dominant, we obtain what is known as “creeping flow” where inertia can be ignored all together. Our approach will rely on developing the theory and considering classical examples in order to advance our understanding of fluid motion in each of these areas."
