code,title,credits,description,fa_tags,distribution,prereq_codes,prereq_text,restrictions,raw_description
EN.580.110,"Immersive Summer Program for Education, Enrichment, and Distinction in Biomedical Engineering",3,"This cross-disciplinary, project-based course will introduce students to the field of biomedical engineering with particular emphasis on applying engineering principles to solve problems related to human health. Throughout the course, students will learn and implement modern techniques and methodology to address biomedical questions using biological, computational, and design approaches. Students will (1) apply molecular biology, cell culture, and other wet-lab techniques to answer hypothesis-driven experimental questions; (2) apply programming, coding, and machine learning techniques to analyze data and model disease; and (3) work in small groups to identify, design, and prototype solutions to unmet clinical needs. Guest lectures and workshops will round out the course, introducing students to careers in biomedical engineering, enhancing professional development skills, and providing other tools necessary for future success in the field.",,,,,,"EN.580.110.
Immersive Summer Program for Education, Enrichment, and Distinction in Biomedical Engineering.
3 Credits.
This cross-disciplinary, project-based course will introduce students to the field of biomedical engineering with particular emphasis on applying engineering principles to solve problems related to human health. Throughout the course, students will learn and implement modern techniques and methodology to address biomedical questions using biological, computational, and design approaches. Students will (1) apply molecular biology, cell culture, and other wet-lab techniques to answer hypothesis-driven experimental questions; (2) apply programming, coding, and machine learning techniques to analyze data and model disease; and (3) work in small groups to identify, design, and prototype solutions to unmet clinical needs. Guest lectures and workshops will round out the course, introducing students to careers in biomedical engineering, enhancing professional development skills, and providing other tools necessary for future success in the field."
EN.580.111,Biomedical Engineering: Health and Human Physiology,2,"Working in teams with upperclassmen this course (1) introduces biomedical engineering freshmen to an orderly method for analyzing and modeling biological systems, (2) introduces engineering principles to solve design problems that are biological, physiological, and/or medical, and (3) considers the ethical and professional responsibility in developing biomedical engineering solutions to health care challenges. Freshmen are expected to use the informational content being taught in calculus, physics and chemistry and to apply this knowledge to the solution of practical problems encountered in biomedical engineering. BME Freshmen only. Prerequisite(s): Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter Laboratory Safety Introductory Course in the Search Box to access the proper course. Click here to access the Laboratory Safety Introductory Course","FA2, FA5","Engineering, Natural Sciences",,"Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter Laboratory Safety Introductory Course in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course",BME Freshmen only.,"EN.580.111.
Biomedical Engineering: Health and Human Physiology.
2 Credits.
Working in teams with upperclassmen this course (1) introduces biomedical engineering freshmen to an orderly method for analyzing and modeling biological systems, (2) introduces engineering principles to solve design problems that are biological, physiological, and/or medical, and (3) considers the ethical and professional responsibility in developing biomedical engineering solutions to health care challenges. Freshmen are expected to use the informational content being taught in calculus, physics and chemistry and to apply this knowledge to the solution of practical problems encountered in biomedical engineering. BME Freshmen only.
Prerequisite(s):
Students must have completed Lab Safety training prior to registering for this class. To access the tutorial, login to myLearning and enter Laboratory Safety Introductory Course in the Search Box to access the proper course.
Click here to access the Laboratory Safety Introductory Course
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)
EN Foundational Abilities: Ethical Reflection (FA5)"
EN.580.112,Design Team Health-Tech Project II,3,"A two-semester course sequence where freshmen work with groups of BME upperclassmen mentors, and learn to use engineering principles to solve design problems that are biological, physiological, and/or medical. Freshmen are expected to use the informational content being taught in calculus, physics, and chemistry and apply this knowledge to the solution of practical problems encountered in biomedical engineering.",FA2,"Engineering, Natural Sciences",,,,"EN.580.112.
Design Team Health-Tech Project II.
3 Credits.
A two-semester course sequence where freshmen work with groups of BME upperclassmen mentors, and learn to use engineering principles to solve design problems that are biological, physiological, and/or medical. Freshmen are expected to use the informational content being taught in calculus, physics, and chemistry and apply this knowledge to the solution of practical problems encountered in biomedical engineering.
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.580.151,Cellular and Molecular Foundations,2,"This course provides a rigorous foundation in cell structures and pathways relevant to medicine and bioengineering. We will review the recurring principles, including biomechanics and bioenergetics, guiding the dynamics, localization and regulation of key subcellular structures. Biological membranes provide multiple gateway functions for the nucleus, secretory pathway, as well as for the whole cell. Cell division requires mechanical forces and careful sorting to avoid cancer and preserve stem cells. Muscle contraction requires coordination of multiple cell types. Roles for different bioengineering focus areas will be included.",FA2,"Engineering, Natural Sciences",,,,"EN.580.151.
Cellular and Molecular Foundations.
2 Credits.
This course provides a rigorous foundation in cell structures and pathways relevant to medicine and bioengineering. We will review the recurring principles, including biomechanics and bioenergetics, guiding the dynamics, localization and regulation of key subcellular structures.  Biological membranes provide multiple gateway functions for the nucleus, secretory pathway, as well as for the whole cell.  Cell division requires mechanical forces and careful sorting to avoid cancer and preserve stem cells.  Muscle contraction requires coordination of multiple cell types.  Roles for different bioengineering focus areas will be included.
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.580.204,Social Justice: Fndts & Personal Commitments,3,"The course will teach historical concepts from the post civil war years to #blacklivesmatter and will cover key periods in the American experience including Reconstruction, Jim Crow, thestruggle for civil rights, and #blacklivesmatter.The course emphasizes an understanding of both policy and practice, and engages students in series of case studies, practical frameworks, selected readings, and guest lectures. Students willcontemplate and study the ways in which racial justice plays out across a variety of contexts,including public spaces, the workplace, school, family and relationships, and public policy. Theseries of guest lectures will be delivered by practitioners and leaders in the movement for racialjustice. Ultimately, the course aims to empower students to advance racial justice through self,individual and systems advocacy. At the end of the course, students can expect to walk awaywith a) a broad understanding of the drivers of structural racism, b) models of advocacy inadvancing policy change, c) individual and institutional core competencies for anti-racistpractices. Recommended background: an authentic interest in racial justice and models for social change, a willingness to engage in candid, constructive, and challenging conversations and a desire to learn tools with practical applications in the workforce, communityorganizing, and social activism.",FA4,Social and Behavioral Sciences,,,,"EN.580.204.
Social Justice: Fndts & Personal Commitments.
3 Credits.
The course will teach historical concepts from the post civil war years to #blacklivesmatter and will cover key periods in the American experience including Reconstruction, Jim Crow, thestruggle for civil rights, and #blacklivesmatter.The course emphasizes an understanding of both policy and practice, and engages students in series of case studies, practical frameworks, selected readings, and guest lectures. Students willcontemplate and study the ways in which racial justice plays out across a variety of contexts,including public spaces, the workplace, school, family and relationships, and public policy. Theseries of guest lectures will be delivered by practitioners and leaders in the movement for racialjustice. Ultimately, the course aims to empower students to advance racial justice through self,individual and systems advocacy. At the end of the course, students can expect to walk awaywith a) a broad understanding of the drivers of structural racism, b) models of advocacy inadvancing policy change, c) individual and institutional core competencies for anti-racistpractices.  Recommended background:  an authentic interest in racial justice and models for social change, a willingness to engage in candid, constructive, and challenging conversations and a desire to learn tools with practical applications in the workforce, communityorganizing, and social activism.
Distribution Area: Social and Behavioral Sciences
EN Foundational Abilities: Engagement with Society (FA4)"
EN.580.211,Design Team Health-Tech Project I,3,Sophomore-level version of EN.580.311 -312 or Perm. Req’d,FA2,"Engineering, Natural Sciences",,,,"EN.580.211.
Design Team Health-Tech Project I.
3 Credits.
Sophomore-level version of
EN.580.311
-312 or Perm. Req’d
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.580.212,Design Team Health-Tech Project II,4,Sophomore-level version of EN.580.111 -112. Permission of course directors required.,FA2,"Engineering, Natural Sciences",,,,"EN.580.212.
Design Team Health-Tech Project II.
4 Credits.
Sophomore-level version of
EN.580.111
-112. Permission of course directors required.
Distribution Area: Engineering, Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.580.221,Biochemistry and Molecular Engineering,4,"This combined lecture and laboratory course will delve into the workings of the cell and the interactions between cells. The emphasis in this course is on quantitative analysis of reactions between molecules, including receptor-ligand and antigen-antibody specificity, enzyme catalysis, genetic information, protein processing and secretion, cell physiology and cell functions. In the laboratory portion of the course students will gain experimental skills in enzyme kinetics, binding (specificity and affinity), DNA analysis techniques (PCR, forensics), metabolism, membrane potentials and molecular neuroscience. The course will be supplemented with discussion and analysis of classic papers in the field as well as the current literature.Recommended background: Structural Biology of the Cell or a strong background in molecular biology and Chemistry.",FA2,Natural Sciences,,,,"EN.580.221.
Biochemistry and Molecular Engineering.
4 Credits.
This combined lecture and laboratory course will delve into the workings of the cell and the interactions between cells. The emphasis in this course is on quantitative analysis of reactions between molecules, including receptor-ligand and antigen-antibody specificity, enzyme catalysis, genetic information, protein processing and secretion, cell physiology and cell functions.  In the laboratory portion of the course students will gain experimental skills in enzyme kinetics, binding (specificity and affinity), DNA analysis techniques (PCR, forensics), metabolism, membrane potentials and molecular neuroscience. The course will be supplemented with discussion and analysis of classic papers in the field as well as the current literature.Recommended background: Structural Biology of the Cell or a strong background in molecular biology and Chemistry.
Distribution Area: Natural Sciences
AS Foundational Abilities: Science and Data (FA2)"
EN.580.240,Introduction to Biomedical Data Science,2,"This course provides a foundational introduction to the principles, methods, and applications of data science in biomedical research. Key topics include data preprocessing, statistical analysis, machine learning, data visualization, and ethical considerations in biomedical data science. The course emphasizes hands-on experience with real-world biomedical datasets using programming tools such as Python. By the end of the course, students will be equipped with the skills to analyze, interpret, and present data-driven insights in biomedical and healthcare domains. Prerequisite(s): EN.500.112 OR EN.500.113",FA2,Engineering,"EN.500.112, EN.500.113","EN.500.112
OR
EN.500.113",,"EN.580.240.
Introduction to Biomedical Data Science.
2 Credits.
This course provides a foundational introduction to the principles, methods, and applications of data science in biomedical research. Key topics include data preprocessing, statistical analysis, machine learning, data visualization, and ethical considerations in biomedical data science. The course emphasizes hands-on experience with real-world biomedical datasets using programming tools such as Python. By the end of the course, students will be equipped with the skills to analyze, interpret, and present data-driven insights in biomedical and healthcare domains.
Prerequisite(s):
EN.500.112
OR
EN.500.113
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
EN.580.241,Statistical Physics,2,"Basic principles of statistical physics and thermodynamics of biological systems. Topics included quantitative statistical formulation of entropy and its application in thermodynamic optimizationand conversion principles, the Gibbs/Boltzmann distribution, mixing, and phase transitions.Recommended Background: AS.110.108 -109, AS.030.101 -102, AS 171.101-102 or equivalent.",FA2,Engineering,,,,"EN.580.241.
Statistical Physics.
2 Credits.
Basic principles of statistical physics and thermodynamics of biological systems.  Topics included quantitative statistical formulation of entropy and its application in thermodynamic optimizationand conversion principles, the Gibbs/Boltzmann distribution, mixing, and phase transitions.Recommended Background:
AS.110.108
-109,
AS.030.101
-102, AS 171.101-102 or equivalent.
Distribution Area: Engineering
AS Foundational Abilities: Science and Data (FA2)"
