course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
EN.580.111.21.FA24,Biomedical Engineering: Health and Human Physiology,"Haase,  Eileen","Haase,  Eileen",2024 Fall,Biomedical Engineering,4.00,4.00,3.60
EN.580.111.13.FA24,Biomedical Engineering: Health and Human Physiology,"Haase,  Eileen","Haase,  Eileen",2024 Fall,Biomedical Engineering,3.20,3.40,3.80
EN.580.111.08.FA24,Biomedical Engineering: Health and Human Physiology,"Haase,  Eileen","Haase,  Eileen",2024 Fall,Biomedical Engineering,2.80,3.40,4.00
EN.580.111.01.FA24,Biomedical Engineering: Health and Human Physiology,"Haase,  Eileen","Haase,  Eileen",2024 Fall,Biomedical Engineering,3.67,4.00,4.25
EN.580.111.13.FA25,Biomedical Engineering: Health and Human Physiology,"Haase, Eileen","Haase, Eileen",2025 Fall,Biomedical Engineering,2.20,3.40,3.20
EN.580.111.01.FA25,Biomedical Engineering: Health and Human Physiology,"Haase, Eileen","Haase, Eileen",2025 Fall,Biomedical Engineering,3.20,2.80,3.60
EN.580.111.21.FA25,Biomedical Engineering: Health and Human Physiology,"Haase, Eileen","Haase, Eileen",2025 Fall,Biomedical Engineering,3.33,3.67,3.67
EN.580.111.08.FA25,Biomedical Engineering: Health and Human Physiology,"Haase, Eileen","Haase, Eileen",2025 Fall,Biomedical Engineering,2.40,3.40,3.20
EN.580.112.01.SP24,Design Team Health-Tech Project II,"Zwernemann, Michelle","Zwernemann, Michelle",2024 Spring,Biomedical Engineering,4.06,4.58,4.53
EN.580.112.01.SP24,Design Team Health-Tech Project II,"Logsdon, Elizabeth","Logsdon, Elizabeth",2024 Spring,Biomedical Engineering,4.06,4.43,4.53
EN.580.112.01.SP25,Design Team Health-Tech Project II,"Zwernemann, Michelle","Zwernemann, Michelle",2025 Spring,Biomedical Engineering,4.00,4.58,4.44
EN.580.112.01.SP25,Design Team Health-Tech Project II,"Miranda Mendoza , Constanza","Miranda Mendoza , Constanza",2025 Spring,Biomedical Engineering,4.00,4.46,4.44
EN.580.112.01.SP25,Design Team Health-Tech Project II,"Logsdon, Elizabeth","Logsdon, Elizabeth",2025 Spring,Biomedical Engineering,4.00,4.48,4.44
EN.580.151.01.SP24,Structural Biology of Cells,"Wilson, Kathy","Wilson, Kathy",2024 Spring,Biomedical Engineering,2.68,3.10,3.51
EN.580.151.01.SP25,Cellular and Molecular Foundations,"Kuo, Scot","Kuo, Scot",2025 Spring,Biomedical Engineering,2.86,3.47,3.98
EN.580.204.01.SP25,Social Justice: Fndts & Personal Commitments,"Hemminger, Sarah","Hemminger, Sarah",2025 Spring,Biomedical Engineering,1.79,4.71,4.26
EN.580.212.01.SP24,Design Team Health-Tech Project II,"Zwernemann, Michelle","Zwernemann, Michelle",2024 Spring,Biomedical Engineering,4.06,4.72,4.28
EN.580.212.01.SP24,Design Team Health-Tech Project II,"Miranda Mendoza, Constanza","Miranda Mendoza, Constanza",2024 Spring,Biomedical Engineering,4.06,4.38,4.28
EN.580.212.01.SP24,Design Team Health-Tech Project II,"Logsdon, Elizabeth","Logsdon, Elizabeth",2024 Spring,Biomedical Engineering,4.06,4.31,4.28
EN.580.212.01.SP24,Design Team Health-Tech Project II,"Durr, Nicholas","Durr, Nicholas",2024 Spring,Biomedical Engineering,4.06,4.40,4.28
EN.580.221.04.FA24,Biochemistry and Molecular Engineering,"Yarema,  Kevin","Yarema,  Kevin",2024 Fall,Biomedical Engineering,3.59,3.15,4.00
EN.580.221.04.FA24,Biochemistry and Molecular Engineering,"Haase,  Eileen","Haase,  Eileen",2024 Fall,Biomedical Engineering,3.59,3.62,4.00
EN.580.221.02.FA24,Biochemistry and Molecular Engineering,"Yarema,  Kevin","Yarema,  Kevin",2024 Fall,Biomedical Engineering,3.81,2.69,3.58
EN.580.221.02.FA24,Biochemistry and Molecular Engineering,"Haase,  Eileen","Haase,  Eileen",2024 Fall,Biomedical Engineering,3.81,3.42,3.58
EN.580.221.03.FA24,Biochemistry and Molecular Engineering,"Yarema,  Kevin","Yarema,  Kevin",2024 Fall,Biomedical Engineering,3.84,3.15,3.82
EN.580.221.03.FA24,Biochemistry and Molecular Engineering,"Haase,  Eileen","Haase,  Eileen",2024 Fall,Biomedical Engineering,3.84,4.12,3.82
EN.580.221.01.FA24,Biochemistry and Molecular Engineering,"Yarema,  Kevin","Yarema,  Kevin",2024 Fall,Biomedical Engineering,3.57,2.96,3.82
EN.580.221.01.FA24,Biochemistry and Molecular Engineering,"Haase,  Eileen","Haase,  Eileen",2024 Fall,Biomedical Engineering,3.57,3.53,3.82
EN.580.221.04.FA25,Biochemistry and Molecular Engineering,"Yarema, Kevin","Yarema, Kevin",2025 Fall,Biomedical Engineering,3.82,4.13,4.06
EN.580.221.04.FA25,Biochemistry and Molecular Engineering,"Ahn, Eun Hyun","Ahn, Eun Hyun",2025 Fall,Biomedical Engineering,3.82,3.82,4.06
EN.580.221.04.FA25,Biochemistry and Molecular Engineering,"Reddy, Karen","Reddy, Karen",2025 Fall,Biomedical Engineering,3.82,4.00,4.06
EN.580.221.03.FA25,Biochemistry and Molecular Engineering,"Yarema, Kevin","Yarema, Kevin",2025 Fall,Biomedical Engineering,3.63,3.33,3.88
EN.580.221.03.FA25,Biochemistry and Molecular Engineering,"Ahn, Eun Hyun","Ahn, Eun Hyun",2025 Fall,Biomedical Engineering,3.63,3.65,3.88
EN.580.221.03.FA25,Biochemistry and Molecular Engineering,"Reddy, Karen","Reddy, Karen",2025 Fall,Biomedical Engineering,3.63,3.96,3.88
EN.580.221.02.FA25,Biochemistry and Molecular Engineering,"Yarema, Kevin","Yarema, Kevin",2025 Fall,Biomedical Engineering,3.79,3.86,4.04
EN.580.221.02.FA25,Biochemistry and Molecular Engineering,"Ahn, Eun Hyun","Ahn, Eun Hyun",2025 Fall,Biomedical Engineering,3.79,3.52,4.04
EN.580.221.02.FA25,Biochemistry and Molecular Engineering,"Reddy, Karen","Reddy, Karen",2025 Fall,Biomedical Engineering,3.79,3.64,4.04
EN.580.221.01.FA25,Biochemistry and Molecular Engineering,"Yarema, Kevin","Yarema, Kevin",2025 Fall,Biomedical Engineering,4.00,3.53,4.11
EN.580.221.01.FA25,Biochemistry and Molecular Engineering,"Ahn, Eun Hyun","Ahn, Eun Hyun",2025 Fall,Biomedical Engineering,4.00,3.61,4.11
EN.580.221.01.FA25,Biochemistry and Molecular Engineering,"Reddy, Karen","Reddy, Karen",2025 Fall,Biomedical Engineering,4.00,3.83,4.11
EN.580.240.03.FA25,Introduction to Biomedical Data Science,"Kutten, Kwame","Kutten, Kwame",2025 Fall,Biomedical Engineering,3.25,4.17,3.91
EN.580.240.03.FA25,Introduction to Biomedical Data Science,"Ardekani , Siamak","Ardekani , Siamak",2025 Fall,Biomedical Engineering,3.25,3.38,3.91
EN.580.240.04.FA25,Introduction to Biomedical Data Science,"Kutten, Kwame","Kutten, Kwame",2025 Fall,Biomedical Engineering,2.91,3.48,3.36
EN.580.240.04.FA25,Introduction to Biomedical Data Science,"Ardekani , Siamak","Ardekani , Siamak",2025 Fall,Biomedical Engineering,2.91,2.83,3.36
EN.580.240.02.FA25,Introduction to Biomedical Data Science,"Kutten, Kwame","Kutten, Kwame",2025 Fall,Biomedical Engineering,3.35,4.00,3.48
EN.580.240.02.FA25,Introduction to Biomedical Data Science,"Ardekani , Siamak","Ardekani , Siamak",2025 Fall,Biomedical Engineering,3.35,2.91,3.48
EN.580.240.01.FA25,Introduction to Biomedical Data Science,"Kutten, Kwame","Kutten, Kwame",2025 Fall,Biomedical Engineering,3.07,3.71,3.47
EN.580.240.01.FA25,Introduction to Biomedical Data Science,"Ardekani , Siamak","Ardekani , Siamak",2025 Fall,Biomedical Engineering,3.07,2.53,3.47
EN.580.241.02.FA24,Statistical Physics,"Phillip, Jude","Phillip, Jude",2024 Fall,Biomedical Engineering,3.52,3.36,4.30
EN.580.241.05.FA24,Statistical Physics,"Phillip, Jude","Phillip, Jude",2024 Fall,Biomedical Engineering,3.20,3.25,4.00
EN.580.241.03.FA24,Statistical Physics,"Phillip, Jude","Phillip, Jude",2024 Fall,Biomedical Engineering,3.48,3.05,4.04
EN.580.241.04.FA24,Statistical Physics,"Phillip, Jude","Phillip, Jude",2024 Fall,Biomedical Engineering,3.38,3.16,4.00
EN.580.241.01.FA24,Statistical Physics,"Phillip, Jude","Phillip, Jude",2024 Fall,Biomedical Engineering,3.25,2.92,3.92
EN.580.242.03.SP24,Biological Models and Simulations,"Popel, Aleksander","Popel, Aleksander",2024 Spring,Biomedical Engineering,3.00,3.56,3.78
EN.580.242.01.SP24,Biological Models and Simulations,"Popel, Aleksander","Popel, Aleksander",2024 Spring,Biomedical Engineering,3.08,3.77,4.00
EN.580.242.05.SP24,Biological Models and Simulations,"Popel, Aleksander","Popel, Aleksander",2024 Spring,Biomedical Engineering,3.14,4.00,4.00
EN.580.242.02.SP24,Biological Models and Simulations,"Popel, Aleksander","Popel, Aleksander",2024 Spring,Biomedical Engineering,3.44,3.35,4.15
EN.580.242.04.SP24,Biological Models and Simulations,"Popel, Aleksander","Popel, Aleksander",2024 Spring,Biomedical Engineering,3.33,3.23,4.23
EN.580.242.01.SP25,Biological Models and Simulations,"Popel, Aleksander","Popel, Aleksander",2025 Spring,Biomedical Engineering,3.31,2.93,3.89
EN.580.242.04.SP25,Biological Models and Simulations,"Popel, Aleksander","Popel, Aleksander",2025 Spring,Biomedical Engineering,3.29,3.00,3.76
EN.580.242.03.SP25,Biological Models and Simulations,"Popel, Aleksander","Popel, Aleksander",2025 Spring,Biomedical Engineering,3.26,3.05,3.95
EN.580.242.02.SP25,Biological Models and Simulations,"Popel, Aleksander","Popel, Aleksander",2025 Spring,Biomedical Engineering,3.31,3.35,4.04
EN.580.243.05.FA24,Linear Signals and Systems,"Kutten,  Kwame","Kutten,  Kwame",2024 Fall,Biomedical Engineering,3.33,4.17,4.17
EN.580.243.05.FA24,Linear Signals and Systems,"Miller, Michael","Miller, Michael",2024 Fall,Biomedical Engineering,3.33,4.33,4.17
EN.580.243.04.FA24,Linear Signals and Systems,"Kutten,  Kwame","Kutten,  Kwame",2024 Fall,Biomedical Engineering,3.00,4.19,4.00
EN.580.243.04.FA24,Linear Signals and Systems,"Miller, Michael","Miller, Michael",2024 Fall,Biomedical Engineering,3.00,4.29,4.00
EN.580.243.03.FA24,Linear Signals and Systems,"Kutten,  Kwame","Kutten,  Kwame",2024 Fall,Biomedical Engineering,3.00,3.97,4.03
EN.580.243.03.FA24,Linear Signals and Systems,"Miller, Michael","Miller, Michael",2024 Fall,Biomedical Engineering,3.00,3.94,4.03
EN.580.243.01.FA24,Linear Signals and Systems,"Kutten,  Kwame","Kutten,  Kwame",2024 Fall,Biomedical Engineering,3.36,4.07,3.93
EN.580.243.01.FA24,Linear Signals and Systems,"Miller, Michael","Miller, Michael",2024 Fall,Biomedical Engineering,3.36,4.13,3.93
EN.580.243.02.FA24,Linear Signals and Systems,"Kutten,  Kwame","Kutten,  Kwame",2024 Fall,Biomedical Engineering,3.14,4.00,4.04
EN.580.243.02.FA24,Linear Signals and Systems,"Miller, Michael","Miller, Michael",2024 Fall,Biomedical Engineering,3.14,4.04,4.04
EN.580.243.02.FA25,Linear Signals and Systems,"Kutten, Kwame","Kutten, Kwame",2025 Fall,Biomedical Engineering,3.18,3.86,4.10
EN.580.243.02.FA25,Linear Signals and Systems,"Miller, Michael","Miller, Michael",2025 Fall,Biomedical Engineering,3.18,3.76,4.10
EN.580.243.04.FA25,Linear Signals and Systems,"Kutten, Kwame","Kutten, Kwame",2025 Fall,Biomedical Engineering,2.86,3.62,3.86
EN.580.243.04.FA25,Linear Signals and Systems,"Miller, Michael","Miller, Michael",2025 Fall,Biomedical Engineering,2.86,3.59,3.86
EN.580.243.01.FA25,Linear Signals and Systems,"Kutten, Kwame","Kutten, Kwame",2025 Fall,Biomedical Engineering,3.00,3.43,4.07
EN.580.243.01.FA25,Linear Signals and Systems,"Miller, Michael","Miller, Michael",2025 Fall,Biomedical Engineering,3.00,3.64,4.07
EN.580.243.03.FA25,Linear Signals and Systems,"Kutten, Kwame","Kutten, Kwame",2025 Fall,Biomedical Engineering,3.04,4.23,4.15
EN.580.243.03.FA25,Linear Signals and Systems,"Miller, Michael","Miller, Michael",2025 Fall,Biomedical Engineering,3.04,3.92,4.15
EN.580.244.04.SP24,Nonlinear Dynamics of Biological Systems,"Bedekar, Prajakta Purushottam","Bedekar, Prajakta Purushottam",2024 Spring,Biomedical Engineering,3.58,3.30,4.10
EN.580.244.01.SP24,Nonlinear Dynamics of Biological Systems,"Bedekar, Prajakta Purushottam","Bedekar, Prajakta Purushottam",2024 Spring,Biomedical Engineering,3.70,3.50,3.96
EN.580.244.02.SP24,Nonlinear Dynamics of Biological Systems,"Bedekar, Prajakta Purushottam","Bedekar, Prajakta Purushottam",2024 Spring,Biomedical Engineering,3.96,3.44,4.32
EN.580.244.05.SP24,Nonlinear Dynamics of Biological Systems,"Bedekar, Prajakta Purushottam","Bedekar, Prajakta Purushottam",2024 Spring,Biomedical Engineering,3.87,3.47,3.93
EN.580.244.03.SP24,Nonlinear Dynamics of Biological Systems,"Bedekar, Prajakta Purushottam","Bedekar, Prajakta Purushottam",2024 Spring,Biomedical Engineering,4.07,3.53,4.29
EN.580.244.03.SP25,Nonlinear Dynamics of Biological Systems,"Sukurdeep, Yashil","Sukurdeep, Yashil",2025 Spring,Biomedical Engineering,3.81,4.06,4.53
EN.580.244.01.SP25,Nonlinear Dynamics of Biological Systems,"Sukurdeep, Yashil","Sukurdeep, Yashil",2025 Spring,Biomedical Engineering,3.39,3.74,4.25
EN.580.244.02.SP25,Nonlinear Dynamics of Biological Systems,"Sukurdeep, Yashil","Sukurdeep, Yashil",2025 Spring,Biomedical Engineering,3.40,4.17,4.10
EN.580.244.04.SP25,Nonlinear Dynamics of Biological Systems,"Sukurdeep, Yashil","Sukurdeep, Yashil",2025 Spring,Biomedical Engineering,3.47,3.95,4.05
EN.580.246.05.SP24,Systems and Controls,"Sarma, Sri","Sarma, Sri",2024 Spring,Biomedical Engineering,3.17,4.75,4.67
EN.580.246.04.SP24,Systems and Controls,"Sarma, Sri","Sarma, Sri",2024 Spring,Biomedical Engineering,3.20,5.00,4.80
EN.580.246.03.SP24,Systems and Controls,"Sarma, Sri","Sarma, Sri",2024 Spring,Biomedical Engineering,3.18,4.64,4.45
EN.580.246.01.SP24,Systems and Controls,"Sarma, Sri","Sarma, Sri",2024 Spring,Biomedical Engineering,3.36,4.82,4.64
EN.580.246.02.SP24,Systems and Controls,"Sarma, Sri","Sarma, Sri",2024 Spring,Biomedical Engineering,3.19,4.90,4.48
EN.580.246.02.SP25,Systems and Controls,"Sarma, Sri","Sarma, Sri",2025 Spring,Biomedical Engineering,3.21,4.81,4.23
EN.580.246.03.SP25,Systems and Controls,"Sarma, Sri","Sarma, Sri",2025 Spring,Biomedical Engineering,2.89,4.95,4.32
EN.580.246.04.SP25,Systems and Controls,"Sarma, Sri","Sarma, Sri",2025 Spring,Biomedical Engineering,3.11,4.79,4.26
EN.580.246.01.SP25,Systems and Controls,"Sarma, Sri","Sarma, Sri",2025 Spring,Biomedical Engineering,3.16,4.73,4.52
EN.580.248.05.SP24,Systems Biology of the Cell,"Bader, Joel","Bader, Joel",2024 Spring,Biomedical Engineering,2.91,4.13,4.00
EN.580.248.03.SP24,Systems Biology of the Cell,"Bader, Joel","Bader, Joel",2024 Spring,Biomedical Engineering,2.91,3.83,4.08
EN.580.248.01.SP24,Systems Biology of the Cell,"Bader, Joel","Bader, Joel",2024 Spring,Biomedical Engineering,3.24,3.78,4.05
EN.580.248.02.SP24,Systems Biology of the Cell,"Bader, Joel","Bader, Joel",2024 Spring,Biomedical Engineering,2.71,3.72,3.90
EN.580.248.04.SP24,Systems Biology of the Cell,"Bader, Joel","Bader, Joel",2024 Spring,Biomedical Engineering,3.50,4.13,4.25
EN.580.248.02.SP25,Systems Biology of the Cell,"Bader, Joel","Bader, Joel",2025 Spring,Biomedical Engineering,3.22,3.96,4.04
EN.580.248.01.SP25,Systems Biology of the Cell,"Bader, Joel","Bader, Joel",2025 Spring,Biomedical Engineering,3.13,3.42,3.76
EN.580.248.04.SP25,Systems Biology of the Cell,"Bader, Joel","Bader, Joel",2025 Spring,Biomedical Engineering,3.22,3.58,3.78
EN.580.248.03.SP25,Systems Biology of the Cell,"Bader, Joel","Bader, Joel",2025 Spring,Biomedical Engineering,3.00,3.88,3.92
EN.580.298.02.FA24,Advanced Design Projects,"Logsdon, Elizabeth","Logsdon, Elizabeth",2024 Fall,Biomedical Engineering,3.13,4.25,4.29
EN.580.298.04.FA24,Advanced Design Projects,"Durr, Nicholas","Durr, Nicholas",2024 Fall,Biomedical Engineering,3.80,4.00,4.40
EN.580.298.01.FA24,Advanced Design Projects,"Zwernemann, Michelle","Zwernemann, Michelle",2024 Fall,Biomedical Engineering,4.00,4.14,4.57
EN.580.298.03.FA24,Advanced Design Projects,"Miranda Mendoza, Constanza","Miranda Mendoza, Constanza",2024 Fall,Biomedical Engineering,3.57,4.14,4.57
EN.580.298.01.FA25,Advanced Design Projects,"Zwernemann, Michelle","Zwernemann, Michelle",2025 Fall,Biomedical Engineering,3.67,4.80,4.75
EN.580.298.02.FA25,Advanced Design Projects,"Logsdon, Elizabeth","Logsdon, Elizabeth",2025 Fall,Biomedical Engineering,3.40,5.00,5.00
EN.580.311.01.FA24,Design Team Health-Tech Project I,"Zwernemann, Michelle","Zwernemann, Michelle",2024 Fall,Biomedical Engineering,4.40,4.68,4.37
