course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
AS.310.207.01.SP24,Cities and Urban Life in Chinese Film,"Jiang, Jin","Jiang, Jin",2024 Spring,East Asian,2.93,4.43,4.14
AS.310.305.01.FA24,"China, Southeast Asia, and U.S. National Security","Ott, marvin","Ott, marvin",2024 Fall,East Asian,3.08,4.85,4.69
AS.310.305.01.FA25,"China, Southeast Asia, and U.S. National Security","Ott, marvin","Ott, marvin",2025 Fall,East Asian,2.85,4.77,4.69
AS.310.327.01.SP25,Women in China from Antiquity to MeToo,"Jiang, Jin","Jiang, Jin",2025 Spring,East Asian,3.36,4.14,4.07
AS.310.329.01.SP24,"Women, Patriarchy, and Feminism in China, South Korea, and Japan","Henning, Stefan","Henning, Stefan",2024 Spring,East Asian,3.17,3.83,4.08
AS.310.329.01.SP25,"Women, Patriarchy, and Feminism in China, South Korea, and Japan","Henning, Stefan","Henning, Stefan",2025 Spring,East Asian,3.50,4.33,4.33
AS.310.331.01.SP24,Islam in Asia,"Henning, Stefan","Henning, Stefan",2024 Spring,East Asian,3.00,4.43,4.57
AS.310.331.01.SP25,Islam in Asia,"Henning, Stefan","Henning, Stefan",2025 Spring,East Asian,3.33,5.00,4.78
AS.310.332.01.FA24,Ethnicity in China,"Henning, Stefan","Henning, Stefan",2024 Fall,East Asian,3.20,4.80,5.00
AS.310.332.01.FA25,Ethnicity in China,"Henning, Stefan","Henning, Stefan",2025 Fall,East Asian,3.27,4.92,4.83
AS.310.333.01.SP25,Engaging Allies and Adversaries in East Asia: The Role of Multitrack Diplomacy,"Town, Jennifer","Town, Jennifer",2025 Spring,East Asian,2.81,4.50,4.38
AS.310.336.01.FA24,Rebellion and Its Enemies in China Today,"Henning, Stefan","Henning, Stefan",2024 Fall,East Asian,3.56,4.67,4.33
AS.310.336.01.FA25,Rebellion and Its Enemies in China Today,"Henning, Stefan","Henning, Stefan",2025 Fall,East Asian,3.11,4.89,4.89
AS.310.337.01.SP24,Modern Korean Literature and Film,"Rhee, Sharlyn","Rhee, Sharlyn",2024 Spring,East Asian,2.78,4.78,4.33
AS.310.337.01.SP25,Modern Korean Literature and Film,"Rhee, Sharlyn","Rhee, Sharlyn",2025 Spring,East Asian,2.92,4.92,4.62
AS.310.340.01.FA25,Development and Social Change in Rural China,"He, Gaochao","He, Gaochao",2025 Fall,East Asian,2.79,4.43,4.57
