course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
EN.661.110.05.SP24,Professional Writing and Communication,"Ross, Andy","Ross, Andy",2024 Spring,Professional Communication,3.38,4.06,4.00
EN.661.110.04.SP24,Professional Writing and Communication,"Choy, Marina","Choy, Marina",2024 Spring,Professional Communication,2.78,4.61,3.94
EN.661.110.06.SP24,Professional Writing and Communication,"Kendrick, Leslie","Kendrick, Leslie",2024 Spring,Professional Communication,3.00,4.10,3.70
EN.661.110.03.SP24,Professional Writing and Communication,"Foxwell, Len","Foxwell, Len",2024 Spring,Professional Communication,2.65,4.89,4.44
EN.661.110.02.SP24,Professional Writing and Communication,"Forte, Joe","Forte, Joe",2024 Spring,Professional Communication,3.38,4.00,3.94
EN.661.110.01.SP24,Professional Writing and Communication,"Choy, Marina","Choy, Marina",2024 Spring,Professional Communication,2.94,4.72,4.00
EN.661.110.06.FA24,Professional Writing and Communication,"Hearty, Ryan","Hearty, Ryan",2024 Fall,Professional Communication,2.94,4.78,4.06
EN.661.110.07.FA24,Professional Writing and Communication,"Foxwell, Len","Foxwell, Len",2024 Fall,Professional Communication,2.76,4.88,4.47
EN.661.110.03.FA24,Professional Writing and Communication,"Choy, Marina","Choy, Marina",2024 Fall,Professional Communication,2.53,4.94,3.94
EN.661.110.04.FA24,Professional Writing and Communication,"Conner, Berkley","Conner, Berkley",2024 Fall,Professional Communication,2.94,4.44,3.94
EN.661.110.05.FA24,Professional Writing and Communication,"Foxwell, Len","Foxwell, Len",2024 Fall,Professional Communication,2.71,5.00,4.71
EN.661.110.01.FA24,Professional Writing and Communication,"Dickason, Cara","Dickason, Cara",2024 Fall,Professional Communication,2.88,4.82,4.24
EN.661.110.08.FA24,Professional Writing and Communication,"Walker, Elizabeth","Walker, Elizabeth",2024 Fall,Professional Communication,3.57,4.64,4.00
EN.661.110.03.SP25,Professional Writing and Communication,"Hilliard, Amanda","Hilliard, Amanda",2025 Spring,Professional Communication,3.13,4.47,4.00
EN.661.110.04.SP25,Professional Writing and Communication,"Conner, Berkley","Conner, Berkley",2025 Spring,Professional Communication,3.22,4.78,4.22
EN.661.110.05.SP25,Professional Writing and Communication,"Ross, Andy","Ross, Andy",2025 Spring,Professional Communication,3.39,4.65,4.50
EN.661.110.06.SP25,Professional Writing and Communication,"Walker, Elizabeth","Walker, Elizabeth",2025 Spring,Professional Communication,3.13,4.93,4.50
EN.661.110.02.SP25,Professional Writing and Communication,"Dickason, Cara","Dickason, Cara",2025 Spring,Professional Communication,3.06,4.59,4.06
EN.661.110.07.SP25,Professional Writing and Communication,"Hearty, Ryan","Hearty, Ryan",2025 Spring,Professional Communication,2.76,4.65,4.50
EN.661.110.01.SP25,Professional Writing and Communication,"Choy, Marina","Choy, Marina",2025 Spring,Professional Communication,2.59,4.47,3.94
EN.661.110.09.FA25,Professional Writing and Ethics,"Rao, Shweta","Rao, Shweta",2025 Fall,Professional Communication,2.80,4.40,3.93
EN.661.110.08.FA25,Professional Writing and Ethics,"Rao, Shweta","Rao, Shweta",2025 Fall,Professional Communication,3.14,4.50,3.71
EN.661.110.07.FA25,Professional Writing and Ethics,"Hearty, Ryan","Hearty, Ryan",2025 Fall,Professional Communication,3.18,4.71,4.47
EN.661.110.04.FA25,Professional Writing and Ethics,"Foxwell, Len","Foxwell, Len",2025 Fall,Professional Communication,2.83,4.83,4.44
EN.661.110.03.FA25,Professional Writing and Ethics,"Forte, Joe","Forte, Joe",2025 Fall,Professional Communication,3.13,4.27,3.33
EN.661.110.02.FA25,Professional Writing and Ethics,"Dickason, Cara","Dickason, Cara",2025 Fall,Professional Communication,3.21,4.58,3.79
EN.661.110.01.FA25,Professional Writing and Ethics,"Conner, Berkley","Conner, Berkley",2025 Fall,Professional Communication,2.87,4.50,4.06
EN.661.110.06.FA25,Professional Writing and Ethics,"Choy, Marina","Choy, Marina",2025 Fall,Professional Communication,2.93,4.94,4.50
EN.661.110.05.FA25,Professional Writing and Ethics,"Walker, Elizabeth","Walker, Elizabeth",2025 Fall,Professional Communication,3.38,4.65,4.24
EN.661.128.01.SP24,Improvisational Techniques for Communication,"Coghlan, MC","Coghlan, MC",2024 Spring,Professional Communication,2.25,4.67,4.25
EN.661.128.01.FA24,Improvisational Techniques for Communication,"Coghlan, MC","Coghlan, MC",2024 Fall,Professional Communication,2.36,4.83,4.42
EN.661.128.02.SP25,Improvisational Techniques for Communication,"Conner, Berkley","Conner, Berkley",2025 Spring,Professional Communication,2.55,4.92,4.58
EN.661.128.01.SP25,Improvisational Techniques for Communication,"Coghlan, MC","Coghlan, MC",2025 Spring,Professional Communication,2.36,5.00,4.42
EN.661.128.01.FA25,Improvisational Techniques for Communication,"Coghlan, Mary Clare","Coghlan, Mary Clare",2025 Fall,Professional Communication,2.08,4.92,4.75
EN.661.250.08.SP24,Oral Presentations,"Hearty, Ryan","Hearty, Ryan",2024 Spring,Professional Communication,3.50,4.78,4.63
EN.661.250.06.SP24,Oral Presentations,"Smith, Sarah","Smith, Sarah",2024 Spring,Professional Communication,3.25,4.75,3.57
EN.661.250.07.SP24,Oral Presentations,"Forte, Joe","Forte, Joe",2024 Spring,Professional Communication,2.88,4.78,4.89
EN.661.250.04.SP24,Oral Presentations,"Reiser, Julie","Reiser, Julie",2024 Spring,Professional Communication,3.30,4.90,4.60
EN.661.250.05.SP24,Oral Presentations,Choy + Hilliard,"Choy, Marina + Hilliard, Amanda",2024 Spring,Professional Communication,3.44,4.67,4.50
EN.661.250.03.SP24,Oral Presentations,"Reiser, Julie","Reiser, Julie",2024 Spring,Professional Communication,3.23,4.92,4.77
EN.661.250.02.SP24,Oral Presentations,"Choy, Marina","Choy, Marina",2024 Spring,Professional Communication,2.75,4.58,4.00
EN.661.250.01.SP24,Oral Presentations,"Ross, Andy","Ross, Andy",2024 Spring,Professional Communication,3.55,4.18,3.82
