course_code,course_title,instructor,instructors_full,term,department,workload_avg,teaching_avg,intellectual_avg
AS.250.105.01.SP24,Science and Film,"Procopio, Maria","Procopio, Maria",2024 Spring,Biophysics,1.94,4.56,3.94
AS.250.105.01.SP24,Science and Film,"DeLibero, Linda","DeLibero, Linda",2024 Spring,Biophysics,1.94,4.69,3.94
AS.250.105.01.SP24,Science and Film,"Porter, annette","Porter, annette",2024 Spring,Biophysics,1.94,4.73,3.94
AS.250.205.06.SP24,Introduction to Computing,"Procopio, Maria","Procopio, Maria",2024 Spring,Biophysics,3.64,4.36,4.30
AS.250.205.04.SP24,Introduction to Computing,"Procopio, Maria","Procopio, Maria",2024 Spring,Biophysics,3.36,4.18,4.00
AS.250.205.01.SP24,Introduction to Computing,"Damjanovic, Ana","Damjanovic, Ana",2024 Spring,Biophysics,2.93,4.07,3.79
AS.250.205.02.SP24,Introduction to Computing,"Damjanovic, Ana","Damjanovic, Ana",2024 Spring,Biophysics,3.58,4.25,4.58
AS.250.205.05.SP24,Introduction to Computing,"Procopio, Maria","Procopio, Maria",2024 Spring,Biophysics,3.19,3.85,4.15
AS.250.205.05.FA24,Introduction to Computing,"Procopio, Maria","Procopio, Maria",2024 Fall,Biophysics,2.94,4.00,3.70
AS.250.205.01.FA24,Introduction to Computing,"Damjanovic, Ana","Damjanovic, Ana",2024 Fall,Biophysics,3.19,3.96,4.13
AS.250.205.03.FA24,Introduction to Computing,"Damjanovic, Ana","Damjanovic, Ana",2024 Fall,Biophysics,3.75,4.13,4.00
AS.250.205.02.FA24,Introduction to Computing,"Damjanovic, Ana","Damjanovic, Ana",2024 Fall,Biophysics,2.82,4.28,3.94
AS.250.205.04.FA24,Introduction to Computing,"Procopio, Maria","Procopio, Maria",2024 Fall,Biophysics,3.17,4.58,4.67
AS.250.205.06.FA24,Introduction to Computing,"Procopio, Maria","Procopio, Maria",2024 Fall,Biophysics,3.20,4.30,4.40
AS.250.205.05.SP25,Introduction to Computing,"Procopio, Maria","Procopio, Maria",2025 Spring,Biophysics,3.25,4.08,4.15
AS.250.205.01.SP25,Introduction to Computing,"Damjanovic, Ana","Damjanovic, Ana",2025 Spring,Biophysics,3.00,4.45,4.18
AS.250.205.04.SP25,Introduction to Computing,"Procopio, Maria","Procopio, Maria",2025 Spring,Biophysics,3.64,4.08,4.08
AS.250.205.04.SP25,Introduction to Computing,"Jimenez Avalos, Gabriel","Jimenez Avalos, Gabriel",2025 Spring,Biophysics,3.64,4.11,4.08
AS.250.205.06.SP25,Introduction to Computing,"Procopio, Maria","Procopio, Maria",2025 Spring,Biophysics,3.50,3.60,4.10
AS.250.205.02.SP25,Introduction to Computing,"Damjanovic, Ana","Damjanovic, Ana",2025 Spring,Biophysics,3.21,3.90,3.70
AS.250.205.05.FA25,Introduction to Computing,"Procopio, Maria","Procopio, Maria",2025 Fall,Biophysics,2.86,4.25,3.93
AS.250.205.03.FA25,Introduction to Computing,"Damjanovic, Ana","Damjanovic, Ana",2025 Fall,Biophysics,2.25,4.00,3.88
AS.250.205.01.FA25,Introduction to Computing,"Damjanovic, Ana","Damjanovic, Ana",2025 Fall,Biophysics,3.75,3.94,4.13
AS.250.205.04.FA25,Introduction to Computing,"Procopio, Maria","Procopio, Maria",2025 Fall,Biophysics,3.25,4.00,4.00
AS.250.205.02.FA25,Introduction to Computing,"Damjanovic, Ana","Damjanovic, Ana",2025 Fall,Biophysics,3.24,3.91,3.91
AS.250.205.06.FA25,Introduction to Computing,"Procopio, Maria","Procopio, Maria",2025 Fall,Biophysics,2.64,4.14,3.64
